Data,Fundo,Cota,Greenness,Propriedades certificadas
2010-03-02,10991914000115,1000,"0,00",0
2010-04-01,10991914000115,"962,168674","0,00",0
2010-05-03,10991914000115,"960,354143","0,00",0
2010-06-01,10991914000115,"961,381638","0,00",0
2010-07-01,10991914000115,"961,711479","0,00",0
2010-08-02,10991914000115,"961,994327","0,00",0
2010-09-01,10991914000115,"962,325193","0,00",0
2010-10-01,10991914000115,"962,403339","0,00",0
2010-11-01,10991914000115,"963,017935","0,00",0
2010-12-01,10991914000115,"963,891323","0,00",0
2011-01-03,10991914000115,"963,729774","0,00",0
2011-02-01,10991914000115,"968,358324","0,00",0
2011-03-01,10991914000115,"975,358932","0,00",0
2011-04-01,10991914000115,"980,981085","0,00",0
2011-05-02,10991914000115,"1001,783499","0,00",0
2011-06-01,10991914000115,"979,900886","0,00",0
2011-07-01,10991914000115,"977,967238","0,00",0
2011-08-01,10991914000115,"976,821801","0,00",0
2011-09-01,10991914000115,"975,931668","0,00",0
2011-10-03,10991914000115,"975,697374","0,00",0
2011-11-01,10991914000115,"990,274565","0,00",0
2011-12-01,10991914000115,"990,620592","0,00",0
2012-01-02,10991914000115,"991,070899","0,00",0
2012-02-01,10991914000115,"990,366871","0,00",0
2012-03-01,10991914000115,"992,398689","0,00",0
2012-04-02,10991914000115,"993,074721","0,00",0
2012-05-02,10991914000115,"993,729247","0,00",0
2012-06-01,10991914000115,"994,344284","0,00",0
2012-07-02,10991914000115,"994,968743","0,00",0
2012-08-01,10991914000115,"995,661594","0,00",0
2012-09-03,10991914000115,"996,292934","0,00",0
2012-10-01,10991914000115,"998,085409","0,00",0
2012-11-01,10991914000115,"998,833548","0,00",0
2012-12-03,10991914000115,"983,923834","0,00",0
2013-01-02,10991914000115,"2256,502003","0,00",0
2013-02-01,10991914000115,"2257,266556","0,00",0
2013-03-01,10991914000115,"2242,672007","0,00",0
2013-04-01,10991914000115,"2258,759768","0,00",0
2013-05-02,10991914000115,"2244,026104","0,00",0
2013-06-03,10991914000115,"2260,141274","0,00",0
2013-07-01,10991914000115,"2245,42365","0,00",0
2013-08-01,10991914000115,"2261,578908","0,00",0
2013-09-02,10991914000115,"2262,272866","0,00",0
2013-10-01,10991914000115,"2263,599469","0,00",0
2013-11-01,10991914000115,"2264,366665","0,00",0
2013-12-02,10991914000115,"2265,121338","0,00",0
2014-01-02,10991914000115,"2280,701109","0,00",0
2014-02-03,10991914000115,"2281,473627","0,00",0
2014-03-05,10991914000115,"2282,320947","0,00",0
2014-04-01,10991914000115,"2199,057711","0,00",0
2014-05-02,10991914000115,"2199,83926","0,00",0
2014-06-02,10991914000115,"2200,561134","0,00",0
2014-07-01,10991914000115,"2201,294791","0,00",0
2014-08-01,10991914000115,"2202,05661","0,00",0
2014-09-01,10991914000115,"2202,797239","0,00",0
2014-10-01,10991914000115,"2204,326","0,00",0
2014-11-03,10991914000115,"2205,152222","0,00",0
2014-12-01,10991914000115,"2205,934112","0,00",0
2015-01-02,10991914000115,"2235,873488","0,00",0
2015-02-02,10991914000115,"2236,724907","0,00",0
2015-03-02,10991914000115,"2237,486815","0,00",0
2015-04-01,10991914000115,"2238,187824","0,00",0
2015-05-04,10991914000115,"2239,039934","0,00",0
2015-06-01,10991914000115,"2239,768893","0,00",0
2015-07-01,10991914000115,"2240,525188","0,00",0
2015-08-03,10991914000115,"2241,318773","0,00",0
2015-09-01,10991914000115,"2243,349934","0,00",0
2015-10-01,10991914000115,"2244,152438","0,00",0
2015-11-03,10991914000115,"2245,075185","0,00",0
2015-12-01,10991914000115,"2245,856739","0,00",0
2016-01-04,10991914000115,"2334,175042","0,00",0
2016-02-01,10991914000115,"2335,275523","0,00",0
2016-03-01,10991914000115,"2336,242611","0,00",0
2016-04-01,10991914000115,"2337,012767","0,00",0
2016-05-03,10991914000115,"2338,174768","0,00",0
2016-06-01,10991914000115,"2338,966563","0,00",0
2016-07-01,10991914000115,"2339,396776","0,00",0
2016-08-01,10991914000115,"2340,531861","0,00",0
2016-09-01,10991914000115,"2341,297728","0,00",0
2016-10-03,10991914000115,"2344,188519","0,00",0
2016-11-01,10991914000115,"2345,20604","0,00",0
2016-12-01,10991914000115,"2346,075446","0,00",0
2017-01-02,10991914000115,"2273,846947","0,00",0
2017-02-01,10991914000115,"2274,849012","0,00",0
2017-03-01,10991914000115,"2275,898893","0,00",0
2017-04-03,10991914000115,"2276,675205","0,00",0
2017-05-02,10991914000115,"2277,657341","0,00",0
2017-06-01,10991914000115,"2278,766705","0,00",0
2017-07-03,10991914000115,"2279,620181","0,00",0
2017-08-01,10991914000115,"2280,598356","0,00",0
2017-09-01,10991914000115,"2281,431779","0,00",0
2012-08-31,10993386000133,"122,48","0,00",0
2012-09-28,10993386000133,"123,2639","0,00",0
2012-10-31,10993386000133,"123,26","0,00",0
2012-11-30,10993386000133,"123,48","0,00",0
2012-12-31,10993386000133,"151,82","0,00",0
2013-01-31,10993386000133,"152,58","0,00",0
2013-02-28,10993386000133,"152,58","0,00",0
2013-03-28,10993386000133,"153,34","0,00",0
2013-04-30,10993386000133,"154,05","0,00",0
2013-05-31,10993386000133,"154,05","0,00",0
2013-06-28,10993386000133,"155,67","0,00",0
2013-07-31,10993386000133,"155,67","0,00",0
2013-08-30,10993386000133,"157,31","0,00",0
2013-09-30,10993386000133,"158,14","0,00",0
2013-10-31,10993386000133,"158,9","0,00",0
2013-11-29,10993386000133,"158,9","0,00",0
2013-12-31,10993386000133,"160,43","0,00",0
2014-01-31,10993386000133,"168,97","0,00",0
2014-02-28,10993386000133,"169,81","0,00",0
2014-03-31,10993386000133,"169,23","0,00",0
2014-04-30,10993386000133,"170,05","0,00",0
2014-05-30,10993386000133,"171,53","0,00",0
2014-06-30,10993386000133,"172,51","0,00",0
2014-07-31,10993386000133,"173,56","0,00",0
2014-08-29,10993386000133,"174,6","0,00",0
2014-09-30,10993386000133,"175,66","0,00",0
2014-10-31,10993386000133,"176,71","0,00",0
2014-11-28,10993386000133,"177,71","0,00",0
2014-12-31,10993386000133,"178,76","0,00",0
2015-01-30,10993386000133,"164,6","0,00",0
2015-02-27,10993386000133,"165,7","0,00",0
2015-03-31,10993386000133,"166,81","0,00",0
2015-04-30,10993386000133,"166,8","0,00",0
2015-05-29,10993386000133,"166,82","0,00",0
2015-06-30,10993386000133,"166,81","0,00",0
2015-07-31,10993386000133,"166,81","0,00",0
2015-08-31,10993386000133,"166,7","0,00",0
2015-09-30,10993386000133,"166,8","0,00",0
2015-10-30,10993386000133,"166,79","0,00",0
2015-11-30,10993386000133,"166,84","0,00",0
2015-12-31,10993386000133,"166,82","0,00",0
2016-01-29,10993386000133,"155,46","0,00",0
2016-02-29,10993386000133,"155,45","0,00",0
2016-03-31,10993386000133,"99,76","0,00",0
2016-04-29,10993386000133,"99,77","0,00",0
2016-05-31,10993386000133,"99,76","0,00",0
2016-06-30,10993386000133,"99,74","0,00",0
2016-07-29,10993386000133,"99,73","0,00",0
2016-08-31,10993386000133,"99,72","0,00",0
2016-09-30,10993386000133,"99,74","0,00",0
2016-10-31,10993386000133,"99,75","0,00",0
2016-11-30,10993386000133,"99,71","0,00",0
2016-12-30,10993386000133,"99,73","0,00",0
2017-01-31,10993386000133,"106,9","0,00",0
2017-02-24,10993386000133,"106,87","0,00",0
2017-03-31,10993386000133,"104,94","0,00",0
2017-04-28,10993386000133,"104,96","0,00",0
2017-05-31,10993386000133,"104,95","0,00",0
2017-06-30,10993386000133,"104,93","0,00",0
2017-07-31,10993386000133,"106,52","0,00",0
2017-08-31,10993386000133,"112,19","0,00",0
2010-07-23,11026627000138,"41,708199503","0,00",0
2010-08-02,11026627000138,"41,704227294","0,00",0
2010-09-02,11026627000138,"40,282999839","0,00",0
2010-10-04,11026627000138,"43,480474631","0,00",0
2010-11-03,11026627000138,"39,282541236","0,00",0
2010-12-01,11026627000138,"40,252450485","0,00",0
2011-01-04,11026627000138,"43,579708998","0,00",0
2011-02-01,11026627000138,"45,866874892","0,00",0
2011-03-01,11026627000138,"45,207295132","0,00",0
2011-04-01,11026627000138,"53,898498161","0,00",0
2011-05-02,11026627000138,"47,583883166","0,00",0
2011-06-01,11026627000138,"48,617936656","0,00",0
2011-07-01,11026627000138,"47,036261581","0,00",0
2011-08-01,11026627000138,"47,315111534","0,00",0
2011-09-01,11026627000138,"46,162077257","0,00",0
2011-10-03,11026627000138,"47,175379667","0,00",0
2011-11-01,11026627000138,"46,425122722","0,00",0
2011-12-01,11026627000138,"45,393022142","0,00",0
2012-01-02,11026627000138,"48,434604872","0,00",0
2012-02-01,11026627000138,"49,675046152","0,00",0
2012-03-01,11026627000138,"48,75145331","0,00",0
2012-04-02,11026627000138,"48,454277979","0,00",0
2012-05-02,11026627000138,"51,030483367","0,00",0
2012-06-01,11026627000138,"51,274189841","0,00",0
2012-07-02,11026627000138,"54,789595348","0,00",0
2012-08-01,11026627000138,"66,916758397","0,00",0
2012-09-03,11026627000138,"74,064376146","0,00",0
2012-10-01,11026627000138,"69,156140747","0,00",0
2012-11-01,11026627000138,"75,900308074","0,00",0
2012-12-03,11026627000138,"74,88451853","0,00",0
2013-01-02,11026627000138,"81,281238823","0,00",0
2013-02-01,11026627000138,"86,431251068","0,00",0
2013-03-01,11026627000138,"75,809408222","0,00",0
2013-04-01,11026627000138,"74,039478168","0,00",0
2013-05-02,11026627000138,"67,007778012","0,00",0
2013-06-03,11026627000138,"68,346097543","0,00",0
2013-07-01,11026627000138,"65,212868333","0,00",0
2013-08-01,11026627000138,"65,40612839","0,00",0
2013-09-02,11026627000138,"58,014609741","0,00",0
2013-10-01,11026627000138,"59,792063621","0,00",0
2013-11-01,11026627000138,"57,304044697","0,00",0
2013-12-02,11026627000138,"63,492569355","0,00",0
2014-01-02,11026627000138,"61,040755665","0,00",0
2014-02-03,11026627000138,"55,891617802","0,00",0
2014-03-05,11026627000138,"58,404275425","0,00",0
2014-04-01,11026627000138,"56,406836144","0,00",0
2014-05-02,11026627000138,"57,642492516","0,00",0
2014-06-02,11026627000138,"57,620277044","0,00",0
2014-07-01,11026627000138,"57,525564227","0,00",0
2014-08-01,11026627000138,"51,340491454","0,00",0
2014-09-01,11026627000138,"51,698200624","0,00",0
2014-10-01,11026627000138,"50,321708168","0,00",0
2014-11-03,11026627000138,"48,286380625","0,00",0
2014-12-01,11026627000138,"46,274523175","0,00",0
2015-01-02,11026627000138,"49,061549697","0,00",0
2015-02-02,11026627000138,"49,337395676","0,00",0
2015-03-02,11026627000138,"49,130921154","0,00",0
2015-04-01,11026627000138,"48,312665718","0,00",0
2015-05-04,11026627000138,"49,520566598","0,00",0
2015-06-01,11026627000138,"52,186222501","0,00",0
2015-07-01,11026627000138,"56,236649611","0,00",0
2015-08-03,11026627000138,"54,49678808","0,00",0
2015-09-01,11026627000138,"53,725635532","0,00",0
2015-10-01,11026627000138,"49,440903138","0,00",0
2015-11-03,11026627000138,"49,319821492","0,00",0
2015-12-01,11026627000138,"49,308735108","0,00",0
2016-01-04,11026627000138,"47,612111669","0,00",0
2016-02-01,11026627000138,"44,420640347","0,00",0
2016-03-01,11026627000138,"48,405001475","0,00",0
2016-04-01,11026627000138,"53,882944004","0,00",0
2016-05-02,11026627000138,"56,886357496","0,00",0
2016-06-01,11026627000138,"58,445760145","0,00",0
2016-07-01,11026627000138,"63,249027646","0,00",0
2016-08-01,11026627000138,"63,323394007","0,00",0
2016-09-01,11026627000138,"61,291464751","0,00",0
2016-10-03,11026627000138,"62,908186866","0,00",0
2016-11-01,11026627000138,"67,814363173","0,00",0
2016-12-01,11026627000138,"63,532296615","0,00",0
2017-01-02,11026627000138,"63,675412159","0,00",0
2017-02-01,11026627000138,"65,270900757","0,00",0
2017-03-01,11026627000138,"73,37540388","0,00",0
2017-04-03,11026627000138,"68,404968912","0,00",0
2017-05-02,11026627000138,"68,562919919","0,00",0
2017-06-01,11026627000138,"69,672727771","0,00",0
2017-07-03,11026627000138,"68,067947978","0,00",0
2017-08-01,11026627000138,"69,001934929","0,00",0
2017-09-01,11026627000138,"69,627420095","0,00",0
2014-03-31,11044355000107,"8245,7171106","0,00",0
2014-04-30,11044355000107,"8290,9200853","0,00",0
2014-05-30,11044355000107,"8338,9594466","0,00",0
2014-06-30,11044355000107,"8190,3729858","0,00",0
2014-07-31,11044355000107,"8238,7465362","0,00",0
2014-08-29,11044355000107,"8283,1666074","0,00",0
2014-09-30,11044355000107,"8319,1402686","0,00",0
2014-10-31,11044355000107,"8359,0434369","0,00",0
2014-11-28,11044355000107,"8398,1429941","0,00",0
2014-12-31,11044355000107,"9753,8009294","0,00",0
2015-01-30,11044355000107,"9792,1856664","0,00",0
2015-02-27,11044355000107,"9791,6327245","0,00",0
2015-03-31,11044355000107,"9829,505671","0,00",0
2015-04-30,11044355000107,"9903,2990061","0,00",0
2015-05-29,11044355000107,"9785,3907874","0,00",0
2015-06-30,11044355000107,"9789,9317649","0,00",0
2015-07-31,11044355000107,"9840,2262213","0,00",0
2015-08-31,11044355000107,"9893,0935715","0,00",0
2015-09-30,11044355000107,"9942,7972444","0,00",0
2015-10-30,11044355000107,"9992,262533","0,00",0
2015-11-30,11044355000107,"9815,6582609","0,00",0
2015-12-31,11044355000107,"9830,4237218","0,00",0
2016-01-29,11044355000107,"10797,06987","0,00",0
2016-02-29,11044355000107,"10857,729945","0,00",0
2016-03-31,11044355000107,"10829,869772","0,00",0
2016-04-29,11044355000107,"10811,880956","0,00",0
2016-05-31,11044355000107,"10740,163167","0,00",0
2016-06-30,11044355000107,"10781,38848","0,00",0
2016-07-29,11044355000107,"10781,309451","0,00",0
2016-08-31,11044355000107,"10725,083622","0,00",0
2016-09-30,11044355000107,"10669,980662","0,00",0
2016-10-31,11044355000107,"10619,116736","0,00",0
2016-11-30,11044355000107,"10610,999492","0,00",0
2016-12-30,11044355000107,"10583,59496","0,00",0
2017-01-31,11044355000107,"17025,273757","0,00",0
2017-02-24,11044355000107,"17009,693141","0,00",0
2017-03-31,11044355000107,"16905,677513","0,00",0
2017-04-28,11044355000107,"16926,382415","0,00",0
2017-05-31,11044355000107,"16931,366657","0,00",0
2017-06-30,11044355000107,"17488,733575","0,00",0
2017-07-31,11044355000107,"18305,512845","0,00",0
2017-08-31,11044355000107,"18333,109225","0,00",0
2010-07-14,11160521000122,"429,81298438","0,00",0
2010-08-05,11160521000122,"471,74208475","0,00",0
2010-09-02,11160521000122,"479,36840021","0,00",0
2010-10-01,11160521000122,"461,53452328","0,00",0
2010-11-04,11160521000122,"489,04453573","0,00",0
2010-12-01,11160521000122,"542,62284151","0,00",0
2011-01-03,11160521000122,"590,31605975","0,00",0
2011-02-01,11160521000122,"594,9642177","0,00",0
2011-03-01,11160521000122,"590,74461332","0,00",0
2011-04-01,11160521000122,"591,23833266","0,00",0
2011-05-02,11160521000122,"582,06771252","0,00",0
2011-06-01,11160521000122,"578,58991692","0,00",0
2011-07-01,11160521000122,"578,71502704","0,00",0
2011-08-01,11160521000122,"586,26522748","0,00",0
2011-09-01,11160521000122,"566,94540945","0,00",0
2011-10-04,11160521000122,"548,19839568","0,00",0
2011-11-01,11160521000122,"547,42563922","0,00",0
2011-12-01,11160521000122,"522,16609353","0,00",0
2012-01-02,11160521000122,"548,14088115","0,00",0
2012-02-01,11160521000122,"557,32176068","0,00",0
2012-03-01,11160521000122,"551,19760902","0,00",0
2012-04-02,11160521000122,"552,74302288","0,00",0
2012-05-02,11160521000122,"549,08247306","0,00",0
2012-06-01,11160521000122,"550,62344324","0,00",0
2012-07-02,11160521000122,"541,608859","0,00",0
2012-08-01,11160521000122,"567,15722707","0,00",0
2012-09-03,11160521000122,"601,26167611","0,00",0
2012-10-01,11160521000122,"592,76939147","0,00",0
2012-11-01,11160521000122,"601,04059228","0,00",0
2012-12-03,11160521000122,"658,90174029","0,00",0
2013-01-02,11160521000122,"705,01179726","0,00",0
2013-02-01,11160521000122,"737,54716527","0,00",0
2013-03-01,11160521000122,"726,6936381","0,00",0
2013-04-01,11160521000122,"704,78674128","0,00",0
2013-05-02,11160521000122,"656,39882816","0,00",0
2013-06-03,11160521000122,"668,6566131","0,00",0
2013-07-02,11160521000122,"665,59388319","0,00",0
2013-08-01,11160521000122,"663,19605156","0,00",0
2013-09-02,11160521000122,"680,99213035","0,00",0
2013-10-01,11160521000122,"699,0140862","0,00",0
2013-11-01,11160521000122,"710,78667171","0,00",0
2013-12-02,11160521000122,"687,00342202","0,00",0
2014-01-02,11160521000122,"623,92256226","0,00",0
2014-02-03,11160521000122,"596,4720219","0,00",0
2014-03-05,11160521000122,"624,00968947","0,00",0
2014-04-01,11160521000122,"679,3100026","0,00",0
2014-05-05,11160521000122,"682,07924433","0,00",0
2014-06-03,11160521000122,"722,93965189","0,00",0
2014-07-01,11160521000122,"746,93020072","0,00",0
2014-08-01,11160521000122,"716,23291344","0,00",0
2014-09-01,11160521000122,"671,69207542","0,00",0
2014-10-01,11160521000122,"676,56382743","0,00",0
2014-11-04,11160521000122,"668,01479929","0,00",0
2014-12-01,11160521000122,"617,31730311","0,00",0
2015-01-02,11160521000122,"672,28563175","0,00",0
2015-02-02,11160521000122,"665,00032057","0,00",0
2015-03-02,11160521000122,"708,24751551","0,00",0
2015-04-01,11160521000122,"715,70916424","0,00",0
2015-05-04,11160521000122,"764,83250519","0,00",0
2015-06-01,11160521000122,"764,70200641","0,00",0
2015-07-01,11160521000122,"817,61557301","0,00",0
2015-08-03,11160521000122,"775,0055555","0,00",0
2015-09-01,11160521000122,"770,05994872","0,00",0
2015-10-01,11160521000122,"769,89090882","0,00",0
2015-11-03,11160521000122,"753,85257791","0,00",0
2015-12-01,11160521000122,"814,20378829","0,00",0
2016-01-04,11160521000122,"768,07158018","0,00",0
2016-02-01,11160521000122,"790,98803328","0,00",0
2016-03-01,11160521000122,"775,38119359","0,00",0
2016-04-01,11160521000122,"845,48021925","0,00",0
2016-05-02,11160521000122,"842,60782419","0,00",0
2016-06-01,11160521000122,"846,49255359","0,00",0
2016-07-01,11160521000122,"856,669934","0,00",0
2016-08-01,11160521000122,"846,86413871","0,00",0
2016-09-01,11160521000122,"854,92098569","0,00",0
2016-10-03,11160521000122,"872,09605448","0,00",0
2016-11-01,11160521000122,"907,57246192","0,00",0
2016-12-01,11160521000122,"914,09318949","0,00",0
2017-01-02,11160521000122,"941,05802736","0,00",0
2017-02-01,11160521000122,"956,43315497","0,00",0
2017-03-01,11160521000122,"1048,1090349","0,00",0
2017-04-03,11160521000122,"1009,2437477","0,00",0
2017-05-02,11160521000122,"1023,6208301","0,00",0
2017-06-01,11160521000122,"1012,0653019","0,00",0
2017-07-03,11160521000122,"1024,686696","0,00",0
2017-08-01,11160521000122,"1091,7900656","0,00",0
2017-09-01,11160521000122,1060,"0,00",0
2010-02-05,11179118000145,"43,718326927","0,00",0
2010-03-01,11179118000145,"52,002378618","0,00",0
2010-04-06,11179118000145,"51,121328212","0,00",0
2010-05-03,11179118000145,"50,645174827","0,00",0
2010-06-09,11179118000145,"51,720841847","0,00",0
2010-07-06,11179118000145,"51,70717114","0,00",0
2010-08-12,11179118000145,"55,114629863","0,00",0
2010-09-01,11179118000145,"56,967222463","0,00",0
2010-10-04,11179118000145,"56,927906744","0,00",0
2010-11-01,11179118000145,"57,360918254","0,00",0
2010-12-01,11179118000145,"59,629083554","0,00",0
2011-01-03,11179118000145,"64,088482092","0,00",0
2011-02-01,11179118000145,"64,560868829","0,00",0
2011-03-01,11179118000145,"64,570860315","0,00",0
2011-04-04,11179118000145,"65,564879651","0,00",0
2011-05-03,11179118000145,"66,062222999","0,00",0
2011-06-06,11179118000145,"66,562234324","0,00",0
2011-07-05,11179118000145,"67,061164556","0,00",0
2011-08-03,11179118000145,"66,072654794","0,00",0
2011-09-01,11179118000145,"66,717975689","0,00",0
2011-10-03,11179118000145,"68,105292292","0,00",0
2011-11-01,11179118000145,"64,902587915","0,00",0
2011-12-01,11179118000145,"68,348256313","0,00",0
2012-01-02,11179118000145,"65,855183206","0,00",0
2012-02-01,11179118000145,"67,558711521","0,00",0
2012-03-01,11179118000145,"70,574515155","0,00",0
2012-04-02,11179118000145,"74,216357896","0,00",0
2012-05-02,11179118000145,"73,661774993","0,00",0
2012-06-01,11179118000145,"74,401773081","0,00",0
2012-07-02,11179118000145,"76,177620751","0,00",0
2012-08-01,11179118000145,"81,110001675","0,00",0
2012-09-03,11179118000145,"93,795049979","0,00",0
2012-10-01,11179118000145,"97,869937269","0,00",0
2012-11-01,11179118000145,"88,877593046","0,00",0
2012-12-03,11179118000145,"89,771279053","0,00",0
2013-01-02,11179118000145,"94,213306755","0,00",0
2013-02-01,11179118000145,"94,539056174","0,00",0
2013-03-01,11179118000145,"92,769329209","0,00",0
2013-04-01,11179118000145,"91,900780421","0,00",0
2013-05-02,11179118000145,"88,593788591","0,00",0
2013-06-03,11179118000145,"91,176925543","0,00",0
2013-07-01,11179118000145,"85,366550876","0,00",0
2013-08-01,11179118000145,"87,527840163","0,00",0
2013-09-03,11179118000145,"87,880270496","0,00",0
2013-10-02,11179118000145,"89,514996782","0,00",0
2013-11-01,11179118000145,"91,417258031","0,00",0
2013-12-03,11179118000145,"90,761202093","0,00",0
2014-01-02,11179118000145,"89,976208265","0,00",0
2014-02-03,11179118000145,"84,537801734","0,00",0
2014-03-05,11179118000145,"86,011036296","0,00",0
2014-04-01,11179118000145,"81,422508981","0,00",0
2014-05-02,11179118000145,"86,767152678","0,00",0
2014-06-02,11179118000145,"86,905462369","0,00",0
2014-07-01,11179118000145,"94,856377793","0,00",0
2014-08-01,11179118000145,"97,768912329","0,00",0
2014-09-01,11179118000145,"99,285849185","0,00",0
2014-10-01,11179118000145,"98,578022523","0,00",0
2014-11-03,11179118000145,"98,963648359","0,00",0
2014-12-01,11179118000145,"97,020397863","0,00",0
2015-01-02,11179118000145,"104,93372177","0,00",0
2015-02-02,11179118000145,"105,81257162","0,00",0
2015-03-02,11179118000145,"106,03602038","0,00",0
2015-04-01,11179118000145,"101,17634476","0,00",0
2015-05-04,11179118000145,"107,40897855","0,00",0
2015-06-01,11179118000145,"110,9997596","0,00",0
2015-07-01,11179118000145,"117,96857382","0,00",0
2015-08-03,11179118000145,"116,84801821","0,00",0
2015-09-01,11179118000145,"120,22974292","0,00",0
2015-10-01,11179118000145,"116,0739771","0,00",0
2015-11-03,11179118000145,"123,40263906","0,00",0
2015-12-01,11179118000145,"124,77356519","0,00",0
2016-01-04,11179118000145,"123,55431357","0,00",0
2016-02-01,11179118000145,"122,60152952","0,00",0
2016-03-01,11179118000145,"122,9768793","0,00",0
2016-04-01,11179118000145,"129,94841456","0,00",0
2016-05-02,11179118000145,"143,96965382","0,00",0
2016-06-01,11179118000145,"152,01572253","0,00",0
2016-07-01,11179118000145,"160,09589072","0,00",0
2016-08-01,11179118000145,"171,4063976","0,00",0
2016-09-01,11179118000145,"170,95787629","0,00",0
2016-10-03,11179118000145,"173,3636685","0,00",0
2016-11-01,11179118000145,"190,5067124","0,00",0
2016-12-01,11179118000145,"181,50575057","0,00",0
2017-01-02,11179118000145,"186,41101836","0,00",0
2017-02-01,11179118000145,"194,52659016","0,00",0
2017-03-01,11179118000145,"217,28634246","0,00",0
2017-04-03,11179118000145,"221,12633576","0,00",0
2017-05-02,11179118000145,"221,69666064","0,00",0
2017-06-01,11179118000145,"201,8490293","0,00",0
2017-07-03,11179118000145,"200,76943202","0,00",0
2017-08-01,11179118000145,"203,04913106","0,00",0
2017-09-01,11179118000145,"207,42858646","0,00",0
2014-03-31,11233841000165,"144,60567284","0,00",0
2014-04-30,11233841000165,"144,54779615","0,00",0
2014-05-30,11233841000165,"144,9775676","0,00",0
2014-06-30,11233841000165,"145,09827226","0,00",0
2014-07-31,11233841000165,"145,32252103","0,00",0
2014-08-29,11233841000165,"145,35726747","0,00",0
2014-09-30,11233841000165,"145,42740105","0,00",0
2014-10-31,11233841000165,"145,70175386","0,00",0
2014-11-28,11233841000165,"145,55456734","0,00",0
2014-12-31,11233841000165,"139,91420808","0,00",0
2015-01-30,11233841000165,"141,50705724","0,00",0
2015-02-27,11233841000165,"141,22687942","0,00",0
2015-03-31,11233841000165,"141,33109331","0,00",0
2015-04-30,11233841000165,"136,19086431","0,00",0
2015-05-29,11233841000165,"136,00890724","0,00",0
2015-06-30,11233841000165,"136,14424945","0,00",0
2015-07-31,11233841000165,"136,45399694","0,00",0
2015-08-31,11233841000165,"136,87787338","0,00",0
2015-09-30,11233841000165,"136,85241159","0,00",0
2015-10-30,11233841000165,"136,32662386","0,00",0
2015-11-30,11233841000165,"136,36384654","0,00",0
2015-12-31,11233841000165,"124,31878976","0,00",0
2016-01-29,11233841000165,"124,46376003","0,00",0
2016-02-29,11233841000165,"126,32172351","0,00",0
2016-03-31,11233841000165,"126,37054912","0,00",0
2016-04-29,11233841000165,"126,21512561","0,00",0
2016-05-31,11233841000165,"126,50892753","0,00",0
2016-06-30,11233841000165,"126,55717914","0,00",0
2016-07-29,11233841000165,"127,14943201","0,00",0
2016-08-31,11233841000165,"127,69024757","0,00",0
2016-09-30,11233841000165,"128,48423842","0,00",0
2016-10-31,11233841000165,"127,32471626","0,00",0
2016-11-30,11233841000165,"127,68609879","0,00",0
2016-12-30,11233841000165,"126,57878337","0,00",0
2017-01-31,11233841000165,"126,57116595","0,00",0
2017-02-24,11233841000165,"125,36498837","0,00",0
2017-03-31,11233841000165,"125,70965056","0,00",0
2017-04-28,11233841000165,"125,89263968","0,00",0
2017-05-31,11233841000165,"126,09643308","0,00",0
2017-06-30,11233841000165,"125,14240074","0,00",0
2017-07-31,11233841000165,"125,27787706","0,00",0
2017-08-31,11233841000165,"125,5172384","0,00",0
2013-10-10,11241018000100,"13241,7975","0,00",0
2013-11-01,11241018000100,"13385,6437","0,00",0
2013-12-02,11241018000100,"12774,10109","0,00",0
2014-01-02,11241018000100,"10819,89597","0,00",0
2014-02-03,11241018000100,"1567,43906","0,00",0
2014-03-05,11241018000100,"1341,37567","0,00",0
2014-04-01,11241018000100,"1466,68932","0,00",0
2014-05-02,11241018000100,"1445,15982","0,00",0
2014-06-02,11241018000100,"1374,89621","0,00",0
2014-07-01,11241018000100,"1348,98437","0,00",0
2014-08-01,11241018000100,"1328,14248","0,00",0
2014-09-01,11241018000100,"1297,22331","0,00",0
2014-10-01,11241018000100,"4308,50367","0,00",0
2014-11-28,11241018000100,"0,00163","0,00",0
2014-12-31,11241018000100,"0,00163","0,00",0
2015-01-30,11241018000100,"0,00163","0,00",0
2015-02-27,11241018000100,"0,00163","0,00",0
2015-03-31,11241018000100,"0,00163","0,00",0
2015-04-30,11241018000100,"0,00163","0,00",0
2015-05-29,11241018000100,"0,00163","0,00",0
2015-06-30,11241018000100,"0,00163","0,00",0
2015-07-31,11241018000100,"0,00163","0,00",0
2015-08-31,11241018000100,"0,00162","0,00",0
2015-09-30,11241018000100,"0,00162","0,00",0
2015-10-30,11241018000100,"0,00162","0,00",0
2015-11-30,11241018000100,"0,00162","0,00",0
2015-12-31,11241018000100,"0,00162","0,00",0
2016-01-29,11241018000100,"0,00162","0,00",0
2016-02-29,11241018000100,"0,00162","0,00",0
2016-03-31,11241018000100,"0,00162","0,00",0
2016-05-31,11241018000100,"0,00162","0,00",0
2016-07-21,11241018000100,"0,00162886","0,00",0
2016-08-01,11241018000100,"0,00162886","0,00",0
2016-09-01,11241018000100,"0,00162886","0,00",0
2016-10-03,11241018000100,"0,00162886","0,00",0
2016-11-01,11241018000100,"0,00162886","0,00",0
2016-12-01,11241018000100,"0,00162886","0,00",0
2017-01-02,11241018000100,"0,00162886","0,00",0
2017-02-01,11241018000100,"0,00162886","0,00",0
2017-03-01,11241018000100,"0,00162886","0,00",0
2017-04-03,11241018000100,"0,00162886","0,00",0
