"Data","Cota","Patrimônio","Capt Líq","Captação","Resg Total","Resgate","Resg IR","Q Cotistas","Fonte"
"31/05/2001","2053,85",87559689,"-","-","-","-","-","-","ANBIMA"
"29/06/2001","2082,65",88787567,"-","-","-","-","-","-","ANBIMA"
"31/07/2001","1909,34","81398771,54","-","-","-","-","-","-","ANBIMA"
"31/08/2001","1941,57","82772809,28","-","-","-","-","-","-","ANBIMA"
"28/09/2001","1965,61","83798028,32","-","-","-","-","-","-","ANBIMA"
"31/10/2001","1960,96","83599769,87","-","-","-","-","-","-","ANBIMA"
"30/11/2001","1985,15","84631027,18","-","-","-","-","-","-","ANBIMA"
"31/12/2001",2006,"85519937,5","-","-","-","-","-","-","ANBIMA"
"31/01/2002","1825,68","77832585,27","-","-","-","-","-","-","ANBIMA"
"28/02/2002","1843,38","78586850,76","-","-","-","-","-","-","ANBIMA"
"28/03/2002","1858,34","79224861,55","-","-","-","-","-","-","ANBIMA"
"30/04/2002","1865,37","79524582,67","-","-","-","-","-","-","ANBIMA"
"31/05/2002","1880,94","80188097,44","-","-","-","-","-","-","ANBIMA"
"28/06/2002","1867,05","79596240,14","-","-","-","-","-","-","ANBIMA"
"31/07/2002","1804,4","76925102,22","-","-","-","-","-","-","ANBIMA"
"30/08/2002","1827,67","77917381,55","-","-","-","-","-","-","ANBIMA"
"30/09/2002","1862,04","79382440,63","-","-","-","-","-","-","ANBIMA"
"31/10/2002","1902,28","81097809,35","-","-","-","-","-","-","ANBIMA"
"29/11/2002","1954,69","83332392,43","-","-","-","-","-","-","ANBIMA"
"31/12/2002","2013,27","85829915,97","-","-","-","-","-","-","ANBIMA"
"31/01/2003","1930,1","82302290,92","-","-","-","-","-","-","ANBIMA"
"28/02/2003","1950,04","83134009,32","-","-","-","-","-","-","ANBIMA"
"31/03/2003","1988,62","84778802,59","-","-","-","-","-","-","ANBIMA"
"30/04/2003","2014,18","85868415,02","-","-","-","-","-","-","ANBIMA"
"30/05/2003","2036,08","86802090,18","-","-","-","-","-","-","ANBIMA"
"30/06/2003","2037,58","86866220,37","-","-","-","-","-","-","ANBIMA"
"31/07/2003","1947,9726","83045967,51","-","-","-","-","-","-","ANBIMA"
"29/08/2003","1948,5051","83068669,67","-","-","-","-","-","-","ANBIMA"
"30/09/2003","1965,7098","83802139,57","-","-","-","-","-","-","ANBIMA"
"31/10/2003","1993,3409","84980109,25","-","-","-","-","-","-","ANBIMA"
"28/11/2003","2007,23","85572228,26","-","-","-","-","-","-","ANBIMA"
"31/12/2003","2010,5781","85714966,78","-","-","-","-","-","-","ANBIMA"
"30/01/2004","1977,1471","84289734,16","-","-","-","-","-","-","ANBIMA"
"27/02/2004","1987,4782","84730172,52","-","-","-","-","-","-","ANBIMA"
"31/03/2004","1999,5334","85244106,53","-","-","-","-","-","-","ANBIMA"
"30/04/2004","2014,9417","85900995,03","-","-","-","-","-","-","ANBIMA"
"31/05/2004","2029,255","86511199,13","-","-","-","-","-","-","ANBIMA"
"30/06/2004","1907,6298","81326073,99","-","-","-","-","-","-","ANBIMA"
"30/07/2004","1756,7847","74895245,53","-","-","-","-","-","-","ANBIMA"
"31/08/2004","1782,0631","75972913,99","-","-","-","-","-","-","ANBIMA"
"30/09/2004","1800,7114","76767927,1","-","-","-","-","-","-","ANBIMA"
"29/10/2004","1814,9735","77375950,69","-","-","-","-","-","-","ANBIMA"
"30/11/2004","1838,757","78389886,43","-","-","-","-","-","-","ANBIMA"
"31/12/2004","1874,3549","79907496,18","-","-","-","-","-","-","ANBIMA"
"31/01/2005","1557,8908","66415999,35",0,0,0,0,0,6,"ANBIMA"
"28/02/2005","1614,9232","68847403,93",0,0,0,0,0,6,"ANBIMA"
"31/03/2005","1619,9761","69062822,22",0,0,0,0,0,6,"ANBIMA"
"29/04/2005","1639,2067","69882661,52",0,0,0,0,0,6,"ANBIMA"
"31/05/2005","1656,4267","70616782,41",0,0,0,0,0,6,"ANBIMA"
"30/06/2005","1634,1745","69668126,79",0,0,0,0,0,6,"ANBIMA"
"29/07/2005","1637,5415","69811667,53",0,0,0,0,0,6,"ANBIMA"
"31/08/2005","1622,0981","69153287,55",0,0,0,0,0,6,"ANBIMA"
"30/09/2005","1617,6257","68962618,04",0,0,0,0,0,6,"ANBIMA"
"31/10/2005","1611,1725","68687507,71",0,0,0,0,0,6,"ANBIMA"
"30/11/2005","1632,6796","69604396,77",0,0,0,0,0,6,"ANBIMA"
"30/12/2005","1638,6396","69858481,32",0,0,0,0,0,6,"ANBIMA"
"31/01/2006","1638,6396","69858481,32",0,0,0,0,0,6,"ANBIMA"
"24/02/2006","1651,3147","70398847,55",0,0,0,0,0,6,"ANBIMA"
"31/03/2006","1633,9932","69660397,08",0,0,0,0,0,6,"ANBIMA"
"28/04/2006","1633,9932","69660397,08",0,0,0,0,0,6,"ANBIMA"
"31/05/2006","1466,8911","62536501,38",0,0,0,0,0,5,"ANBIMA"
"30/06/2006","1436,9118","61258423,98",0,0,0,0,0,56,"ANBIMA"
"31/07/2006","1448,2719","61742725,83",0,0,0,0,0,56,"ANBIMA"
"31/08/2006","1501,7611","64023079,28",0,0,0,0,0,56,"ANBIMA"
"29/09/2006","1512,9697","64500926,13",0,0,0,0,0,56,"ANBIMA"
"31/10/2006","1534,9545","65438178,78",0,0,0,0,0,56,"ANBIMA"
"30/11/2006","1558,9554","66461386,73",0,0,0,0,0,55,"ANBIMA"
"29/12/2006","1563,0721","66636891,88",0,0,0,0,0,55,"ANBIMA"
"31/01/2007","965,9933","41182225,67",0,0,0,0,0,55,"ANBIMA"
"28/02/2007","980,2986","41792089,12",0,0,0,0,0,55,"ANBIMA"
"30/03/2007","988,986","42162449,66",0,0,0,0,0,55,"ANBIMA"
"30/04/2007","1008,369","42988787,78",0,0,0,0,0,55,"ANBIMA"
"31/05/2007","1004,0255","42803614,1",0,0,0,0,0,55,"ANBIMA"
"29/06/2007","1004,0255","42803614,1",0,0,0,0,0,55,"ANBIMA"
"31/07/2007","992,5072","42312567,33",0,0,0,0,0,55,"ANBIMA"
"31/08/2007","992,5072","42312567,33",0,0,0,0,0,55,"ANBIMA"
"28/09/2007","990,2887","70708593,8",28770,28770,0,0,0,55,"ANBIMA"
"31/10/2007","952,9226","70899343,76",3000,3000,0,0,0,55,"ANBIMA"
"30/11/2007","1002,0044","74568163,94",0,0,0,0,0,55,"ANBIMA"
"31/12/2007","1002,0044","74568163,94",0,0,0,0,0,55,"ANBIMA"
"31/01/2008","998,1714","91426514,04",12185,12185,0,0,0,55,"ANBIMA"
"29/02/2008","1009,7709","92488954,85",0,0,0,0,0,55,"ANBIMA"
"31/03/2008","1014,1725","126197545,6",32840,32840,0,0,0,55,"ANBIMA"
"30/04/2008","1017,5623","126619343,01",0,0,0,0,0,55,"ANBIMA"
"30/05/2008","1030,1149","128181313,3",0,0,0,0,0,55,"ANBIMA"
"30/06/2008","1030,1149","128181313,3",0,0,0,0,0,55,"ANBIMA"
"31/07/2008","988,0968","122952833,53",0,0,0,0,0,55,"ANBIMA"
"29/08/2008","1016,3663","140122353,64",13432,13432,0,0,0,57,"ANBIMA"
"30/09/2008","1027,7806","151811419,46",9842,9842,0,0,0,56,"ANBIMA"
"31/10/2008","1043,6571","167653073,48",12932,12932,0,0,0,56,"ANBIMA"
"28/11/2008","1052,5066","169074658,61",0,0,0,0,0,56,"ANBIMA"
"31/12/2008","1052,5066","169074658,61",0,0,0,0,0,56,"ANBIMA"
"30/01/2009","1015,944","223623496,54",59474,59474,0,0,0,55,"ANBIMA"
"27/02/2009","1021,8825","224930639,92",0,0,0,0,0,55,"ANBIMA"
"31/03/2009","1021,8825","224930639,92",0,0,0,0,0,55,"ANBIMA"
"30/04/2009","1030,8305","226900218,61",0,0,0,0,0,55,"ANBIMA"
"29/05/2009","1037,7975","228433754,41",0,0,0,0,0,55,"ANBIMA"
"30/06/2009","1002,0441","220563928,29",0,0,0,0,0,55,"ANBIMA"
"31/07/2009","1022,3018","225022949,24",0,0,0,0,0,56,"ANBIMA"
"31/08/2009","1043,8121","236265827,52",6235,6235,0,0,0,57,"ANBIMA"
"30/09/2009","1056,9401","239237333,96",0,0,0,0,0,57,"ANBIMA"
"30/10/2009","1062,7298","256913860,43",15400,15400,0,0,0,57,"ANBIMA"
"30/11/2009","1062,7298","256913860,43",0,0,0,0,0,57,"ANBIMA"
"31/12/2009","1066,3831","266541389,91",8200,8200,0,0,0,57,"ANBIMA"
"29/01/2010","1043,5614","270619474,47",9374,9374,0,0,0,57,"ANBIMA"
"26/02/2010","1042,8049","316389088,45",44079,44079,0,0,0,57,"ANBIMA"
"31/03/2010","1053,5388","340189775,45",19500,19500,0,0,0,57,"ANBIMA"
"30/04/2010","1071,3053","345926607,21",0,0,0,0,0,57,"ANBIMA"
"31/05/2010","1065,5609","344071731,3",0,0,0,0,0,57,"ANBIMA"
"30/06/2010","1069,3424","345292797,91",0,0,0,0,0,57,"ANBIMA"
"30/07/2010","1046,2803","337845997,71",0,0,0,0,0,57,"ANBIMA"
"31/08/2010","1059,1748",342009653,0,0,0,0,0,57,"ANBIMA"
"30/09/2010","1068,2025","344924715,57",0,0,0,0,0,57,"ANBIMA"
"29/10/2010","1078,1417","348134113,35",0,0,0,0,0,57,"ANBIMA"
"30/11/2010","1115,2218","376280306,21",14502,14502,0,0,0,57,"ANBIMA"
"31/12/2010","1117,0845","376908766,02",0,0,0,0,0,57,"ANBIMA"
"31/01/2011","1115,8866","407653470,49",27914,27914,0,0,0,57,"ANBIMA"
"28/02/2011","1120,6702","409400987,91",0,0,0,0,0,57,"ANBIMA"
"31/03/2011","1127,4488","411877323,19",365318,365318,0,0,0,57,"ANBIMA"
"29/04/2011","1137,9942","415729757,39",365318,365318,0,0,0,57,"ANBIMA"
"31/05/2011","1208,253","487017770,13",37758,37758,0,0,0,57,"ANBIMA"
"30/06/2011","403,076","487647292,23",0,0,0,0,0,57,"ANBIMA"
"29/07/2011","1205,0784","485738169,62",0,0,0,0,0,57,"ANBIMA"
"31/08/2011","1242,2417",549913059,0,0,0,0,0,57,"ANBIMA"
"30/09/2011","1242,605",550073914,0,0,0,0,0,57,"ANBIMA"
"31/10/2011","1277,6132","584349606,06",0,0,0,0,0,57,"ANBIMA"
"30/11/2011","1287,336","588796604,87",0,0,0,0,0,57,"ANBIMA"
"30/12/2011","1328,5874","607664001,56",0,0,0,0,0,57,"ANBIMA"
"31/01/2012","1285,3432","587885113,88",0,0,0,0,0,50,"ANBIMA"
"29/02/2012","2804,9067","1355162604,3",0,0,0,0,0,69,"ANBIMA"
"30/03/2012","2903,6113","1474683219,3",0,0,0,0,0,69,"ANBIMA"
"30/04/2012","2930,428","1490486004,9",0,0,0,0,0,69,"ANBIMA"
"31/05/2012","2953,4756","1502208579,4",0,0,0,0,0,69,"ANBIMA"
"29/06/2012","2972,8919","1512084168,2",0,0,0,0,0,69,"ANBIMA"
"31/07/2012","3302,64","1779888471,8",0,0,0,0,0,69,"ANBIMA"
"31/08/2012","3336,1764","1797962201,9",0,0,0,0,0,69,"ANBIMA"
"28/09/2012","3358,7859","1849663261,5",0,0,0,0,0,75,"ANBIMA"
"31/10/2012","3380,397","1861564362,9",0,0,0,0,0,75,"ANBIMA"
"30/11/2012","3406,7101","1876054822,9",0,0,0,0,0,75,"ANBIMA"
"31/12/2012","3494,7745","1924551339,4","-","-","-","-","-","-","ANBIMA"
"31/01/2013","3682,3375","2027841145,2","-","-","-","-","-","-","ANBIMA"
"28/02/2013","3472,4498","2042574825,7","-","-","-","-","-","-","ANBIMA"
"28/03/2013","3501,074","2059412248,3","-","-","-","-","-","-","ANBIMA"
"30/04/2013","3468,8316","2040446502,2","-","-","-","-","-","-","ANBIMA"
"31/05/2013","3453,9368",2084625152,"-","-","-","-","-","-","ANBIMA"
"28/06/2013","3584,286","2108359454,9",0,0,0,0,0,1,"ANBIMA"
"31/07/2013","3537,5706","2083292988,4",0,0,0,0,0,1,"ANBIMA"
"01/08/2013","3537,5726","2083294217,1",0,0,0,0,0,1,"ANBIMA"
"02/08/2013","3537,5747","2083295424,1",0,0,0,0,0,1,"ANBIMA"
"05/08/2013","3537,5767","2083296630,3",0,0,0,0,0,1,"ANBIMA"
"06/08/2013","3537,5788",2083297839,0,0,0,0,0,1,"ANBIMA"
"07/08/2013","3537,5808","2083299047,5",0,0,0,0,0,1,"ANBIMA"
"08/08/2013","3537,5829","2083300257,5",0,0,0,0,0,1,"ANBIMA"
"09/08/2013","3537,585","2083301466,9",0,0,0,0,0,1,"ANBIMA"
"12/08/2013","3537,587","2083302677,4",0,0,0,0,0,1,"ANBIMA"
"13/08/2013","3537,5891","2083303888,2",0,0,0,0,0,1,"ANBIMA"
"14/08/2013","3537,5911","2083305099,3",0,0,0,0,0,1,"ANBIMA"
"15/08/2013","3537,5932","2083306310,8",0,0,0,0,0,1,"ANBIMA"
"16/08/2013","3537,5952","2083307522,9",0,0,0,0,0,1,"ANBIMA"
"19/08/2013","3537,5973","2083308735,3",0,0,0,0,0,1,"ANBIMA"
"20/08/2013","3537,5994","2083309948,1",0,0,0,0,0,1,"ANBIMA"
"21/08/2013","3537,6014","2083311161,3",0,0,0,0,0,1,"ANBIMA"
"22/08/2013","3537,6035",2083312375,0,0,0,0,0,1,"ANBIMA"
"23/08/2013","3537,6055","2083313594,1",0,0,0,0,0,1,"ANBIMA"
"26/08/2013","3537,6052",2083313408,0,0,0,0,0,1,"ANBIMA"
"27/08/2013","3537,6097","2083316024,1",0,0,0,0,0,1,"ANBIMA"
"28/08/2013","3537,6117","2083317239,9",0,0,0,0,0,1,"ANBIMA"
"29/08/2013","3537,6138","2083318456,1",0,0,0,0,0,1,"ANBIMA"
"30/08/2013","3537,616","2083319742,3",0,0,0,0,0,1,"ANBIMA"
"30/09/2013","3592,9528","2243781037,9",0,0,0,0,0,57,"ANBIMA"
"31/10/2013","3638,3029","2272102016,3",0,0,0,0,0,57,"ANBIMA"
"29/11/2013","3663,3036","2287714823,9",0,0,0,0,0,57,"ANBIMA"
"31/12/2013","3798,8376","2372355124,6",0,0,0,0,0,57,"ANBIMA"
"31/01/2014","3950,8762","2467302480,6",0,0,0,0,0,57,"ANBIMA"
"28/02/2014","3954,6166","2501623260,3",0,0,0,0,0,67,"ANBIMA"
"31/03/2014","3962,9952",2506923453,0,0,0,0,0,67,"ANBIMA"
"30/04/2014","3982,1294","2519027365,7",0,0,0,0,0,67,"ANBIMA"
"30/05/2014","4090,4893","2587574027,6",0,0,0,0,0,67,"ANBIMA"
"30/06/2014","4121,286","2607055477,1",0,0,0,0,0,67,"ANBIMA"
"31/07/2014","4121,286","2607055477,1",0,0,0,0,0,67,"ANBIMA"
"13/08/2014","4022,9253","2544834155,1",0,0,0,0,0,1,"ANBIMA"
"15/08/2014","4022,9253","2584649046,7",0,0,0,0,0,1,"ANBIMA"
"19/08/2014","4022,9253","2584649046,7",0,0,0,0,0,53,"ANBIMA"
"29/08/2014","4022,9253","2584649058,1","10725247,46",23700000,"12974752,54","12974752,54",0,67,"ANBIMA"
"30/09/2014","4058,4193","2607453288,1",0,0,0,0,0,67,"ANBIMA"
"15/10/2014","4280,2782","2749993137,9",0,0,0,0,0,53,"ANBIMA"
"31/10/2014","4280,2782","2749993183,3",0,0,0,0,0,67,"ANBIMA"
"19/11/2014","4322,8846","2777366897,8",0,0,0,0,0,1,"ANBIMA"
"20/11/2014","4322,8846","2777366897,8",0,0,0,0,0,1,"ANBIMA"
"28/11/2014","4322,8846","2777366938,6",0,0,0,0,0,67,"ANBIMA"
"31/12/2014","4377,3901","2812385613,1",0,0,0,0,0,67,"ANBIMA"
"22/01/2015","3470,4702","2229707694,1",0,0,0,0,0,1,"ANBIMA"
"30/01/2015","3472,4045",2230950446,-3464407,18133125,21597532,21597532,0,53,"ANBIMA"
"27/02/2015","3502,978","2250593307,5",0,0,0,0,0,53,"ANBIMA"
"31/03/2015","3513,9457","2257639888,4",0,0,0,0,0,53,"ANBIMA"
"30/04/2015","3535,0656","2271208959,4",0,0,0,0,0,53,"ANBIMA"
"29/05/2015","3724,5783","2392967086,8",0,0,0,0,0,53,"ANBIMA"
"30/06/2015","3538,3704","2273332241,5",0,0,0,0,0,53,"ANBIMA"
"10/07/2015","3754,9595","2412486379,6",0,0,0,0,0,1,"ANBIMA"
"14/07/2015","3646,6649","2342909264,9",0,0,0,0,0,1,"ANBIMA"
"21/07/2015","3646,6649","2342909264,9",0,0,0,0,0,1,"ANBIMA"
"23/07/2015","3646,6649","2342909264,9",0,0,0,0,0,1,"ANBIMA"
"27/07/2015","3646,6649","2342909264,9",0,0,0,0,0,1,"ANBIMA"
"31/07/2015","3651,2293","2417073674,3",0,0,0,0,0,53,"ANBIMA"
"03/08/2015","3641,4571","2339563341,9",0,0,0,0,0,1,"ANBIMA"
"04/08/2015","3641,5905","2339649041,8",0,0,0,0,0,1,"ANBIMA"
"05/08/2015","3641,724","2339734803,9",0,0,0,0,0,1,"ANBIMA"
"13/08/2015","3651,2293","2437075067,2",0,0,0,0,0,1,"ANBIMA"
"25/08/2015","3651,2293","2437075067,2",0,0,0,0,0,1,"ANBIMA"
"27/08/2015","3624,7841",2419423788,0,0,0,0,0,1,"ANBIMA"
"28/08/2015","3624,906","2419505143,8",0,0,0,0,0,1,"ANBIMA"
"31/08/2015","3651,2293","2417073674,3","71142689,94","71142689,94",0,0,0,53,"ANBIMA"
"15/09/2015","3626,365","2435405094,7","-","-","-","-","-","-","ANBIMA"
"16/09/2015","3655,3369","2454862121,3",0,0,0,0,0,1,"ANBIMA"
"22/09/2015","3655,3369","2454862121,3",0,0,0,0,0,1,"ANBIMA"
"30/09/2015","3655,3369","2454862160,5","35004831,28","35004831,28",0,0,0,53,"ANBIMA"
"15/10/2015","3688,6264","2477218783,6",0,0,0,0,0,1,"ANBIMA"
"19/10/2015","3688,6264","2477218783,6",0,0,0,0,0,1,"ANBIMA"
"22/10/2015","3688,6264","2477218783,6",0,0,0,0,0,1,"ANBIMA"
"30/10/2015","3670,602",2477058083,0,0,0,0,0,53,"ANBIMA"
"03/11/2015","3630,4337",2438137568,0,0,0,0,0,1,"ANBIMA"
"04/11/2015","3630,556","2438219720,6",0,0,0,0,0,1,"ANBIMA"
"05/11/2015","3630,677","2438300937,5",0,0,0,0,0,1,"ANBIMA"
"12/11/2015","3670,602","2477058041,9",0,0,0,0,0,1,"ANBIMA"
"17/11/2015","3670,602","2477058041,9",0,0,0,0,0,1,"ANBIMA"
"25/11/2015","3670,602","2477058041,9",0,0,0,0,0,1,"ANBIMA"
"30/11/2015","3670,6021",2477058083,0,0,0,0,0,52,"ANBIMA"
"15/12/2015","3436,854","2319316242,8",0,0,0,0,0,1,"ANBIMA"
"31/12/2015","3436,854","2319316268,2",0,0,0,0,0,52,"ANBIMA"
"21/01/2016","3382,2334",2282456241,0,0,0,0,0,1,"ANBIMA"
"29/01/2016","3382,2334","2282456286,5",0,0,0,0,0,51,"ANBIMA"
"10/02/2016","3372,0796",2275604081,0,0,0,0,0,1,"ANBIMA"
"18/02/2016","3372,0796",2275604081,0,0,0,0,0,1,"ANBIMA"
"29/02/2016","3372,0796","2275604112,9",0,0,0,0,0,51,"ANBIMA"
"16/03/2016","3395,4921","2291403702,3",0,0,0,0,0,1,"ANBIMA"
"31/03/2016","3395,4921","2291403718,4",0,0,0,0,0,51,"ANBIMA"
"20/04/2016","3405,269","2313035778,8","-","-","-","-","-","-","ANBIMA"
"29/04/2016","3405,269","2313035784,6",0,0,0,0,0,51,"ANBIMA"
"31/05/2016","3413,1874",2318414410,0,0,0,0,0,51,"ANBIMA"
"07/06/2016","3413,0428",2318316148,0,0,0,0,0,51,"ANBIMA"
"17/06/2016","3413,0428",2318316148,0,0,0,0,0,51,"ANBIMA"
"27/06/2016","3413,0428",2318316148,0,0,0,0,0,51,"ANBIMA"
"29/06/2016","3413,0428","2318316174,9",0,0,0,0,0,51,"ANBIMA"
"30/06/2016","3359,5649","2281991156,7",0,0,0,0,0,1,"ANBIMA"
"01/07/2016","3359,7183","2282095364,4",0,0,0,0,0,1,"ANBIMA"
"04/07/2016","3359,8648","2282194913,7",0,0,0,0,0,1,"ANBIMA"
"11/07/2016","3460,5058","2350555485,7",0,0,0,0,0,1,"ANBIMA"
"22/07/2016","3460,5058","2350555485,7","-","-","-","-","-","-","ANBIMA"
"29/07/2016","3460,5058","2350555528,1",0,0,0,0,0,1,"ANBIMA"
"08/08/2016","3344,1373","2300505612,7","-","-","-","-","-","-","ANBIMA"
"10/08/2016","3412,3029","2347398235,6",0,0,0,0,0,1,"ANBIMA"
"31/08/2016","3412,3029","2347398266,4",0,0,0,0,0,51,"ANBIMA"
"19/09/2016","3454,9433","2376731504,8",0,0,0,0,0,51,"ANBIMA"
"20/09/2016","3454,9433","2376731504,8",0,0,0,0,0,51,"ANBIMA"
"21/09/2016","3454,9433","2376731504,8",0,0,0,0,0,1,"ANBIMA"
"30/09/2016","3454,9433","2391708743,6",0,0,0,0,0,51,"ANBIMA"
"05/10/2016","3285,0195",2274077744,"-","-","-","-","-","-","ANBIMA"
"11/10/2016","3492,7122","2417854469,4",0,0,0,0,0,1,"ANBIMA"
"13/10/2016","3492,7122","2417854469,4",0,0,0,0,0,1,"ANBIMA"
"14/10/2016","3285,9375","2274713250,6",0,0,0,0,0,1,"ANBIMA"
"17/10/2016","3286,0913","2274819737,6",0,0,0,0,0,1,"ANBIMA"
"18/10/2016","3492,7122","2417854469,4",0,0,0,0,0,1,"ANBIMA"
"20/10/2016","3492,7122","2417854469,4",0,0,0,0,0,1,"ANBIMA"
"21/10/2016","3492,7122","2417854469,4",0,0,0,0,0,51,"ANBIMA"
"24/10/2016","3492,7122","2417854469,4",0,0,0,0,0,51,"ANBIMA"
"25/10/2016","3492,7122","2417854469,4",0,0,0,0,0,51,"ANBIMA"
"26/10/2016","3492,7122","2417854469,4",0,0,0,0,0,51,"ANBIMA"
"27/10/2016","3492,7122","2417854469,4",0,0,0,0,0,51,"ANBIMA"
"31/10/2016","3492,7122","2417854535,6",0,0,0,0,0,51,"ANBIMA"
"04/11/2016","3009,1997","2083139525,7",0,0,0,0,0,1,"ANBIMA"
"07/11/2016","3009,1986","2083138793,5",0,0,0,0,0,1,"ANBIMA"
"08/11/2016","3009,1976","2083138109,3",0,0,0,0,0,1,"ANBIMA"
"09/11/2016","3009,1966","2083137419,5",0,0,0,0,0,1,"ANBIMA"
"16/11/2016","3329,9067","2305151204,1","-","-","-","-","-","-","ANBIMA"
"17/11/2016","3493,2702","2418240748,8","-","-","-","-","-","-","ANBIMA"
"22/11/2016","3493,2702","2418240748,8","-","-","-","-","-","-","ANBIMA"
"24/11/2016","3493,2702","2418240748,8",0,0,0,0,0,1,"ANBIMA"
"25/11/2016","3493,2702","2418240748,8",0,0,0,0,0,1,"ANBIMA"
"28/11/2016","3493,2702","2418240748,8",0,0,0,0,0,1,"ANBIMA"
"29/11/2016","3493,2702","2418240748,8",0,0,0,0,0,1,"ANBIMA"
"30/11/2016","3493,2702",2418240793,0,0,0,0,0,51,"ANBIMA"
"12/12/2016","3467,0708","2400104030,8",0,0,0,0,0,51,"ANBIMA"
"13/12/2016","3467,0708","2400104030,8",0,0,0,0,0,51,"ANBIMA"
"14/12/2016","3467,0708","2400104030,8",0,0,0,0,0,51,"ANBIMA"
"19/12/2016","3467,0708","2400104030,8",0,0,0,0,0,51,"ANBIMA"
"21/12/2016","3467,0708","2400104030,8",0,0,0,0,0,51,"ANBIMA"
"22/12/2016","3467,0708","2400104030,8",0,0,0,0,0,1,"ANBIMA"
"27/12/2016","3467,0708","2400104030,8",0,0,0,0,0,1,"ANBIMA"
"28/12/2016","3467,0708","2400104030,8",0,0,0,0,0,1,"ANBIMA"
"29/12/2016","3467,0708","2400104030,8",0,0,0,0,0,1,"ANBIMA"
"30/12/2016","3467,0708","2400104051,3",0,0,0,0,0,51,"ANBIMA"
"10/01/2017","2920,3257","2021615908,1",0,0,0,0,0,51,"ANBIMA"
"11/01/2017","2920,3257","2021615908,1",0,0,0,0,0,51,"ANBIMA"
"12/01/2017","2920,3257","2021615908,1",0,0,0,0,0,51,"ANBIMA"
"13/01/2017","2920,3257","2021615908,1",0,0,0,0,0,1,"ANBIMA"
"17/01/2017","2920,3257","2021615908,1",0,0,0,0,0,51,"ANBIMA"
"18/01/2017","2920,3257","2021615908,1",0,0,0,0,0,51,"ANBIMA"
