"Data","Cota","Patrimônio","Capt Líq","Captação","Resg Total","Resgate","Resg IR","Q Cotistas","Fonte"
"31/07/2015","211,2584994","545976043,41",0,0,0,0,0,30,"ANBIMA"
"31/08/2015","211,18876","545795808,95",0,0,0,0,0,31,"ANBIMA"
"30/09/2015","211,18876","545795808,95",0,0,0,0,0,31,"ANBIMA"
"30/10/2015","211,1680956","545742403,91",0,0,0,0,0,31,"ANBIMA"
"30/11/2015","182,0868471","470584883,49",0,0,0,0,0,31,"ANBIMA"
"31/12/2015","181,8724076","470030686,44",0,0,0,0,0,29,"ANBIMA"
"29/01/2016","181,5783469","469270716,55",0,0,0,0,0,29,"ANBIMA"
"29/02/2016","181,5783469","469270716,55",0,0,0,0,0,29,"ANBIMA"
"31/03/2016","181,6458333","469445128,24",0,0,0,0,0,29,"ANBIMA"
"29/04/2016","181,5178664","469114410,96",0,0,0,0,0,29,"ANBIMA"
"31/05/2016","181,5620554","469228612,8",0,0,0,0,0,29,"ANBIMA"
"29/07/2016","182,0468477","470481509,1",0,0,0,0,0,29,"ANBIMA"
"31/08/2016","182,4180908","471440949,09",0,0,0,0,0,29,"ANBIMA"
"30/09/2016","182,9920072","472924177,4",0,0,0,0,0,28,"ANBIMA"
"31/10/2016","183,0667689","473117391,48",0,0,0,0,0,28,"ANBIMA"
"30/11/2016","182,7109834","472197900,06",0,0,0,0,0,28,"ANBIMA"
"30/12/2016","178,5899377","461547477,7",0,0,0,0,0,28,"ANBIMA"
"31/01/2017","178,4849224","461276076,55",0,0,0,0,0,28,"ANBIMA"
"24/02/2017","178,4478197","461180188,33",0,0,0,0,0,28,"ANBIMA"
"31/03/2017","178,8861182","462312926,23",0,0,0,0,0,28,"ANBIMA"
"28/04/2017","179,4319545","463723584,23",0,0,0,0,0,28,"ANBIMA"
"31/05/2017","178,8628515","462252795,57",0,0,0,0,0,28,"ANBIMA"
"30/06/2017","178,9095607","462373510,78",0,0,0,0,0,33,"ANBIMA"
"31/07/2017","178,11988988","462661960,96",0,0,0,0,0,54,"ANBIMA"
