"Data","Cota","Patrimônio","Capt Líq","Captação","Resg Total","Resgate","Resg IR","Q Cotistas","Fonte"
"30/04/2014","324,253","243189731,43",750,750,0,0,0,794,"ANBIMA"
"30/05/2014","324,3211","243240851,22",750,750,0,0,0,820,"ANBIMA"
"30/06/2014","324,4807","243360548,57",750,750,0,0,0,821,"ANBIMA"
"31/07/2014","324,3103","243232745,29",750000,750000,0,0,0,816,"ANBIMA"
"29/08/2014","324,4126","243309467,96",750000,750000,0,0,0,820,"ANBIMA"
"30/09/2014","324,548","243411060,77",750000,750000,0,0,0,817,"ANBIMA"
"31/10/2014","324,6491","243486874,45",750000,750000,0,0,0,808,"ANBIMA"
"28/11/2014","382,79","287095951,18",750000,750000,0,0,0,804,"ANBIMA"
"31/12/2014","382,77","287080775,27",750000,750000,0,0,0,803,"ANBIMA"
"30/01/2015","382,6971","287022869,54",750000,750000,0,0,0,789,"ANBIMA"
"27/02/2015","382,6472","286985462,22",750000,750000,0,0,0,814,"ANBIMA"
"31/03/2015","382,618","286963525,74",750000,750000,0,0,0,816,"ANBIMA"
"30/04/2015","382,5502","286912673,02",750000,750000,0,0,0,835,"ANBIMA"
"29/05/2015","382,6621","286996629,37",750000,750000,0,0,0,844,"ANBIMA"
"30/06/2015","382,5996","286949746,23",750000,750000,0,0,0,849,"ANBIMA"
"31/07/2015","382,8212","287115952,83",750000,750000,0,0,0,856,"ANBIMA"
"31/08/2015","382,8809","287160740,83",750000,750000,0,0,0,863,"ANBIMA"
"30/09/2015","382,809","287106760,1",750000,750000,0,0,0,860,"ANBIMA"
"30/10/2015","382,7917","287093794,92",750,750,0,0,0,866,"ANBIMA"
"30/11/2015","382,7451","287058872,86",750000,750000,0,0,0,878,"ANBIMA"
"31/12/2015","404,615","303461262,68",750000,750000,0,0,0,875,"ANBIMA"
"29/01/2016","404,4903","303367793,59",750000,750000,0,0,0,863,"ANBIMA"
"29/02/2016","404,4751","303356327,03",750000,750000,0,0,0,858,"ANBIMA"
"31/03/2016","404,5436","303407716,75",750000,750000,0,0,0,853,"ANBIMA"
"29/04/2016","404,684","303513029,02",750000,750000,0,0,0,857,"ANBIMA"
"31/05/2016","404,8077","303605778,06",750000,750000,0,0,0,855,"ANBIMA"
"30/06/2016","405,0804","303810329,73",750000,750000,0,0,0,855,"ANBIMA"
"29/07/2016","405,2722","303954165,02",750000,750000,0,0,0,850,"ANBIMA"
"31/08/2016","405,0529","303789696,58",750000,750000,0,0,0,844,"ANBIMA"
"30/09/2016","405,1117","303833842,77",750000,750000,0,0,0,845,"ANBIMA"
"31/10/2016","405,1372","303852960,01",750000,750000,0,0,0,838,"ANBIMA"
"30/11/2016","405,2484","303936313,75",750000,750000,0,0,0,838,"ANBIMA"
"30/12/2016","363,3373","272503008,31",750000,750000,0,0,0,832,"ANBIMA"
"31/01/2017","363,4321","272574117,96",750000,750000,0,0,0,828,"ANBIMA"
"24/02/2017","363,5869","272690233,64",750000,750000,0,0,0,820,"ANBIMA"
"31/03/2017","363,6844","272763357,57",750000,750000,0,0,0,822,"ANBIMA"
"28/04/2017","363,7912","272843459,97",750000,750000,0,0,0,815,"ANBIMA"
"31/05/2017","363,853","272889811,96",750000,750000,0,0,0,803,"ANBIMA"
"30/06/2017","363,8895","272917146,25",750000,750000,0,0,0,802,"ANBIMA"
"31/07/2017","364,003","273002278,28",750000,750000,0,0,0,816,"ANBIMA"
"31/08/2017","364,1931","273144890,37",750000,750000,0,0,0,831,"ANBIMA"
