"Data","Cota","Patrimônio","CaptLíq","Captação","ResgTotal","Resgate","ResgIR","QCotistas","Fonte"
"08/01/2014","11114,668414","108866146,38",0,0,0,0,0,15,"ANBIMA"
"09/01/2014","11114,496137","108864458,96",0,0,0,0,0,15,"ANBIMA"
"10/01/2014","11114,560037","108865084,84",0,0,0,0,0,15,"ANBIMA"
"13/01/2014","11113,528478","108854980,91",0,0,0,0,0,15,"ANBIMA"
"14/01/2014","11112,778615","108847636,14",0,0,0,0,0,15,"ANBIMA"
"15/01/2014","11112,333732","108843278,59",0,0,0,0,0,15,"ANBIMA"
"16/01/2014","11111,883571","108838869,35",0,0,0,0,0,15,"ANBIMA"
"17/01/2014","11105,771162","108778999,42",0,0,0,0,0,15,"ANBIMA"
"20/01/2014","11105,326354","108774642,61",0,0,0,0,0,15,"ANBIMA"
"21/01/2014","11102,173889","108743764,79",0,0,0,0,0,15,"ANBIMA"
"22/01/2014","11101,702715","108739149,72",0,0,0,0,0,15,"ANBIMA"
"23/01/2014","11100,809043","108730396,37",0,0,0,0,0,15,"ANBIMA"
"24/01/2014","11099,223323","108714864,53",0,0,0,0,0,15,"ANBIMA"
"27/01/2014","11097,246886","108695505,7",0,0,0,0,0,15,"ANBIMA"
"28/01/2014","11096,779662","108690929,32",0,0,0,0,0,15,"ANBIMA"
"29/01/2014","11094,479386","108668398,54",0,0,0,0,0,15,"ANBIMA"
"30/01/2014","11093,474614","108658556,98",0,0,0,0,0,15,"ANBIMA"
"31/01/2014","11103,007425","108751929,12",0,0,0,0,0,15,"ANBIMA"
"03/02/2014","11102,387175","108745853,88",0,0,0,0,0,15,"ANBIMA"
"04/02/2014","11462,082404","112269002,93",0,0,0,0,0,15,"ANBIMA"
"05/02/2014","11461,687901","112265138,85",0,0,0,0,0,15,"ANBIMA"
"06/02/2014","11447,797495","112129084,86",0,0,0,0,0,15,"ANBIMA"
"07/02/2014","11442,835672","112080484,71",0,0,0,0,0,15,"ANBIMA"
"10/02/2014","11442,334213","112075573,01",0,0,0,0,0,15,"ANBIMA"
"11/02/2014","11441,277227","112065220,03",0,0,0,0,0,15,"ANBIMA"
"12/02/2014","11440,802145","112060566,68",0,0,0,0,0,15,"ANBIMA"
"13/02/2014","11440,327259","112055915,26",0,0,0,0,0,15,"ANBIMA"
"14/02/2014","11438,568876","112038692,22",0,0,0,0,0,15,"ANBIMA"
"17/02/2014","11438,084114","117893944,02","5859999,92","5859999,92",0,0,0,15,"ANBIMA"
"18/02/2014","11441,072827","118064785,68",140000,140000,0,0,0,15,"ANBIMA"
"19/02/2014","11440,807482","118062047,49",0,0,0,0,0,15,"ANBIMA"
"20/02/2014","11439,926885","118052960,28",0,0,0,0,0,15,"ANBIMA"
"21/02/2014","11439,54197","118048988,19",0,0,0,0,0,15,"ANBIMA"
"24/02/2014","11439,207956","118045541,37",0,0,0,0,0,15,"ANBIMA"
"25/02/2014","11438,877732","118042133,67",0,0,0,0,0,15,"ANBIMA"
"26/02/2014","11438,589321","118039157,44",0,0,0,0,0,15,"ANBIMA"
"27/02/2014","11435,79014","118010271,63",0,0,0,0,0,15,"ANBIMA"
"28/02/2014","11433,464194","117986269,3",0,0,0,0,0,15,"ANBIMA"
"05/03/2014","11433,126012","117982779,47",0,0,0,0,0,15,"ANBIMA"
"06/03/2014","11432,788991","117979301,63",0,0,0,0,0,15,"ANBIMA"
"07/03/2014","11427,964885","117929519,84",0,0,0,0,0,15,"ANBIMA"
"10/03/2014","11427,315251","117922816,02",0,0,0,0,0,15,"ANBIMA"
"11/03/2014","11427,050191","117920080,76",0,0,0,0,0,15,"ANBIMA"
"12/03/2014","11426,827262","117917780,28",0,0,0,0,0,15,"ANBIMA"
"13/03/2014","11425,351643","117902552,8",0,0,0,0,0,15,"ANBIMA"
"14/03/2014","11424,952898",117898438,0,0,0,0,0,15,"ANBIMA"
"17/03/2014","11424,145552","117890106,69",0,0,0,0,0,15,"ANBIMA"
"18/03/2014","11423,740582","117885927,65",0,0,0,0,0,15,"ANBIMA"
"19/03/2014","11423,247252","117880836,79",0,0,0,0,0,15,"ANBIMA"
"20/03/2014","11422,865854",117876901,0,0,0,0,0,15,"ANBIMA"
"21/03/2014","11422,412133","117872218,88",0,0,0,0,0,15,"ANBIMA"
"24/03/2014","11421,987556","117867837,51",0,0,0,0,0,15,"ANBIMA"
"25/03/2014","11428,849738","117938650,98",0,0,0,0,0,15,"ANBIMA"
"26/03/2014","11428,427093","117934289,54",0,0,0,0,0,15,"ANBIMA"
"27/03/2014","11428,004479","117929928,43",0,0,0,0,0,15,"ANBIMA"
"28/03/2014","11427,581948","117925568,17",0,0,0,0,0,15,"ANBIMA"
"31/03/2014","11426,830326","117917811,89",0,0,0,0,0,15,"ANBIMA"
"01/04/2014","11426,394269","117913312,06",0,0,0,0,0,15,"ANBIMA"
"02/04/2014","11425,974901","123908984,33","5999999,91","5999999,91",0,0,0,15,"ANBIMA"
"03/04/2014","11425,509548","123903937,81",0,0,0,0,0,15,"ANBIMA"
"04/04/2014","11424,996841","123898377,76",0,0,0,0,0,15,"ANBIMA"
"07/04/2014","11424,732991","123895516,44",0,0,0,0,0,15,"ANBIMA"
"08/04/2014","11420,45561","123849130,3",0,0,0,0,0,15,"ANBIMA"
"09/04/2014","11420,17849","123846125,1",0,0,0,0,0,15,"ANBIMA"
"10/04/2014","11419,95951","123843750,4",0,0,0,0,0,15,"ANBIMA"
"11/04/2014","11419,467157","123838411,1",0,0,0,0,0,15,"ANBIMA"
"14/04/2014","11431,87705","123972990,2",0,0,0,0,0,15,"ANBIMA"
"15/04/2014","11431,56911","123969650,7",0,0,0,0,0,15,"ANBIMA"
"16/04/2014","11434,60642","124002588,9",0,0,0,0,0,15,"ANBIMA"
"17/04/2014","11434,30373","123999306,33",0,0,0,0,0,15,"ANBIMA"
"22/04/2014","11434,00115",123996025,0,0,0,0,0,15,"ANBIMA"
"23/04/2014","11431,95618","123973848,3",0,0,0,0,0,15,"ANBIMA"
"24/04/2014","11431,44461","123968300,6",0,0,0,0,0,15,"ANBIMA"
"25/04/2014","11431,231","123965984,1",0,0,0,0,0,15,"ANBIMA"
"28/04/2014","11430,8685",123962053,0,0,0,0,0,15,"ANBIMA"
"29/04/2014","11430,47241","123957757,6",0,0,0,0,0,15,"ANBIMA"
"30/04/2014","11420,598577","123850680,79",0,0,0,0,0,15,"ANBIMA"
"02/05/2014","11419,78256","123841831,5",0,0,0,0,0,15,"ANBIMA"
"05/05/2014","11419,43516","123838064,1",0,0,0,0,0,15,"ANBIMA"
"06/05/2014","11414,91497",123789045,0,0,0,0,0,15,"ANBIMA"
"07/05/2014","11414,51106","123784664,7",0,0,0,0,0,15,"ANBIMA"
"08/05/2014","11411,82973","123755587,1",0,0,0,0,0,15,"ANBIMA"
"09/05/2014","11411,35496","123750438,4",0,0,0,0,0,15,"ANBIMA"
"12/05/2014","11410,97372",123746304,0,0,0,0,0,15,"ANBIMA"
"13/05/2014","11410,54655","123741671,6",0,0,0,0,0,15,"ANBIMA"
"14/05/2014","11410,06619","123736462,3",0,0,0,0,0,15,"ANBIMA"
"15/05/2014","11409,59388","123731340,3",0,0,0,0,0,15,"ANBIMA"
"16/05/2014","11403,88798","123669462,7",0,0,0,0,0,15,"ANBIMA"
"19/05/2014","11403,40637","123664239,9",0,0,0,0,0,15,"ANBIMA"
"20/05/2014","11406,96219",123702801,0,0,0,0,0,15,"ANBIMA"
"21/05/2014","11406,48352","123697610,1",0,0,0,0,0,15,"ANBIMA"
"22/05/2014","11405,08913","123682488,6",0,0,0,0,0,15,"ANBIMA"
"23/05/2014","11404,61829","123677382,6",0,0,0,0,0,15,"ANBIMA"
"26/05/2014","11404,07098","123671447,3",0,0,0,0,0,15,"ANBIMA"
"27/05/2014","11403,59878","123666326,5",0,0,0,0,0,15,"ANBIMA"
"28/05/2014","11403,12659","123661205,8",0,0,0,0,0,15,"ANBIMA"
"29/05/2014","11402,65442","123656085,4",0,0,0,0,0,15,"ANBIMA"
"30/05/2014","11402,05402","128149574,2","4499999,92","4499999,92",0,0,0,15,"ANBIMA"
"02/06/2014","11401,54458","129643848,6",1500000,1500000,0,0,0,15,"ANBIMA"
"03/06/2014","11401,00472",129637710,0,0,0,0,0,15,"ANBIMA"
"04/06/2014","11400,68481","129634072,3",0,0,0,0,0,15,"ANBIMA"
"05/06/2014","11398,80733","129612724,1",0,0,0,0,0,15,"ANBIMA"
"06/06/2014","11400,34505","129630209,1",0,0,0,0,0,15,"ANBIMA"
"09/06/2014","11399,93677","129625566,6",0,0,0,0,0,15,"ANBIMA"
"10/06/2014","11399,619411","129621957,99",0,0,0,0,0,15,"ANBIMA"
"11/06/2014","11397,96754",129603175,0,0,0,0,0,15,"ANBIMA"
"12/06/2014","11397,60638","129599068,4",0,0,0,0,0,15,"ANBIMA"
"13/06/2014","11397,278419","129595339,21",0,0,0,0,0,15,"ANBIMA"
"16/06/2014","11394,87633","129568025,8",0,0,0,0,0,15,"ANBIMA"
"17/06/2014","11398,32366","129607224,4",0,0,0,0,0,15,"ANBIMA"
"18/06/2014","11397,17868","129594205,1",0,0,0,0,0,15,"ANBIMA"
"20/06/2014","11396,81751","129590098,3",0,0,0,0,0,15,"ANBIMA"
"23/06/2014","11396,44401","129585851,3",0,0,0,0,0,15,"ANBIMA"
"24/06/2014","11396,07714","129581679,8",0,0,0,0,0,15,"ANBIMA"
"25/06/2014","11395,71032","129577508,8",0,0,0,0,0,15,"ANBIMA"
"26/06/2014","11395,34366","129573339,6",0,0,0,0,0,15,"ANBIMA"
"27/06/2014","11393,88803","129556788,1",0,0,0,0,0,15,"ANBIMA"
"30/06/2014","11393,25226","129549558,9",0,0,0,0,0,15,"ANBIMA"
"01/07/2014","11392,75406",129543894,0,0,0,0,0,15,"ANBIMA"
"02/07/2014","11392,4798","129540775,5",0,0,0,0,0,15,"ANBIMA"
"03/07/2014","11392,01198",129535456,0,0,0,0,0,15,"ANBIMA"
"04/07/2014","11387,918923","129488914,94",0,0,0,0,0,15,"ANBIMA"
"07/07/2014","11387,4197","129483238,4",0,0,0,0,0,15,"ANBIMA"
"08/07/2014","11385,42918","129460604,7",0,0,0,0,0,15,"ANBIMA"
"09/07/2014","11384,93094","129454939,4",0,0,0,0,0,15,"ANBIMA"
"10/07/2014","11384,432729","129449274,38",0,0,0,0,0,15,"ANBIMA"
"11/07/2014","11382,95242","129432442,2",0,0,0,0,0,15,"ANBIMA"
"14/07/2014","11382,42471","129426441,74",0,0,0,0,0,15,"ANBIMA"
"15/07/2014","11389,953268","129512046,92",0,0,0,0,0,15,"ANBIMA"
"16/07/2014","11387,39953",129483009,0,0,0,0,0,15,"ANBIMA"
"17/07/2014","11386,92383",129477600,0,0,0,0,0,15,"ANBIMA"
"18/07/2014","11387,91958","129488922,4",0,0,0,0,0,15,"ANBIMA"
"21/07/2014","11382,60318",129428471,0,0,0,0,0,15,"ANBIMA"
"22/07/2014","11382,18196","129423681,5",0,0,0,0,0,15,"ANBIMA"
"23/07/2014","11381,63633","129417477,3",0,0,0,0,0,15,"ANBIMA"
"24/07/2014","11381,21671","129412705,9",0,0,0,0,0,15,"ANBIMA"
"25/07/2014","11380,81622","129408152,1",0,0,0,0,0,15,"ANBIMA"
"28/07/2014","11380,38179","129403212,2",0,0,0,0,0,15,"ANBIMA"
"29/07/2014","11379,96099","129398427,5",0,0,0,0,0,15,"ANBIMA"
"30/07/2014","11379,55735","129393837,8",0,0,0,0,0,15,"ANBIMA"
"31/07/2014","11378,799385","129385219,16",0,0,0,0,0,15,"ANBIMA"
"01/08/2014","11378,1245","129377545,3",0,0,0,0,0,15,"ANBIMA"
"04/08/2014","11377,75167","129373305,9",0,0,0,0,0,15,"ANBIMA"
"05/08/2014","11377,32165","129368416,3",0,0,0,0,0,15,"ANBIMA"
"06/08/2014","11376,594887","129360152,42",0,0,0,0,0,15,"ANBIMA"
"07/08/2014","11376,47036","129358736,4",0,0,0,0,0,15,"ANBIMA"
"08/08/2014","11374,383736","129335010,03",0,0,0,0,0,15,"ANBIMA"
"11/08/2014","11373,94798","129330055,2",0,0,0,0,0,15,"ANBIMA"
"12/08/2014","11373,4734","129324658,9",0,0,0,0,0,15,"ANBIMA"
"13/08/2014","11373,00759","129319362,3",0,0,0,0,0,15,"ANBIMA"
"14/08/2014","11372,21049","129310298,6",0,0,0,0,0,15,"ANBIMA"
"15/08/2014","11377,89678","129374955,9",0,0,0,0,0,15,"ANBIMA"
"18/08/2014","11377,43234","129369674,9",0,0,0,0,0,15,"ANBIMA"
"19/08/2014","11376,96787","129364393,6",0,0,0,0,0,15,"ANBIMA"
"20/08/2014","11376,2338","129356046,6",0,0,0,0,0,15,"ANBIMA"
"21/08/2014","11371,38768","129300942,7",0,0,0,0,0,15,"ANBIMA"
"22/08/2014","11369,38527","129278173,9",0,0,0,0,0,15,"ANBIMA"
"25/08/2014","11368,91931","129272875,5",0,0,0,0,0,15,"ANBIMA"
"26/08/2014","11365,16715","129230210,7",0,0,0,0,0,15,"ANBIMA"
"27/08/2014","11364,70134","129224914,2",0,0,0,0,0,15,"ANBIMA"
"28/08/2014","11364,23832","133719649,2","4499999,91","4499999,91",0,0,0,15,"ANBIMA"
"29/08/2014","11323,77553","133243535,43",0,0,0,0,0,15,"ANBIMA"
"01/09/2014","11323,33331",133238332,0,0,0,0,0,15,"ANBIMA"
"02/09/2014","11321,710723","133219239,46",0,0,0,0,0,15,"ANBIMA"
"03/09/2014","11321,34183","133214898,7",0,0,0,0,0,15,"ANBIMA"
"04/09/2014","11320,99248","133210788,1",0,0,0,0,0,15,"ANBIMA"
"05/09/2014","11320,66143","133206892,73",0,0,0,0,0,15,"ANBIMA"
"08/09/2014","11316,488663","133157793,02",0,0,0,0,0,15,"ANBIMA"
"09/09/2014","11316,15642","133153883,61",0,0,0,0,0,15,"ANBIMA"
"10/09/2014","11320,526609","133205306,34",0,0,0,0,0,15,"ANBIMA"
"11/09/2014","11316,717745","133160488,55",0,0,0,0,0,15,"ANBIMA"
"12/09/2014","11316,42881","133157088,8",0,0,0,0,0,15,"ANBIMA"
