"Data","Cota","Patrimônio","CaptLíq","Captação","ResgTotal","Resgate","ResgIR","QCotistas","Fonte"
"13/07/2017",100,455700000,455700000,455700000,0,0,0,2,"ANBIMA"
"14/07/2017","99,999310171","455696856,45",0,0,0,0,0,2,"ANBIMA"
"17/07/2017","99,998620346","455693712,92",0,0,0,0,0,2,"ANBIMA"
"18/07/2017","99,997930536","455887569,42",197000,197000,0,0,0,2,"ANBIMA"
"19/07/2017","99,997241236","455884426,92",0,0,0,0,0,2,"ANBIMA"
"20/07/2017","99,996576033","455881394,28",0,0,0,0,0,1,"ANBIMA"
"21/07/2017","99,995898893","455878307,22",0,0,0,0,0,1,"ANBIMA"
"24/07/2017","99,995215421","455875191,29",0,0,0,0,0,1,"ANBIMA"
"25/07/2017","99,99453713","455872098,98",0,0,0,0,0,1,"ANBIMA"
"26/07/2017","99,993860448","455869014,01",0,0,0,0,0,1,"ANBIMA"
"27/07/2017","99,993184372","455865931,8",0,0,0,0,0,1,"ANBIMA"
"28/07/2017","99,992508645","455862851,18",0,0,0,0,0,1,"ANBIMA"
"31/07/2017","99,987869255","455841700,34",0,0,0,0,0,1,"ANBIMA"
"01/08/2017","99,987155662","455838447,09",0,0,0,0,0,1,"ANBIMA"
"02/08/2017","99,986124802","455833747,43",0,0,0,0,0,1,"ANBIMA"
"03/08/2017","99,985410044","455830488,87",0,0,0,0,0,1,"ANBIMA"
"04/08/2017","99,984695297","455827230,36",0,0,0,0,0,1,"ANBIMA"
"07/08/2017","99,98372819","455822821,35",0,0,0,0,0,1,"ANBIMA"
"08/08/2017","99,983010721","455819550,43",0,0,0,0,0,1,"ANBIMA"
"09/08/2017","99,982291794","455816272,86",0,0,0,0,0,1,"ANBIMA"
"10/08/2017","99,98157516","455813005,75",0,0,0,0,0,1,"ANBIMA"
"11/08/2017","99,980858621","455809739,07",0,0,0,0,0,1,"ANBIMA"
"14/08/2017","99,980143903","455806480,69",0,0,0,0,0,1,"ANBIMA"
"15/08/2017","99,98455774","455826603,24",0,0,0,0,0,1,"ANBIMA"
"16/08/2017","99,983841466","455823337,77",0,0,0,0,0,2,"ANBIMA"
"17/08/2017","99,983126028","455820076,11",0,0,0,0,0,2,"ANBIMA"
"18/08/2017","99,982410568","455816814,35",0,0,0,0,0,2,"ANBIMA"
"21/08/2017","99,981695106","455813552,58",0,0,0,0,0,2,"ANBIMA"
"22/08/2017","99,980979697","455810291,05",0,0,0,0,0,2,"ANBIMA"
"23/08/2017","99,980264312","455807029,63",0,0,0,0,0,2,"ANBIMA"
"24/08/2017","99,979548939","455803768,27",0,0,0,0,0,2,"ANBIMA"
"25/08/2017","99,97883342","455800506,24",0,0,0,0,0,2,"ANBIMA"
"28/08/2017","99,978118121","455797245,21",0,0,0,0,0,2,"ANBIMA"
"29/08/2017","99,977402738","455793983,8",0,0,0,0,0,2,"ANBIMA"
"30/08/2017","99,977971291","455796575,82",0,0,0,0,0,2,"ANBIMA"
"31/08/2017","99,977256211","455793315,79",0,0,0,0,0,2,"ANBIMA"
"01/09/2017","99,976539042","455790046,24",0,0,0,0,0,2,"ANBIMA"
"04/09/2017","99,975821834","455786776,51",0,0,0,0,0,2,"ANBIMA"
"05/09/2017","99,975104745","455783507,32",0,0,0,0,0,2,"ANBIMA"
"06/09/2017","99,974387508","455780237,46",0,0,0,0,0,2,"ANBIMA"
"08/09/2017","99,973262357","455775107,93",0,0,0,0,0,2,"ANBIMA"
