"Data","Cota","Patrimônio","Capt Líq","Captação","Resg Total","Resgate","Resg IR","Q Cotistas","Fonte"
"28/06/2013","1422,95","620857131,68",0,0,0,0,0,51,"ANBIMA"
"31/07/2013","1422,95","620857131,68",0,0,0,0,0,51,"ANBIMA"
"30/08/2013","1425,06","621776067,78",0,0,0,0,0,4,"ANBIMA"
"30/09/2013","1431,01","624374288,81",0,0,0,0,0,4,"ANBIMA"
"31/10/2013","1643,99","717301994,36",0,0,0,0,0,51,"ANBIMA"
"29/11/2013","1643,99","717301994,36",0,0,0,0,0,51,"ANBIMA"
"31/12/2013","1619,69","730663814,86",0,0,0,0,0,51,"ANBIMA"
"31/01/2014","1802,74","813241373,98",0,0,0,0,0,51,"ANBIMA"
"28/02/2014","1802,74","813240441,3",0,0,0,0,0,61,"ANBIMA"
"31/03/2014","1803,15","813424977,44",0,0,0,0,0,62,"ANBIMA"
"30/04/2014","1808,57","815868475,6",0,0,0,0,0,62,"ANBIMA"
"30/05/2014","1812,76","817759965,74",0,0,0,0,0,62,"ANBIMA"
"30/06/2014","1822,44","822127876,55",0,0,0,0,0,62,"ANBIMA"
"31/07/2014","1836,36","828406818,94",0,0,0,0,0,55,"ANBIMA"
"29/08/2014","1847,91","833616151,95",0,0,0,0,0,55,"ANBIMA"
"30/09/2014","1857,65","838011849,55",0,0,0,0,0,55,"ANBIMA"
"31/10/2014","1864,7","841189853,47",0,0,0,0,0,54,"ANBIMA"
"28/11/2014","1871,21","844127122,09",0,0,0,0,0,54,"ANBIMA"
"31/12/2014","1877,14","846803979,6",0,0,0,0,0,60,"ANBIMA"
"30/01/2015","2167,49","977782985,9",0,0,0,0,0,60,"ANBIMA"
"27/02/2015","2163,87","976148068,62",0,0,0,0,0,54,"ANBIMA"
"31/03/2015","2171,49","979588540,79",0,0,0,0,0,54,"ANBIMA"
"30/04/2015","2177,06","982101775,04",0,0,0,0,0,54,"ANBIMA"
"29/05/2015","2181,7","984191976,43",0,0,0,0,0,54,"ANBIMA"
