"Data","Q Negs","Q Títs","Volume$","Fechamento","Abertura","Mínimo","Máximo","Médio"
"27/11/2007",2,25,"7125,2","148,19420967","148,18901006","148,18901006","148,19420967","148,19420967"
"06/12/2007",3,39,11661,"155,4684702","155,4684702","155,4684702","155,4684702","155,4684702"
"07/12/2007",4,26,7800,"155,98843164","155,98843164","155,98843164","155,98843164","155,98843164"
"17/12/2007",5,70,21000,"156,85847856","156,85847856","156,85847856","156,85847856","156,85847856"
"18/12/2007",1,4,1200,"156,85847856","156,85847856","156,85847856","156,85847856","156,85847856"
"19/12/2007",2,31,9269,"156,33561697","156,33561697","156,33561697","156,33561697","156,33561697"
"21/12/2007",6,1885,563619,"156,85847856","156,33561697","156,33561697","156,85847856","156,33561697"
"26/12/2007",1,10,3000,"156,85847856","156,85847856","156,85847856","156,85847856","156,85847856"
"28/12/2007",1,3,900,"156,85847856","156,85847856","156,85847856","156,85847856","156,85847856"
"02/01/2008",1,1,300,"156,85847856","156,85847856","156,85847856","156,85847856","156,85847856"
"08/01/2008",1,11,3300,"156,85847856","156,85847856","156,85847856","156,85847856","156,85847856"
"17/01/2008",1,8,2400,"157,74487859","157,74487859","157,74487859","157,74487859","157,74487859"
"18/01/2008",1,1,"298,5","156,95615419","156,95615419","156,95615419","156,95615419","156,95615419"
"21/01/2008",1,40,12000,"157,74487859","157,74487859","157,74487859","157,74487859","157,74487859"
"22/01/2008",1,1,298,"156,69324606","156,69324606","156,69324606","156,69324606","156,69324606"
"24/01/2008",1,3,900,"157,74487859","157,74487859","157,74487859","157,74487859","157,74487859"
"29/01/2008",1,1,295,"155,11579728","155,11579728","155,11579728","155,11579728","155,11579728"
"31/01/2008",1,1,"299,99","157,73962042","157,73962042","157,73962042","157,73962042","157,73962042"
"01/02/2008",1,2,"599,98","157,73962042","157,73962042","157,73962042","157,73962042","157,73962042"
"08/02/2008",1,2,"599,98","157,73962042","157,73962042","157,73962042","157,73962042","157,73962042"
"13/02/2008",1,2,596,"158,209279","158,209279","158,209279","158,209279","158,209279"
"14/02/2008",1,2,596,"158,209279","158,209279","158,209279","158,209279","158,209279"
"18/02/2008",2,605,180284,"158,20396997","158,209279","158,20396997","158,209279","158,20396997"
"19/02/2008",4,90,26820,"158,209279","158,209279","158,209279","158,209279","158,209279"
"20/02/2008",3,98,29204,"158,209279","158,209279","158,209279","158,209279","158,209279"
"21/02/2008",1,1,298,"158,209279","158,209279","158,209279","158,209279","158,209279"
"22/02/2008",1,2,596,"158,209279","158,209279","158,209279","158,209279","158,209279"
"26/02/2008",2,24,7152,"158,209279","158,209279","158,209279","158,209279","158,209279"
"27/02/2008",1,131,39038,"158,209279","158,209279","158,209279","158,209279","158,209279"
"28/02/2008",8,538,160324,"158,209279","158,209279","158,209279","158,209279","158,209279"
"29/02/2008",2,13,"3873,87","158,20396997","158,20396997","158,20396997","158,20396997","158,20396997"
"03/03/2008",2,5,1479,"156,61656814","157,67837538","156,61656814","157,67837538","157,04129104"
"04/03/2008",4,66,19460,"153,96205004","156,61656814","153,96205004","156,61656814","156,5369326"
"05/03/2008",5,67,19898,"157,67837538","157,57219466","157,57219466","157,67837538","157,67306634"
"06/03/2008",4,95,28214,"157,67837538","157,6518302","157,6518302","157,67837538","157,67306634"
