"Data","Q Negs","Q Títs","Volume$","Fechamento","Abertura","Mínimo","Máximo","Médio"
"23/11/2005",2,250,35500,"41,706525024","41,706525024","41,706525024","41,706525024","41,706525024"
"03/05/2006",2,160,25600,"49,923943763","49,923943763","49,923943763","49,923943763","49,923943763"
"05/05/2006",1,10,1600,"49,923943763","49,923943763","49,923943763","49,923943763","49,923943763"
"08/05/2006",1,30,4800,"49,923943763","49,923943763","49,923943763","49,923943763","49,923943763"
"15/05/2006",2,295,43070,"46,034559504","46,034559504","46,034559504","46,034559504","46,034559504"
"17/05/2006",1,105,16800,"50,448832333","50,448832333","50,448832333","50,448832333","50,448832333"
"18/05/2006",1,12,1920,"50,448832333","50,448832333","50,448832333","50,448832333","50,448832333"
"19/05/2006",1,100,16000,"50,448832333","50,448832333","50,448832333","50,448832333","50,448832333"
"16/06/2006",2,83,13280,"50,98239496","50,98239496","50,98239496","50,98239496","50,98239496"
"19/06/2006",1,137,23290,"54,168794645","54,168794645","54,168794645","54,168794645","54,168794645"
"23/06/2006",2,170,28900,"54,168794645","54,168794645","54,168794645","54,168794645","54,168794645"
"07/07/2006",1,1,170,"54,168794645","54,168794645","54,168794645","54,168794645","54,168794645"
"12/07/2006",1,142,23430,"53,097638289","53,097638289","53,097638289","53,097638289","53,097638289"
"21/07/2006",2,158,26070,"53,097638289","53,097638289","53,097638289","53,097638289","53,097638289"
"25/07/2006",1,100,16500,"53,097638289","53,097638289","53,097638289","53,097638289","53,097638289"
"27/07/2006",1,1,165,"53,097638289","53,097638289","53,097638289","53,097638289","53,097638289"
"31/07/2006",2,81,13365,"53,097638289","53,097638289","53,097638289","53,097638289","53,097638289"
"03/08/2006",1,1,170,"54,706657631","54,706657631","54,706657631","54,706657631","54,706657631"
"07/08/2006",1,1,170,"54,706657631","54,706657631","54,706657631","54,706657631","54,706657631"
"09/08/2006",1,1,170,"54,706657631","54,706657631","54,706657631","54,706657631","54,706657631"
"14/08/2006",1,5,850,"55,251600921","55,251600921","55,251600921","55,251600921","55,251600921"
"25/08/2006",3,300,50007,"54,17581975","54,17581975","54,17581975","54,17581975","54,17581975"
"12/09/2006",1,200,32000,"52,001506749","52,001506749","52,001506749","52,001506749","52,001506749"
"15/09/2006",2,194,31622,"53,536358004","53,536358004","53,536358004","53,536358004","53,536358004"
"28/09/2006",1,100,16000,"52,551026262","52,551026262","52,551026262","52,551026262","52,551026262"
"05/10/2006",1,16,2560,"52,551026262","52,551026262","52,551026262","52,551026262","52,551026262"
"06/10/2006",1,84,"13430,76","52,514897431","52,514897431","52,514897431","52,514897431","52,514897431"
"10/10/2006",1,2,320,"52,551026262","52,551026262","52,551026262","52,551026262","52,551026262"
"11/10/2006",1,1,160,"52,551026262","52,551026262","52,551026262","52,551026262","52,551026262"
"17/10/2006",1,1,160,"53,106594259","53,106594259","53,106594259","53,106594259","53,106594259"
"18/10/2006",1,2,320,"53,106594259","53,106594259","53,106594259","53,106594259","53,106594259"
"26/10/2006",1,1,160,"53,106594259","53,106594259","53,106594259","53,106594259","53,106594259"
"27/10/2006",1,1,160,"53,106594259","53,106594259","53,106594259","53,106594259","53,106594259"
"30/10/2006",1,14,2240,"53,106594259","53,106594259","53,106594259","53,106594259","53,106594259"
"31/10/2006",2,50,8000,"53,106594259","53,106594259","53,106594259","53,106594259","53,106594259"
"07/11/2006",1,162,"25921,62","53,109913421","53,109913421","53,109913421","53,109913421","53,109913421"
"06/12/2006",1,32,"5120,96","53,697831357","53,697831357","53,697831357","53,697831357","53,697831357"
"21/02/2007",1,300,51003,"58,958355134","58,958355134","58,958355134","58,958355134","58,958355134"
"23/03/2007",1,200,35202,"61,668514856","61,668514856","61,668514856","61,668514856","61,668514856"
"24/04/2007",2,38,6764,"62,985072724","62,985072724","62,985072724","62,985072724","62,985072724"
"25/04/2007",3,82,14596,"62,985072724","62,985072724","62,985072724","62,985072724","62,985072724"
"26/04/2007",1,10,1700,"60,154282939","60,154282939","60,154282939","60,154282939","60,154282939"
"19/06/2007",1,1,215,"77,657117174","77,657117174","77,657117174","77,657117174","77,657117174"
"20/06/2007",1,1,215,"77,657117174","77,657117174","77,657117174","77,657117174","77,657117174"
"28/06/2007",2,50,10055,"72,636494249","72,636494249","72,636494249","72,636494249","72,636494249"
"02/07/2007",2,50,9800,"70,794395191","70,794395191","70,794395191","70,794395191","70,794395191"
"03/07/2007",1,1,250,"90,298973458","90,298973458","90,298973458","90,298973458","90,298973458"
"19/07/2007",1,1,239,"86,928721466","86,928721466","86,928721466","86,928721466","86,928721466"
"13/08/2007",2,51,12138,"86,565002966","86,565002966","86,565002966","86,565002966","86,565002966"
"21/08/2007",2,2,460,"84,268324733","84,268324733","84,268324733","84,268324733","84,268324733"
"23/08/2007",1,80,14408,"65,985762106","65,985762106","65,985762106","65,985762106","65,985762106"
"11/09/2007",1,108,"19990,8","67,817682209","67,817682209","67,817682209","67,817682209","67,817682209"
"20/09/2007",2,130,"23836,8","67,814105844","67,814105844","67,814105844","67,814105844","67,814105844"
"21/09/2007",3,50,9170,"67,828899497","67,828899497","67,828899497","67,828899497","67,828899497"
"25/09/2007",1,105,19950,"70,26985226","70,26985226","70,26985226","70,26985226","70,26985226"
"03/10/2007",1,1,198,"73,228582881","73,228582881","73,228582881","73,228582881","73,228582881"
"04/10/2007",1,99,"19602,99","73,232281294","73,232281294","73,232281294","73,232281294","73,232281294"
"11/10/2007",1,92,"18814,92","75,636249924","75,636249924","75,636249924","75,636249924","75,636249924"
"09/11/2007",2,41,8118,"73,854018185","73,854018185","73,854018185","73,854018185","73,854018185"
"12/11/2007",3,61,12078,"74,544115986","74,544115986","74,544115986","74,544115986","74,544115986"
"03/12/2007",2,101,"19999,01","74,547880841","74,547880841","74,547880841","74,547880841","74,547880841"
"19/12/2007",1,100,21000,"79,800176455","79,800176455","79,800176455","79,800176455","79,800176455"
"23/01/2008",1,1,203,"77,819026705","77,819026705","77,819026705","77,819026705","77,819026705"
"28/01/2008",1,3,654,"83,569201092","83,569201092","83,569201092","83,569201092","83,569201092"
"20/02/2008",2,93,"20450,7","85,011371262","85,011371262","85,011371262","85,011371262","85,011371262"
"22/02/2008",1,5,1090,"84,276848272","84,276848272","84,276848272","84,276848272","84,276848272"
"27/02/2008",2,86,18490,"83,117075131","83,117075131","83,117075131","83,117075131","83,117075131"
"03/03/2008",4,144,31680,"85,050030367","85,050030367","85,050030367","85,050030367","85,050030367"
"11/03/2008",2,150,32250,"83,117075131","83,117075131","83,117075131","83,117075131","83,117075131"
"20/03/2008",1,50,11500,"89,67873565","89,67873565","89,67873565","89,67873565","89,67873565"
"28/03/2008",2,15,3450,"89,67873565","89,67873565","89,67873565","89,67873565","89,67873565"
"31/03/2008",1,35,"8050,7","89,686533801","89,686533801","89,686533801","89,686533801","89,686533801"
"07/04/2008",2,85,19635,"90,068643196","90,068643196","90,068643196","90,068643196","90,068643196"
"14/04/2008",1,2,460,"90,395320092","90,395320092","90,395320092","90,395320092","90,395320092"
"25/04/2008",1,1,231,"90,788343223","90,788343223","90,788343223","90,788343223","90,788343223"
"30/04/2008",2,47,10810,"90,395320092","90,395320092","90,395320092","90,395320092","90,395320092"
"02/05/2008",1,86,19780,"90,395320092","90,395320092","90,395320092","90,395320092","90,395320092"
"15/05/2008",1,3,"639,3","84,422031526","84,422031526","84,422031526","84,422031526","84,422031526"
"19/05/2008",1,46,10580,"91,117162136","91,117162136","91,117162136","91,117162136","91,117162136"
"06/06/2008",1,2,460,"91,117162136","91,117162136","91,117162136","91,117162136","91,117162136"
"17/06/2008",1,20,4600,"91,847094959","91,847094959","91,847094959","91,847094959","91,847094959"
"04/07/2008",1,86,"19771,4","91,80716144","91,80716144","91,80716144","91,80716144","91,80716144"
"11/07/2008",1,40,9200,"91,847094959","91,847094959","91,847094959","91,847094959","91,847094959"
"29/07/2008",1,100,22000,"88,554098116","88,554098116","88,554098116","88,554098116","88,554098116"
"30/07/2008",1,79,17380,"88,554098116","88,554098116","88,554098116","88,554098116","88,554098116"
"31/07/2008",3,103,22660,"88,554098116","88,554098116","88,554098116","88,554098116","88,554098116"
"01/08/2008",1,1000,216000,"86,944023605","86,944023605","86,944023605","86,944023605","86,944023605"
"11/08/2008",1,230,50600,"88,554098116","88,554098116","88,554098116","88,554098116","88,554098116"
"12/08/2008",1,29,6351,"88,151579488","88,151579488","88,151579488","88,151579488","88,151579488"
"15/08/2008",1,57,12540,"89,299409746","89,299409746","89,299409746","89,299409746","89,299409746"
"21/08/2008",1,204,44880,"89,299409746","89,299409746","89,299409746","89,299409746","89,299409746"
"02/09/2008",1,105,23100,"89,299409746","89,299409746","89,299409746","89,299409746","89,299409746"
"03/09/2008",1,13,2860,"89,299409746","89,299409746","89,299409746","89,299409746","89,299409746"
"10/09/2008",1,1,220,"89,299409746","89,299409746","89,299409746","89,299409746","89,299409746"
"30/09/2008",2,15,3270,"89,228747128","89,228747128","89,228747128","89,228747128","89,228747128"
"01/10/2008",2,49,10780,"90,047359487","90,047359487","90,047359487","90,047359487","90,047359487"
"20/10/2008",1,48,10488,"90,183745376","90,183745376","90,183745376","90,183745376","90,183745376"
"23/10/2008",1,20,4400,"90,802855756","90,802855756","90,802855756","90,802855756","90,802855756"
"27/10/2008",2,100,21799,"89,973247847","89,973247847","89,973247847","89,973247847","89,973247847"
"28/10/2008",2,87,19053,"90,390115503","90,390115503","90,390115503","90,390115503","90,390115503"
"05/11/2008",1,100,18010,"74,334519644","74,334519644","74,334519644","74,334519644","74,334519644"
"02/12/2008",3,100,18000,"75,153542955","75,153542955","75,153542955","75,153542955","75,153542955"
"03/12/2008",1,40,8000,"83,503936617","83,503936617","83,503936617","83,503936617","83,503936617"
"05/12/2008",2,113,"22625,99","83,599966144","83,599966144","83,599966144","83,599966144","83,599966144"
"08/12/2008",3,402,80400,"83,503936617","83,503936617","83,503936617","83,503936617","83,503936617"
"10/12/2008",5,325,65000,"83,503936617","83,503936617","83,503936617","83,503936617","83,503936617"
"12/12/2008",2,450,90000,"83,503936617","83,503936617","83,503936617","83,503936617","83,503936617"
"17/12/2008",1,50,10000,"84,371712334","84,371712334","84,371712334","84,371712334","84,371712334"
"18/12/2008",2,66,13200,"84,371712334","84,371712334","84,371712334","84,371712334","84,371712334"
"19/12/2008",2,62,12400,"84,371712334","84,371712334","84,371712334","84,371712334","84,371712334"
"22/12/2008",1,4,800,"84,371712334","84,371712334","84,371712334","84,371712334","84,371712334"
"07/01/2009",1,2,410,"86,481005142","86,481005142","86,481005142","86,481005142","86,481005142"
"08/01/2009",2,32,6560,"86,481005142","86,481005142","86,481005142","86,481005142","86,481005142"
"09/01/2009",1,16,3280,"86,481005142","86,481005142","86,481005142","86,481005142","86,481005142"
"19/01/2009",1,14,2870,"87,358015699","87,358015699","87,358015699","87,358015699","87,358015699"
"22/01/2009",1,20,4140,"88,210289023","88,210289023","88,210289023","88,210289023","88,210289023"
"23/01/2009",1,3,621,"88,210289023","88,210289023","88,210289023","88,210289023","88,210289023"
"27/01/2009",1,12,2484,"88,210289023","88,210289023","88,210289023","88,210289023","88,210289023"
"28/01/2009",1,15,3105,"88,210289023","88,210289023","88,210289023","88,210289023","88,210289023"
"02/02/2009",2,88,18304,"88,636425685","88,636425685","88,636425685","88,636425685","88,636425685"
"04/02/2009",1,40,8320,"88,636425685","88,636425685","88,636425685","88,636425685","88,636425685"
"05/03/2009",1,3,660,"94,705475409","94,705475409","94,705475409","94,705475409","94,705475409"
"10/03/2009",1,50,"11750,5","101,1669717","101,1669717","101,1669717","101,1669717","101,1669717"
"30/03/2009",1,1,250,"108,61281926","108,61281926","108,61281926","108,61281926","108,61281926"
"02/04/2009",1,12,3000,"108,61281926","108,61281926","108,61281926","108,61281926","108,61281926"
"03/04/2009",1,8,1920,"104,26830649","104,26830649","104,26830649","104,26830649","104,26830649"
"08/04/2009",1,12,"2796,36","101,24018109","101,24018109","101,24018109","101,24018109","101,24018109"
"11/05/2009",1,10,"2350,1","103,0279557","103,0279557","103,0279557","103,0279557","103,0279557"
"21/05/2009",1,50,"11830,5","104,65938771","104,65938771","104,65938771","104,65938771","104,65938771"
"02/07/2009",3,100,23702,"105,77950258","105,77950258","105,77950258","105,77950258","105,77950258"
"13/07/2009",1,35,9275,"118,26667869","118,26667869","118,26667869","118,26667869","118,26667869"
"03/08/2009",2,200,48202,"108,42117579","108,42117579","108,42117579","108,42117579","108,42117579"
"14/08/2009",2,180,48060,"121,03098123","121,03098123","121,03098123","121,03098123","121,03098123"
"24/08/2009",1,8,2160,"122,39087989","122,39087989","122,39087989","122,39087989","122,39087989"
"03/09/2009",1,6,1620,"122,39087989","122,39087989","122,39087989","122,39087989","122,39087989"
"04/09/2009",5,43,11610,"122,39087989","122,39087989","122,39087989","122,39087989","122,39087989"
"09/09/2009",2,110,30800,"126,92387544","126,92387544","126,92387544","126,92387544","126,92387544"
"10/09/2009",1,90,25200,"126,92387544","126,92387544","126,92387544","126,92387544","126,92387544"
"06/10/2009",2,30,8370,"127,42600699","127,42600699","127,42600699","127,42600699","127,42600699"
"08/10/2009",3,70,19460,"126,96928295","126,96928295","126,96928295","126,96928295","126,96928295"
"13/10/2009",1,5,1390,"126,96928295","126,96928295","126,96928295","126,96928295","126,96928295"
"16/10/2009",2,25,6925,"127,48245737","127,48245737","127,48245737","127,48245737","127,48245737"
"20/10/2009",1,15,3600,"110,45411469","110,45411469","110,45411469","110,45411469","110,45411469"
"23/10/2009",3,181,"50316,19","127,93808059","127,93808059","127,93808059","127,93808059","127,93808059"
"27/10/2009",1,42,11550,"126,56200641","126,56200641","126,56200641","126,56200641","126,56200641"
"10/11/2009",1,18,5040,"128,86313381","128,86313381","128,86313381","128,86313381","128,86313381"
"11/11/2009",1,30,8400,"128,86313381","128,86313381","128,86313381","128,86313381","128,86313381"
"16/11/2009",1,8,2240,"129,83505118","129,83505118","129,83505118","129,83505118","129,83505118"
"17/11/2009",1,47,13395,"132,15353423","132,15353423","132,15353423","132,15353423","132,15353423"
"23/11/2009",1,28,"7980,56","132,16280817","132,16280817","132,16280817","132,16280817","132,16280817"
"24/11/2009",1,150,42750,"132,15353423","132,15353423","132,15353423","132,15353423","132,15353423"
"30/12/2009",1,8,2272,"132,64489014","132,64489014","132,64489014","132,64489014","132,64489014"
"22/01/2010",1,20,5740,"135,04580696","135,04580696","135,04580696","135,04580696","135,04580696"
"27/01/2010",1,10,2870,"135,04580696","135,04580696","135,04580696","135,04580696","135,04580696"
"04/02/2010",1,5,1475,"138,81015001","138,81015001","138,81015001","138,81015001","138,81015001"
"19/02/2010",1,100,29500,"139,80437713","139,80437713","139,80437713","139,80437713","139,80437713"
"22/02/2010",1,100,29000,"137,43481142","137,43481142","137,43481142","137,43481142","137,43481142"
"24/02/2010",1,10,2969,"140,7048121","140,7048121","140,7048121","140,7048121","140,7048121"
"10/03/2010",1,10,2990,"141,7000297","141,7000297","141,7000297","141,7000297","141,7000297"
"11/03/2010",1,2,600,"142,17394285","142,17394285","142,17394285","142,17394285","142,17394285"
"22/03/2010",1,1,300,"143,14819515","143,14819515","143,14819515","143,14819515","143,14819515"
"23/03/2010",1,1,300,"143,14819515","143,14819515","143,14819515","143,14819515","143,14819515"
"24/03/2010",4,22,"6599,56","143,13865193","143,13865193","143,13865193","143,13865193","143,13865193"
"29/03/2010",2,22,6600,"143,14819515","143,14819515","143,14819515","143,14819515","143,14819515"
"30/03/2010",2,9,"2636,91","139,80329899","139,80329899","139,80329899","139,80329899","139,80329899"
"08/04/2010",1,10,2850,"135,99078539","135,99078539","135,99078539","135,99078539","135,99078539"
"09/04/2010",3,45,"12759,75","135,29890245","135,29890245","135,29890245","135,29890245","135,29890245"
"12/04/2010",1,70,"19848,5","135,29890245","135,29890245","135,29890245","135,29890245","135,29890245"
"14/04/2010",1,20,5500,"132,16835792","132,16835792","132,16835792","132,16835792","132,16835792"
"20/04/2010",3,50,13725,"131,92805181","131,92805181","131,92805181","131,92805181","131,92805181"
"22/04/2010",1,70,19250,"132,16835792","132,16835792","132,16835792","132,16835792","132,16835792"
"30/04/2010",2,35,9625,"132,16835792","132,16835792","132,16835792","132,16835792","132,16835792"
"06/05/2010",1,50,13750,"132,16835792","132,16835792","132,16835792","132,16835792","132,16835792"
"10/05/2010",2,73,24090,"158,6020295","158,6020295","158,6020295","158,6020295","158,6020295"
"11/05/2010",2,27,"8855,73","157,63599895","157,63599895","157,63599895","157,63599895","157,63599895"
"19/05/2010",1,1,329,"159,14700056","159,14700056","159,14700056","159,14700056","159,14700056"
"25/05/2010",3,100,32900,"159,14700056","159,14700056","159,14700056","159,14700056","159,14700056"
"28/06/2010",1,5,1450,"141,16027119","141,16027119","141,16027119","141,16027119","141,16027119"
"15/07/2010",1,10,"2879,3","141,15781994","141,15781994","141,15781994","141,15781994","141,15781994"
"20/07/2010",1,30,8700,"142,17263842","142,17263842","142,17263842","142,17263842","142,17263842"
"22/07/2010",3,27,"7829,46","142,16283342","142,16283342","142,16283342","142,16283342","142,16283342"
"23/07/2010",1,3,"869,88","142,15302841","142,15302841","142,15302841","142,15302841","142,15302841"
"02/08/2010",2,12,3468,"141,68238795","141,68238795","141,68238795","141,68238795","141,68238795"
"03/08/2010",2,34,"9858,3","142,1481259","142,1481259","142,1481259","142,1481259","142,1481259"
"10/08/2010",3,19,"5494,55","141,43726271","142,1481259","141,43726271","142,1481259","141,77553554"
"12/08/2010",1,1,"289,95","142,1481259","142,1481259","142,1481259","142,1481259","142,1481259"
"17/08/2010",2,67,19631,"144,67050303","144,67050303","144,67050303","144,67050303","144,67050303"
"18/08/2010",1,1,293,"144,67050303","144,67050303","144,67050303","144,67050303","144,67050303"
"19/08/2010",1,43,12599,"144,67050303","144,67050303","144,67050303","144,67050303","144,67050303"
"24/08/2010",2,13,3770,"143,18923508","143,18923508","143,18923508","143,18923508","143,18923508"
"25/08/2010",2,4,1160,"143,18923508","143,18923508","143,18923508","143,18923508","143,18923508"
"26/08/2010",2,20,"5799,2","143,18923508","143,13985948","143,13985948","143,18923508","143,16948484"
"30/08/2010",1,13,3770,"143,18923508","143,18923508","143,18923508","143,18923508","143,18923508"
"31/08/2010",1,4,1160,"143,18923508","143,18923508","143,18923508","143,18923508","143,18923508"
"02/09/2010",1,14,4102,"144,67050303","144,67050303","144,67050303","144,67050303","144,67050303"
"13/09/2010",5,1000,280000,"138,25167525","138,25167525","138,25167525","138,25167525","138,25167525"
"22/09/2010",1,10,2900,"144,27146688","144,27146688","144,27146688","144,27146688","144,27146688"
"23/09/2010",3,37,"10729,88","144,27146688","144,27146688","144,266492","144,27146688","144,27146688"
"01/10/2010",3,350,98000,"139,29658871","139,29658871","139,29658871","139,29658871","139,29658871"
"15/10/2010",2,11,3223,"146,83893291","146,83893291","146,83893291","146,83893291","146,83893291"
"20/10/2010",3,13,"3808,99","146,83893291","146,83392134","146,83392134","146,83893291","146,83893291"
"21/10/2010",1,545,"159412,5","146,58835453","146,58835453","146,58835453","146,58835453","146,58835453"
"26/10/2010",1,8,"2280,8","142,87979445","142,87979445","142,87979445","142,87979445","142,87979445"
"09/11/2010",1,53,15529,"146,83893291","146,83893291","146,83893291","146,83893291","146,83893291"
"12/11/2010",1,51,14943,"147,95622968","147,95622968","147,95622968","147,95622968","147,95622968"
"16/11/2010",1,5,1465,"147,95622968","147,95622968","147,95622968","147,95622968","147,95622968"
"17/11/2010",1,5,1465,"147,95622968","147,95622968","147,95622968","147,95622968","147,95622968"
"23/11/2010",1,1,293,"147,95622968","147,95622968","147,95622968","147,95622968","147,95622968"
"07/12/2010",1,30,9000,"151,49102015","151,49102015","151,49102015","151,49102015","151,49102015"
"08/12/2010",1,24,7200,"151,49102015","151,49102015","151,49102015","151,49102015","151,49102015"
"09/12/2010",1,76,22800,"151,49102015","151,49102015","151,49102015","151,49102015","151,49102015"
"13/12/2010",1,8,2392,"150,98605009","150,98605009","150,98605009","150,98605009","150,98605009"
"14/12/2010",2,176,52800,"152,62381555","152,62381555","152,62381555","152,62381555","152,62381555"
"17/12/2010",2,322,96600,"152,62381555","152,62381555","152,62381555","152,62381555","152,62381555"
"21/12/2010",1,1,300,"152,62381555","152,62381555","152,62381555","152,62381555","152,62381555"
"22/12/2010",1,10,3000,"152,62381555","152,62381555","152,62381555","152,62381555","152,62381555"
"23/12/2010",1,15,4875,"165,34246685","165,34246685","165,34246685","165,34246685","165,34246685"
"27/12/2010",1,32,10400,"165,34246685","165,34246685","165,34246685","165,34246685","165,34246685"
"30/12/2010",1,3,975,"165,34246685","165,34246685","165,34246685","165,34246685","165,34246685"
"07/01/2011",1,50,16250,"165,34246685","165,34246685","165,34246685","165,34246685","165,34246685"
"26/01/2011",2,29,9050,"158,8185443","166,50331257","158,8185443","166,50331257","159,87904232"
"27/01/2011",2,5,1550,"158,8185443","158,8185443","158,8185443","158,8185443","158,8185443"
"28/01/2011",3,126,38060,"158,8185443","153,69536545","153,69536545","158,8185443","154,75074029"
"01/02/2011",1,1,315,"161,38013372","161,38013372","161,38013372","161,38013372","161,38013372"
"02/02/2011",4,103,"33104,34","166,49818939","161,38013372","161,38013372","166,49818939","164,65896819"
"03/02/2011",2,51,15340,"161,38013372","153,95152439","153,95152439","161,38013372","154,0949734"
"08/02/2011",5,97,"30640,59","161,38013372","161,3852569","161,38013372","162,39964631","161,83097346"
"11/02/2011",1,26,8450,"166,50331257","166,50331257","166,50331257","166,50331257","166,50331257"
"18/02/2011",2,50,15600,"160,9410456","160,9410456","160,9410456","160,9410456","160,9410456"
"28/02/2011",2,8,2600,"167,6469225","167,6469225","167,6469225","167,6469225","167,6469225"
"01/03/2011",1,3,975,"167,6469225","167,6469225","167,6469225","167,6469225","167,6469225"
"03/03/2011",1,15,4860,"167,13108582","167,13108582","167,13108582","167,13108582","167,13108582"
"04/03/2011",3,101,31494,"155,78267876","167,13108582","155,78267876","167,13108582","160,848195"
"11/03/2011",9,11,3476,"167,13108582","167,13108582","155,78267876","167,13108582","163,00439234"
"14/03/2011",1,3,972,"168,27818732","168,27818732","168,27818732","168,27818732","168,27818732"
"15/03/2011",2,32,10376,"168,79756444","168,27818732","168,27818732","168,79756444","168,4080316"
