"Data","Cota","Patrimônio","CaptLíq","Captação","ResgTotal","Resgate","ResgIR","QCotistas","Fonte"
"12/06/2015","790,1300282","5579194,19",0,0,0,0,0,1,"ANBIMA"
"15/06/2015","788,950113","5570862,68",0,0,0,0,0,1,"ANBIMA"
"16/06/2015","787,7696213","5562527,1",0,0,0,0,0,1,"ANBIMA"
"17/06/2015","786,5886383","5554188,05",0,0,0,0,0,1,"ANBIMA"
"18/06/2015","785,4030058","5545816,17",0,0,0,0,0,1,"ANBIMA"
"19/06/2015","784,2110953","5537399,96",0,0,0,0,0,1,"ANBIMA"
"22/06/2015","783,0286365","5529050,49",0,0,0,0,0,1,"ANBIMA"
"23/06/2015","781,9822895","5521662,12",0,0,0,0,0,1,"ANBIMA"
"24/06/2015","780,7939167","5513270,89",0,0,0,0,0,1,"ANBIMA"
"25/06/2015","779,6099766","5504910,96",0,0,0,0,0,1,"ANBIMA"
"26/06/2015","778,4255451","5496547,56",0,0,0,0,0,1,"ANBIMA"
"29/06/2015","777,2406179","5488180,66",0,0,0,0,0,1,"ANBIMA"
"30/06/2015","2714,220215","19165404,57",0,0,0,0,0,1,"ANBIMA"
"01/07/2015","2713,054768","19157175,22",0,0,0,0,0,1,"ANBIMA"
"02/07/2015","2711,888626","19148940,97",0,0,0,0,0,1,"ANBIMA"
"03/07/2015","2710,708","19140604,44",0,0,0,0,0,1,"ANBIMA"
"06/07/2015","2709,538129","20343507,39",447000,447000,0,0,0,1,"ANBIMA"
"07/07/2015","2606,662478","19571105,8",0,0,0,0,0,1,"ANBIMA"
"08/07/2015","2605,561358","19562838,47",0,0,0,0,0,1,"ANBIMA"
"09/07/2015","2604,463774","19554597,69",0,0,0,0,0,1,"ANBIMA"
"10/07/2015","2603,362631","19546330,19",0,0,0,0,0,1,"ANBIMA"
"13/07/2015","2602,527408","19540059,25",0,0,0,0,0,1,"ANBIMA"
"14/07/2015","2601,420022","19531744,87",0,0,0,0,0,1,"ANBIMA"
"15/07/2015","2600,3175","19523467,02",0,0,0,0,0,1,"ANBIMA"
"16/07/2015","2599,21452","19515185,72",0,0,0,0,0,1,"ANBIMA"
