"Data","Cota","Patrimônio","Capt Líq","Captação","Resg Total","Resgate","Resg IR","Q Cotistas","Fonte"
"31/07/2015","1,496317748","215784971,46",0,0,0,0,0,2,"ANBIMA"
"31/08/2015","1,560571401","225051033,27",0,0,0,0,0,2,"ANBIMA"
"30/09/2015","1,622781161","234022343,88",0,0,0,0,0,2,"ANBIMA"
"30/10/2015","1,623094828","234067578,07",0,0,0,0,0,2,"ANBIMA"
"30/11/2015","1,690942392","243851920,02",0,0,0,0,0,2,"ANBIMA"
"31/12/2015","0,453518118","65402147,56",0,0,0,0,0,2,"ANBIMA"
"29/01/2016","0,410391758","59182866,71",0,0,0,0,0,2,"ANBIMA"
"29/02/2016","0,410391758","59182866,71",0,0,0,0,0,2,"ANBIMA"
"31/03/2016","0,507116006","73131534,36",0,0,0,0,0,2,"ANBIMA"
"29/04/2016","0,591301859","85272031,92",0,0,0,0,0,2,"ANBIMA"
"31/05/2016","0,592492419","85443723,4",0,0,0,0,0,2,"ANBIMA"
"30/06/2016","1,740197641","250955052,13",0,0,0,0,0,2,"ANBIMA"
"29/07/2016","0,768374558","110807802,87",0,0,0,0,0,2,"ANBIMA"
"31/08/2016","0,8184763","118033010,45",0,0,0,0,0,2,"ANBIMA"
"30/09/2016","0,869108491","125334709,91",0,0,0,0,0,2,"ANBIMA"
"31/10/2016","0,72689908","104826596,85",0,0,0,0,0,2,"ANBIMA"
"30/11/2016","0,753500153","108662755,12",0,0,0,0,0,2,"ANBIMA"
"30/12/2016","0,78173429","112734418,62",0,0,0,0,0,2,"ANBIMA"
"31/01/2017","0,767075413","110620452,33",0,0,0,0,0,2,"ANBIMA"
"24/02/2017","0,806243684","116268934,65",0,0,0,0,0,2,"ANBIMA"
"31/03/2017","0,846222511","122034307,61",0,0,0,0,0,2,"ANBIMA"
"28/04/2017","0,880402862","126963478,62",0,0,0,0,0,2,"ANBIMA"
"31/05/2017","0,895228713","129101524,43",0,0,0,0,0,2,"ANBIMA"
"30/06/2017","0,9129505","131657190,27",0,0,0,0,0,2,"ANBIMA"
"31/07/2017","0,8961908","129240267,65",0,0,0,0,0,2,"ANBIMA"
