"Data","QNegs","QTíts","Volume$","Fechamento","Abertura","Mínimo","Máximo","Médio"
"02/07/2012",0,0,0,"62,988230127","62,988230127","62,988230127","62,988230127","62,988230127"
"03/07/2012",574,77396,"7882382,37","65,507759333","63,366159508","63,366159508","65,822700483","64,147213562"
"04/07/2012",249,23623,"2470239,77","66,068354581","65,759712253","65,413276987","66,137641634","65,866792244"
"05/07/2012",122,8225,"859590,22","65,810102837","66,074653404","65,514058156","66,137641634","65,828999306"
"06/07/2012",138,11865,"1241676,9","66,452582784","65,507759333","65,507759333","66,452582784","65,917182828"
"10/07/2012",110,13094,"1372797,47","66,137641634","66,137641634","65,41957581","66,137641634","66,036860466"
"11/07/2012",511,12341,"1306402,96","66,956488625","66,137641634","65,954975766","67,082465086","66,679340413"
"12/07/2012",105,6213,"665992,91","67,838323847","66,956488625","66,956488625","68,027288538","67,517083874"
"13/07/2012",349,23223,"2539607,38","68,940617874","69,28705314","68,039886184","75,522887923","68,883928467"
"16/07/2012",142,13020,"1424904,56","69,255559025","69,280754317","68,342229688","69,28705314","68,934319051"
"17/07/2012",133,10951,"1204307,12","69,476017831","69,28705314","68,688664954","69,601994291","69,268156671"
"18/07/2012",115,11051,"1208215,49","68,934319051","68,468206149","67,712347387","69,476017831","68,865031998"
"19/07/2012",83,11508,"1255945,02","68,562688494","68,657170839","68,468206149","68,97211199","68,745354361"
"20/07/2012",106,5099,"554785,34","68,663469662","68,657170839","67,491888582","68,902824936","68,531194379"
"23/07/2012",89,6717,"729953,04","68,348528511","68,657170839","68,153264998","68,657170839","68,44930968"
"24/07/2012",78,4945,"537255,73","68,499700264","68,783147299","68,342229688","68,783147299","68,436712034"
"25/07/2012",55,2115,"229600,53","68,594182609","68,650872016","68,027288538","68,650872016","68,380022626"
"26/07/2012",95,4910,"529621,53","68,165862644","68,216253228","67,649359157","68,335930865","67,945403839"
"27/07/2012",109,10904,"1190050,36","68,909123759","68,644573193","68,594182609","68,909123759","68,745354361"
"30/07/2012",90,7390,"811736,15","69,293351963","68,657170839","68,594182609","69,601994291","69,186271972"
"31/07/2012",113,7593,"847371,69","70,301163645","69,601994291","69,476017831","71,176700044","70,294864822"
"01/08/2012",59,5671,"637262,2","71,214330483","71,341159211","71,030428828","71,341159211","71,258720538"
"02/08/2012",87,4950,"546569,11","69,375313935","71,214330483","69,12165648","71,341159211","70,022140445"
"03/08/2012",77,4571,"508818,29","70,072871936","69,185070843","69,185070843","71,27140341","70,586528282"
"06/08/2012",50,2791,"308664,95","69,724092935","70,136286299","69,692385753","70,707015573","70,129944863"
"07/08/2012",60,2870,"318146,96","70,307505082","70,009457572","69,946043208","70,389943755","70,294822209"
"08/08/2012",67,2677,"297239,28","69,755800117","70,320187954","69,755800117","70,960673028","70,408968064"
"09/08/2012",85,11210,"1237076,08","69,882628844","70,282139336","69,62897139","70,383602318","69,97775039"
"10/08/2012",34,2647,"293573,95","70,580186846","70,244090718","70,072871936","70,580186846","70,332870827"
"13/08/2012",59,5313,"592180,56","70,516772482","70,611894028","70,072871936","71,214330483","70,681649828"
"14/08/2012",60,3383,"376521,14","70,960673028","70,4850653","70,199700663","71,214330483","70,580186846"
"15/08/2012",65,4694,"527372,34","71,594816666","70,960673028","70,833844301","71,594816666","71,246037665"
"16/08/2012",110,8381,"957501,27","72,292374667","71,651889593","70,960673028","72,926518304","72,450910576"
"17/08/2012",79,3852,"441510,75","72,926518304","72,292374667","72,292374667","72,926518304","72,685543722"
"20/08/2012",192,3601,"413482,86","72,920176868","72,926518304","72,450910576","73,129444268","72,812372449"
"21/08/2012",214,7798,"893880,65","71,975302848","72,913835431","71,341159211","73,243590123","72,691885158"
"22/08/2012",213,6671,"757087,11","72,35578903","72,038717212","71,341159211","72,35578903","71,968961412"
"23/08/2012",176,8083,"918251,02","72,482617758","72,292374667","71,689938211","72,863103941","72,038717212"
"24/08/2012",182,6764,"771583,43","72,133838757","72,292374667","71,911888484","72,920176868","72,336764721"
"27/08/2012",159,3955,"451009,74","72,704568031","72,603105049","72,133838757","72,704568031","72,317740412"
"28/08/2012",302,16902,"1940996,7","72,926518304","72,35578903","72,292374667","73,237248686","72,825055322"
"29/08/2012",202,4644,"537220,77","73,573344814","73,23090725","72,932859741","73,573344814","73,357735978"
"30/08/2012",201,10056,"1168741,75","74,004562488","73,573344814","73,085054214","74,568950325","73,700173542"
"31/08/2012",293,5121,"603975,31","74,82260778","74,511877398","73,287980177","75,39967849","74,790900598"
"03/09/2012",71,5726,"663388,82","73,903599291","74,350339529","73,39303902","74,605619665","73,941891312"
"04/09/2012",259,14248,"1653837,55","74,031239359","73,903599291","73,903599291","74,350339529","74,082295386"
"05/09/2012",53,3922,"456125,77","74,095059393","74,031239359","74,031239359","74,669439699","74,222699461"
"06/09/2012",40,4344,"504599,12","74,063149376","74,031239359","74,031239359","74,573709648","74,133351414"
"10/09/2012",55,2346,"273338,95","74,031239359","74,12696941","74,031239359","74,656675692","74,356721532"
"11/09/2012",58,10713,"1253671,24","74,76516975","74,656675692","74,350339529","74,982157865","74,682203705"
"12/09/2012",71,8030,"940641,6","74,669439699","74,669439699","74,669439699","74,982157865","74,758787746"
"13/09/2012",62,7037,"823780,15","74,669439699","74,982157865","74,669439699","74,982157865","74,707731719"
"14/09/2012",38,5413,"633369,47","74,8608998","74,669439699","74,669439699","74,8608998","74,675821702"
"17/09/2012",46,6269,"734713,02","74,752405743","74,828989783","74,669439699","74,982157865","74,797079767"
"18/09/2012",67,6356,"744050,32","74,669439699","74,918337831","74,669439699","74,982157865","74,707731719"
"19/09/2012",58,6323,"740335,9","74,982157865","74,669439699","74,669439699","74,982157865","74,726877729"
"20/09/2012",64,8926,"1044999,37","74,669439699","74,982157865","74,669439699","74,982157865","74,714113722"
"21/09/2012",100,12892,"1507784,61","74,982157865","74,669439699","74,031239359","74,982157865","74,643911685"
"24/09/2012",250,8542,"1001051,93","75,307640038","74,982157865","74,669439699","75,926694367","74,790697763"
"25/09/2012",238,7080,"828682,74","75,307640038","75,307640038","74,656675692","75,307640038","74,701349716"
"26/09/2012",246,4068,"476962,81","75,237438001","74,669439699","74,669439699","75,301258035","74,828989783"
"27/09/2012",310,16133,"1888266,84","74,797079767","75,237438001","74,669439699","75,237438001","74,694967712"
"28/09/2012",244,7335,"858751,86","75,084269919","74,669439699","74,669439699","75,17999997","74,720495726"
"01/10/2012",105,8816,"1019387,16","74,185057106","75,148499406","71,94987097","75,270535431","74,268555438"
"02/10/2012",159,13950,"1589549,96","72,714201861","74,185057106","70,652435339","74,185057106","73,189500062"
"03/10/2012",79,29220,"3368278,03","75,148499406","73,317959036","72,772008399","75,193460047","74,037329286"
"04/10/2012",32,3797,"442547,08","75,148499406","74,827351972","74,506204539","75,148499406","74,859466716"
"05/10/2012",66,7199,"841589,33","74,891581459","74,827351972","74,827351972","75,456800942","75,084269919"
"08/10/2012",165,10465,"1223998,58","74,827351972","74,833774921","74,506204539","75,276958379","75,122807611"
"09/10/2012",58,5034,"581656,55","73,857486724","74,506204539","72,579319939","74,827351972","74,217171849"
"10/10/2012",52,15665,"1800310,42","73,863909672","72,579319939","72,001254559","74,185057106","73,818949032"
"11/10/2012",67,17220,"1942978,95","72,033369302","73,863909672","71,937025072","73,863909672","72,470129812"
"15/10/2012",84,3112,"350487,4","72,078329943","71,937025072","71,924179175","73,863909672","72,33524789"
"16/10/2012",42,4671,"526185,21","72,251749557","72,065484046","72,065484046","72,900467372","72,354516736"
"17/10/2012",34,2134,"240613,77","72,649972374","72,258172506","72,258172506","72,707778912","72,418746222"
"18/10/2012",37,3808,"427294,22","72,001254559","72,649972374","71,937025072","72,649972374","72,071906994"
"19/10/2012",36,2016,"227576,76","72,579319939","72,14255943","72,065484046","72,836237886","72,508667504"
"22/10/2012",28,2813,"316730,88","72,560051093","72,579319939","72,033369302","72,579319939","72,322401992"
"23/10/2012",60,9865,"1107265,9","71,924179175","72,566474042","71,924179175","72,579319939","72,09117584"
"24/10/2012",59,9745,"1098135,36","72,579319939","71,924179175","71,924179175","72,611434682","72,38020853"
"25/10/2012",66,20917,"2349103,2","71,943448021","72,547205196","71,924179175","72,579319939","72,136136481"
"26/10/2012",13,912,"102040,74","71,776451356","71,60945469","71,60945469","71,937025072","71,866372637"
"29/10/2012",100,7533,"842805,66","71,937025072","71,603031742","71,603031742","72,251749557","71,859949688"
"30/10/2012",26,2881,"321588,12","71,680107126","71,603031742","71,603031742","71,937025072","71,692953023"
"31/10/2012",112,11163,"1236755,07","71,930602124","71,615877639","70,331287905","71,930602124","71,159848284"
"01/11/2012",40,3124,"346075,17","71,199915497","72,09872471","71,12878671","72,09872471","71,63315447"
"05/11/2012",88,8028,"869724,43","70,094186176","71,12878671","69,900198576","71,12878671","70,055388656"
"06/11/2012",57,4555,"493472,73","70,320505043","69,964861109","69,900198576","70,482161376","70,055388656"
"07/11/2012",55,4956,"543515,88","70,811940296","69,900198576","69,900198576","72,034062177","70,91540035"
"08/11/2012",45,8035,"887151,44","71,90473711","70,999461643","70,999461643","71,90473711","71,393903097"
"09/11/2012",37,5016,"552712,24","71,193449243","71,32277431","71,161117977","71,775412044","71,251645523"
"12/11/2012",23,2651,"292671,96","71,193449243","71,775412044","71,12878671","71,775412044","71,387436843"
"13/11/2012",70,5899,"641247,87","70,495093883","70,54682391","69,803204776","71,12878671","70,288173776"
"14/11/2012",66,4465,"476941,14","69,188910709","70,158848709","67,889193788","70,482161376","69,072518149"
"16/11/2012",42,2131,"228773,93","69,175978202","69,188910709","68,283635241","70,417498843","69,421695829"
"19/11/2012",48,2822,"300275,2","68,994923108","68,218972708","68,218972708","69,512223375","68,807401762"
"21/11/2012",59,5454,"578881,76","68,865598042","68,218972708","68,218972708","69,512223375","68,632812922"
"22/11/2012",42,4511,"480821,91","68,897929308","68,859131788","68,852665535","69,182444455","68,923794322"
"23/11/2012",36,4256,"455266,86","69,835536042","68,736272975","68,736272975","69,835536042","69,169511949"
"26/11/2012",37,2618,"279822,52","69,175978202","68,736272975","68,736272975","69,680345962","69,111315669"
"27/11/2012",53,6721,"740848,26","72,357374844","69,835536042","69,318235775","72,415571124","71,277510537"
"28/11/2012",96,13418,"1501773,23","72,454368644","71,775412044","71,775412044","72,745350044","72,370307351"
"29/11/2012",82,5193,"583433,49","73,708821791","72,454368644","72,422037377","73,715288045","72,648356244"
"30/11/2012",217,7065,"796296,95","73,935140658","73,068662711","72,131055977","74,348980872","72,881141364"
"03/12/2012",22,768,"88096,08","73,622711153","74,462365449","73,557621673","75,438707653","74,664142837"
"04/12/2012",23,1944,"220292,56","73,551112725","73,225665323","73,225665323","74,202007527","73,759399061"
"05/12/2012",33,1721,"192990,02","72,900217922","72,900217922","72,249323119","73,551112725","72,991343194"
"06/12/2012",49,3103,"340201,04","71,910857821","73,544603777","70,622086112","73,544603777","71,364106187"
"07/12/2012",40,1846,"207880,3","73,095486363","71,910857821","71,910857821","73,486023244","73,297263751"
"10/12/2012",548,3026,"344124,3","74,397275968","73,062941622","72,900217922","74,397275968","74,019756983"
"11/12/2012",448,3117,"352272,51","74,202007527","74,397275968","72,835128441","74,397275968","73,564130621"
"12/12/2012",436,5501,"622394,28","71,761152017","73,551112725","70,947533513","74,78781285","73,642237997"
"13/12/2012",92,2101,"234470,45","72,249323119","72,249323119","71,793696757","73,804961698","72,639860001"
"14/12/2012",106,2487,"278153,91","73,355844284","72,249323119","71,923875717","73,355844284","72,796074753"
"17/12/2012",26,1165,"129892,13","71,800205705","73,271227959","71,728607276","73,53158588","72,57477052"
"18/12/2012",40,2642,"291300,13","71,748134121","72,57477052","71,598428316","72,900217922","71,767660965"
"19/12/2012",42,7826,"883538,5","73,876560126","71,923875717","71,923875717","74,006739087","73,486023244"
"20/12/2012",62,2951,"331190,74","73,551112725","73,811470646","72,327430495","73,876560126","73,049923726"
"21/12/2012",27,1745,"197060,2","73,551112725","73,551112725","72,900217922","73,876560126","73,505550088"
"26/12/2012",25,2808,"317319,1","73,811470646","73,551112725","73,095486363","74,006739087","73,557621673"
"27/12/2012",37,2305,"261911,21","74,006739087","74,006739087","73,551112725","74,006739087","73,96117645"
"28/12/2012",12,1413,"159500,66","73,557621673","73,811470646","72,900217922","74,000230139","73,473005348"
"02/01/2013",18,1563,"177135,93","73,714880083","75,877183233","73,714880083","75,877183233","74,258732088"
"03/01/2013",22,950,"107862,1","73,780404421","74,370123462","73,780404421","74,697745151","74,396333197"
"04/01/2013",18,638,"72935,18","74,566696475","75,156415516","74,042501773","75,221939854","74,907423032"
"07/01/2013",35,2544,"287733,27","74,068711508","74,566696475","73,767299554","74,697745151","74,10802611"
"08/01/2013",40,4235,"477211,34","74,042501773","74,068711508","73,51830707","74,068711508","73,832823892"
"09/01/2013",35,2608,"293059,49","73,387258394","73,092398874","73,092398874","73,944215266","73,629698444"
"10/01/2013",52,4278,"479198,06","73,38070596","73,393810828","73,171028079","73,714880083","73,393810828"
"11/01/2013",19,1560,"174478,43","73,059636705","73,714880083","72,738567449","73,714880083","73,288971887"
"14/01/2013",37,2185,"244243,79","73,059636705","73,70832765","72,732015016","73,70832765","73,243104851"
"15/01/2013",58,5818,"649622,45","73,125161043","73,387258394","72,732015016","73,387258394","73,164475646"
"16/01/2013",40,5913,"661534,64","73,682117914","73,387258394","72,469917664","73,682117914","73,308629189"
"17/01/2013",24,1089,"121924,74","73,22344755","73,682117914","72,89582586","73,714880083","73,361048659"
