"Data","Q Negs","Q Títs","Volume$","Fechamento","Abertura","Mínimo","Máximo","Médio"
"12/12/2007",0,0,0,"402,42842653","402,42842653","402,42842653","402,42842653","402,42842653"
"13/12/2007",7,91,101625,"456,75626412","443,07369761","443,07369761","462,79269051","449,41596962"
"14/12/2007",1,49,56350,"462,79269051","462,79269051","462,79269051","462,79269051","462,79269051"
"17/12/2007",6,61,70250,"482,91411184","462,79269051","462,79269051","482,91411184","463,45267313"
"18/12/2007",2,16,19300,"484,92625397","486,93839611","484,92625397","486,93839611","485,42928951"
"19/12/2007",1,9,10890,"486,93839611","486,93839611","486,93839611","486,93839611","486,93839611"
"20/12/2007",1,3,3630,"486,93839611","486,93839611","486,93839611","486,93839611","486,93839611"
"27/12/2007",1,6,7230,"484,92625397","484,92625397","484,92625397","484,92625397","484,92625397"
"03/01/2008",1,40,48000,"486,95523412","486,95523412","486,95523412","486,95523412","486,95523412"
"04/01/2008",2,17,20399,"486,54943809","486,95523412","486,54943809","486,95523412","486,93088635"
"07/01/2008",1,3,3540,"478,83931355","478,83931355","478,83931355","478,83931355","478,83931355"
"08/01/2008",1,5,6000,"486,95523412","486,95523412","486,95523412","486,95523412","486,95523412"
"09/01/2008",6,15,18050,"497,10013483","486,95523412","486,95523412","497,10013483","488,30653489"
"11/01/2008",2,24,28800,"486,95523412","486,95523412","486,95523412","486,95523412","486,95523412"
"15/01/2008",5,20,24400,"495,07115468","495,07115468","495,07115468","495,07115468","495,07115468"
"16/01/2008",5,12,14640,"495,07115468","495,07115468","495,07115468","495,07115468","495,07115468"
"17/01/2008",1,10,12200,"495,07115468","495,07115468","495,07115468","495,07115468","495,07115468"
"18/01/2008",1,8,9760,"495,07115468","495,07115468","495,07115468","495,07115468","495,07115468"
"22/01/2008",1,10,12000,"486,95523412","486,95523412","486,95523412","486,95523412","486,95523412"
"01/02/2008",1,16,19200,"491,04729491","491,04729491","491,04729491","491,04729491","491,04729491"
"06/02/2008",1,3,3603,"491,45650099","491,45650099","491,45650099","491,45650099","491,45650099"
"11/02/2008",3,21,25490,"497,18538609","495,1393557","495,1393557","497,18538609","496,69843086"
"18/02/2008",3,45,"54024,3","491,08821551","495,1393557","491,08821551","495,1393557","491,26826619"
"25/02/2008",1,1,1300,"531,96790281","531,96790281","531,96790281","531,96790281","531,96790281"
"26/02/2008",2,50,60755,"497,2263067","497,2263067","497,2263067","497,2263067","497,2263067"
"27/02/2008",1,1,"1215,11","497,23039876","497,23039876","497,23039876","497,23039876","497,23039876"
"29/02/2008",1,1,1230,"503,32347728","503,32347728","503,32347728","503,32347728","503,32347728"
"03/03/2008",3,15,17560,"486,62163309","482,49772095","482,49772095","486,62163309","482,77402306"
"04/03/2008",3,12,14647,"503,52967289","503,32347728","503,32347728","503,52967289","503,35646858"
"06/03/2008",1,2,2450,"505,17923774","505,17923774","505,17923774","505,17923774","505,17923774"
"10/03/2008",7,71,85182,"494,86945738","494,86945738","487,44641552","494,86945738","494,76635958"
"11/03/2008",3,30,36010,"494,86945738","495,2818486","494,86945738","495,2818486","495,00554648"
