"Data","Q Negs","Q Títs","Volume$","Fechamento","Abertura","Mínimo","Máximo","Médio"
"17/10/2006",0,0,0,"32,429914188","32,429914188","32,429914188","32,429914188","32,429914188"
"18/10/2006",2,100,11000,"35,672905607","35,672905607","35,672905607","35,672905607","35,672905607"
"20/10/2006",1,1,115,"37,294401317","37,294401317","37,294401317","37,294401317","37,294401317"
"23/10/2006",3,77,9009,"37,9429996","37,9429996","37,9429996","37,9429996","37,9429996"
"30/10/2006",2,112,13216,"38,267298742","38,267298742","38,267298742","38,267298742","38,267298742"
"31/10/2006",1,100,11500,"37,294401317","37,294401317","37,294401317","37,294401317","37,294401317"
"01/11/2006",1,2000,230020,"37,710226983","37,710226983","37,710226983","37,710226983","37,710226983"
"07/11/2006",9,3855,443325,"37,706948118","37,706948118","37,706948118","37,706948118","37,706948118"
"08/11/2006",3,170,19975,"38,526664381","38,526664381","38,526664381","38,526664381","38,526664381"
"09/11/2006",9,5250,603750,"37,706948118","37,706948118","37,706948118","37,706948118","37,706948118"
"10/11/2006",3,2397,275655,"37,706948118","37,706948118","37,706948118","37,706948118","37,706948118"
"13/11/2006",4,1550,178250,"37,706948118","37,706948118","37,706948118","37,706948118","37,706948118"
"14/11/2006",6,2771,318665,"37,706948118","37,706948118","37,706948118","37,706948118","37,706948118"
"16/11/2006",4,1415,162725,"37,706948118","37,706948118","37,706948118","37,706948118","37,706948118"
"17/11/2006",2,100,11650,"38,198777876","38,198777876","38,198777876","38,198777876","38,198777876"
"21/11/2006",6,1478,169970,"37,706948118","37,706948118","37,706948118","37,706948118","37,706948118"
"22/11/2006",6,954,"111427,2","38,297143827","38,297143827","38,297143827","38,297143827","38,297143827"
"23/11/2006",3,618,"72176,22","38,293864962","38,293864962","38,293864962","38,293864962","38,293864962"
"24/11/2006",2,432,"50410,08","38,261076312","38,261076312","38,261076312","38,261076312","38,261076312"
"27/11/2006",4,411,"48004,8","38,297143827","38,297143827","38,297143827","38,297143827","38,297143827"
"28/11/2006",6,185,21608,"38,297143827","38,297143827","38,297143827","38,297143827","38,297143827"
"29/11/2006",4,101,"11867,5","38,526664381","38,526664381","38,526664381","38,526664381","38,526664381"
"30/11/2006",4,166,19671,"38,854550887","38,854550887","38,854550887","38,854550887","38,854550887"
"01/12/2006",5,267,31239,"38,771754964","38,771754964","38,771754964","38,771754964","38,771754964"
"04/12/2006",2,225,26190,"38,572925451","38,572925451","38,572925451","38,572925451","38,572925451"
"05/12/2006",4,404,"46859,96","38,437058617","38,437058617","38,437058617","38,437058617","38,437058617"
"06/12/2006",4,310,"35953,8","38,433744792","38,433744792","38,433744792","38,433744792","38,433744792"
"07/12/2006",7,731,"84423,19","38,271367357","38,271367357","38,271367357","38,271367357","38,271367357"
"11/12/2006",3,810,"93538,8","38,268053532","38,268053532","38,268053532","38,268053532","38,268053532"
"12/12/2006",1,23,"2634,65","37,959867787","37,959867787","37,959867787","37,959867787","37,959867787"
"13/12/2006",1,95,"10882,25","37,959867787","37,959867787","37,959867787","37,959867787","37,959867787"
"19/12/2006",6,2123,"245652,33","38,344271512","38,344271512","38,344271512","38,344271512","38,344271512"
"20/12/2006",13,1337,"154557,2","38,307819434","38,307819434","38,307819434","38,307819434","38,307819434"
"21/12/2006",2,170,19856,"38,70547846","38,70547846","38,70547846","38,70547846","38,70547846"
"28/12/2006",3,560,66080,"39,103137485","39,103137485","39,103137485","39,103137485","39,103137485"
"02/01/2007",3,620,73160,"39,522606313","39,522606313","39,522606313","39,522606313","39,522606313"
"03/01/2007",4,693,81774,"39,522606313","39,522606313","39,522606313","39,522606313","39,522606313"
"04/01/2007",5,105,12579,"40,125493528","40,125493528","40,125493528","40,125493528","40,125493528"
"08/01/2007",3,112,13496,"40,359949667","40,359949667","40,359949667","40,359949667","40,359949667"
"09/01/2007",5,358,"42995,8","40,22597473","40,22597473","40,22597473","40,22597473","40,22597473"
"10/01/2007",4,60,7230,"40,359949667","40,359949667","40,359949667","40,359949667","40,359949667"
"11/01/2007",3,470,56541,"40,292962198","40,292962198","40,292962198","40,292962198","40,292962198"
"12/01/2007",2,100,11900,"39,857543654","39,857543654","39,857543654","39,857543654","39,857543654"
"15/01/2007",3,154,18403,"40,025012325","40,025012325","40,025012325","40,025012325","40,025012325"
"16/01/2007",1,500,59495,"39,854194281","39,854194281","39,854194281","39,854194281","39,854194281"
"17/01/2007",1,200,23802,"39,860893028","39,860893028","39,860893028","39,860893028","39,860893028"
"18/01/2007",1,2,238,"39,857543654","39,857543654","39,857543654","39,857543654","39,857543654"
"19/01/2007",4,502,"59386,6","39,623087515","39,623087515","39,623087515","39,623087515","39,623087515"
"22/01/2007",1,100,12040,"40,326455933","40,326455933","40,326455933","40,326455933","40,326455933"
"29/01/2007",1,250,30125,"40,359949667","40,359949667","40,359949667","40,359949667","40,359949667"
"30/01/2007",3,1156,"141043,56","40,865705053","40,865705053","40,865705053","40,865705053","40,865705053"
"31/01/2007",7,200,25014,"41,890613318","41,890613318","41,890613318","41,890613318","41,890613318"
"02/02/2007",2,100,12700,"42,968042047","42,968042047","42,968042047","42,968042047","42,968042047"
"05/02/2007",5,3334,430086,"43,644704127","43,644704127","43,644704127","43,644704127","43,644704127"
"06/02/2007",10,4089,527481,"43,644704127","43,644704127","43,644704127","43,644704127","43,644704127"
"07/02/2007",4,439,56631,"43,644704127","43,644704127","43,644704127","43,644704127","43,644704127"
"09/02/2007",3,355,"46146,45","43,979651856","43,979651856","43,979651856","43,979651856","43,979651856"
"12/02/2007",4,464,60320,"43,983035167","43,983035167","43,983035167","43,983035167","43,983035167"
"13/02/2007",2,190,24700,"43,983035167","43,983035167","43,983035167","43,983035167","43,983035167"
"14/02/2007",6,305,"39631,7","43,962735304","43,962735304","43,962735304","43,962735304","43,962735304"
"15/02/2007",3,195,25350,"43,983035167","43,983035167","43,983035167","43,983035167","43,983035167"
"22/02/2007",4,156,19968,"43,306373087","43,306373087","43,306373087","43,306373087","43,306373087"
"23/02/2007",1,15,1950,"43,983035167","43,983035167","43,983035167","43,983035167","43,983035167"
"27/02/2007",4,840,108864,"43,847702751","43,847702751","43,847702751","43,847702751","43,847702751"
"28/02/2007",5,875,114625,"44,321366206","44,321366206","44,321366206","44,321366206","44,321366206"
"02/03/2007",4,1863,242190,"44,409152853","44,409152853","44,409152853","44,409152853","44,409152853"
"05/03/2007",5,701,"91059,9","44,374991966","44,374991966","44,374991966","44,374991966","44,374991966"
"06/03/2007",6,1061,137930,"44,409152853","44,409152853","44,409152853","44,409152853","44,409152853"
