"Data","Cota","Patrimônio","Capt Líq","Captação","Resg Total","Resgate","Resg IR","Q Cotistas","Fonte"
"31/07/2015","4316,39487","73810352,27",0,0,0,0,0,5,"ANBIMA"
"31/08/2015","4319,681087","73866546,59",0,0,0,0,0,5,"ANBIMA"
"30/09/2015","4321,919257","73904819,3",0,0,0,0,0,5,"ANBIMA"
"30/10/2015","4322,460696","73914077,91",0,0,0,0,0,5,"ANBIMA"
"30/11/2015","4215,202208","72079957,76",0,0,0,0,0,5,"ANBIMA"
"31/12/2015","4204,068557","71889572,32",0,0,0,0,0,5,"ANBIMA"
"29/01/2016","4202,538431","71863407,17",0,0,0,0,0,5,"ANBIMA"
"29/02/2016","4202,538431","71863407,17",0,0,0,0,0,5,"ANBIMA"
"31/03/2016","4204,431522","71895779,02",0,0,0,0,0,5,"ANBIMA"
"29/04/2016","4206,342875","71928463,16",0,0,0,0,0,5,"ANBIMA"
"31/05/2016","4208,379448","71963288,56",0,0,0,0,0,5,"ANBIMA"
"30/06/2016","7596,341753","129897443,97",0,0,0,0,0,5,"ANBIMA"
"29/07/2016","4213,050227","72043158,89",0,0,0,0,0,5,"ANBIMA"
"31/08/2016","4219,818453","72158895,54",0,0,0,0,0,5,"ANBIMA"
"30/09/2016","4226,833607","72278854,68",0,0,0,0,0,5,"ANBIMA"
"31/10/2016","4231,434657","72357532,64",0,0,0,0,0,5,"ANBIMA"
"30/11/2016","4229,959499","72332307,44",0,0,0,0,0,5,"ANBIMA"
"30/12/2016","4434,315846","75826800,96",0,0,0,0,0,5,"ANBIMA"
"31/01/2017","4432,394085","75793938,86",0,0,0,0,0,5,"ANBIMA"
"24/02/2017","4433,716739","75816556,23",0,0,0,0,0,5,"ANBIMA"
"31/03/2017","4435,107846","75840344,17",0,0,0,0,0,5,"ANBIMA"
"28/04/2017","4432,994469","75804205,42",0,0,0,0,0,5,"ANBIMA"
"31/05/2017","4434,019444","75821732,49",0,0,0,0,0,5,"ANBIMA"
"30/06/2017","4433,4053731","75811231,88",0,0,0,0,0,5,"ANBIMA"
"31/07/2017","4435,231662","75842461,42",0,0,0,0,0,5,"ANBIMA"
