"Data","QNegs","QTíts","Volume$","Fechamento","Abertura","Mínimo","Máximo","Médio"
"05/09/2011",0,0,0,"42,389605996","42,389605996","42,389605996","42,389605996","42,389605996"
"06/09/2011",21,3081,"307858,45","41,541813876","42,389605996","41,541813876","42,537969616","42,355694311"
"08/09/2011",7,246,"24338,85","41,965709936","42,385367035","41,541813876","42,385367035","41,940276172"
"09/09/2011",5,159,"15639,99","42,385367035","41,965709936","41,117917816","42,385367035","41,694416457"
"12/09/2011",1,180,17820,"41,965709936","41,965709936","41,965709936","41,965709936","41,965709936"
"14/09/2011",4,200,19427,"41,117917816","41,160307422","41,117917816","41,329865846","41,177263264"
"15/09/2011",2,57,"5538,96","42,173419005","41,117917816","41,117917816","42,173419005","41,189980146"
"16/09/2011",2,85,"8392,2","41,796151512","41,965709936","41,796151512","41,965709936","41,851257999"
"19/09/2011",2,44,"4339,28","41,796151512","42,169180044","41,796151512","42,169180044","41,804629433"
"20/09/2011",6,807,"78145,25","40,694021756","41,117917816","40,694021756","41,117917816","41,045855485"
"21/09/2011",4,232,22279,"41,117917816","41,117917816","40,694021756","41,117917816","40,706738637"
"22/09/2011",10,296,"27923,65","40,270125696","40,270125696","39,850468596","41,117917816","39,990354296"
"23/09/2011",5,120,11408,"40,270125696","41,117917816","40,270125696","41,117917816","40,29979842"
"26/09/2011",4,265,25175,"40,270125696","40,270125696","40,270125696","40,270125696","40,270125696"
"27/09/2011",1,2,194,"41,117917816","41,117917816","41,117917816","41,117917816","41,117917816"
"28/09/2011",2,231,22407,"41,117917816","41,117917816","41,117917816","41,117917816","41,117917816"
"29/09/2011",1,100,9700,"41,117917816","41,117917816","41,117917816","41,117917816","41,117917816"
"30/09/2011",4,248,"24081,5","41,117917816","41,117917816","41,117917816","41,329865846","41,160307422"
"03/10/2011",6,512,"49694,8","41,887203666","41,45978322","41,45978322","42,058171844","41,485428447"
"04/10/2011",1,30,2910,"41,45978322","41,45978322","41,45978322","41,45978322","41,45978322"
"05/10/2011",12,2277,"228471,12","42,737770353","41,887203666","41,887203666","44,87487258","42,887367508"
"07/10/2011",1,2,"199,98","42,737770353","42,737770353","42,737770353","42,737770353","42,737770353"
"10/10/2011",3,185,18498,"42,737770353","42,733496148","42,733496148","42,737770353","42,737770353"
"11/10/2011",2,150,14993,"42,733496148","42,699302512","42,699302512","42,733496148","42,720673535"
"14/10/2011",1,128,"12798,72","42,737770353","42,737770353","42,737770353","42,737770353","42,737770353"
"17/10/2011",1,1,"99,99","42,737770353","42,737770353","42,737770353","42,737770353","42,737770353"
"18/10/2011",4,152,"15049,8","42,442850245","42,318898316","42,314624111","42,442850245","42,318898316"
"19/10/2011",9,191,"18313,85","42,48559229","42,48559229","39,750101438","42,48559229","40,981072321"
"20/10/2011",2,812,"80307,88","42,310349907","42,271882067","42,271882067","42,310349907","42,271882067"
"21/10/2011",2,10,"992,5","42,421479223","42,421479223","42,421479223","42,421479223","42,421479223"
"25/10/2011",8,155,"15337,23","42,293253089","42,293253089","42,288978885","42,293253089","42,293253089"
"26/10/2011",5,251,"24415,5","41,887203666","42,100913889","41,45978322","42,100913889","41,575186741"
"27/10/2011",21,795,"72902,53","40,604942329","40,604942329","37,61299921","40,604942329","39,194454859"
"28/10/2011",5,298,"27268,15","38,472114306","39,322680992","38,472114306","39,322680992","39,10897077"
"31/10/2011",28,4322,"391720,55","38,467840101","40,604942329","38,467840101","40,604942329","38,737114982"
"01/11/2011",6,754,68267,"39,071105732","39,071105732","39,006454151","39,071105732","39,023694572"
"03/11/2011",5,309,"28331,95","39,437464694","39,437464694","39,437464694","41,35546161","39,519356697"
"04/11/2011",9,1875,"171899,25","39,221959422","40,859799486","39,221959422","40,946001594","39,515046591"
"07/11/2011",2,51,4695,"39,652969965","40,946001594","39,652969965","40,946001594","39,678830598"
"08/11/2011",12,914,"83781,32","40,506370841","39,265060476","39,221959422","40,514991051","39,506426381"
