"Data","QNegs","QTíts","Volume$","Fechamento","Abertura","Mínimo","Máximo","Médio"
"30/08/2013",1,100,10135,"55,041047871","55,041047871","55,041047871","55,041047871","55,041047871"
"04/09/2013",1,9,"904,68","55,079404002","55,079404002","55,079404002","55,079404002","55,079404002"
"06/09/2013",1,2,"201,16","55,112280686","55,112280686","55,112280686","55,112280686","55,112280686"
"09/09/2013",2,100,10063,"55,139677922","55,139677922","55,139677922","55,139677922","55,139677922"
"10/09/2013",3,112,"11279,8","55,156116264","55,42460918","55,156116264","55,42460918","55,1835135"
"11/09/2013",1,100,10070,"55,178034053","55,178034053","55,178034053","55,178034053","55,178034053"
"12/09/2013",8,127,"12792,1","55,188992948","55,194472395","55,188992948","55,194472395","55,194472395"
"17/09/2013",2,70,"7061,6","55,276664104","55,276664104","55,276664104","55,276664104","55,276664104"
"18/09/2013",1,100,10091,"55,293102446","55,293102446","55,293102446","55,293102446","55,293102446"
"24/09/2013",2,4,"404,8","55,452006417","55,452006417","55,452006417","55,452006417","55,452006417"
"26/09/2013",2,70,"7087,5","55,479403653","55,479403653","55,479403653","55,479403653","55,479403653"
"27/09/2013",3,50,"5054,4","55,545157021","55,534198126","54,794472744","55,545157021","55,391732497"
"30/09/2013",2,6,"608,22","55,545157021","55,545157021","55,545157021","55,545157021","55,545157021"
"01/10/2013",6,57,"5689,59","55,534094452","54,759714649","54,206586218","55,539625736","55,213279962"
"02/10/2013",2,12,"1180,9","55,561750873","54,206586218","54,206586218","55,561750873","54,433368875"
"07/10/2013",1,20,"2011,6","55,633657569","55,633657569","55,633657569","55,633657569","55,633657569"
"08/10/2013",1,20,"2013,8","55,694501697","55,694501697","55,694501697","55,694501697","55,694501697"
"09/10/2013",2,200,20140,"55,700032981","55,700032981","55,700032981","55,700032981","55,700032981"
"10/10/2013",3,70,"7024,82","55,722158118","55,727689403","55,423468766","55,727689403","55,50643803"
"15/10/2013",3,51,"5087,31","55,783002246","54,223180071","54,223180071","55,783002246","55,174560972"
"16/10/2013",4,58,"5785,46","55,794064814","54,759714649","54,759714649","55,794064814","55,174560972"
"17/10/2013",6,265,"26528,54","55,810658667","55,545157021","54,206586218","55,810658667","55,373687207"
"21/10/2013",1,2,202,"55,86597151","55,86597151","55,86597151","55,86597151","55,86597151"
"22/10/2013",1,10,"1010,5","55,893627932","55,893627932","55,893627932","55,893627932","55,893627932"
"23/10/2013",2,3,301,"55,921284353","55,285186658","55,285186658","55,921284353","55,495375462"
"24/10/2013",1,1,"101,5","56,142535726","56,142535726","56,142535726","56,142535726","56,142535726"
"28/10/2013",1,48,4872,"56,142535726","56,142535726","56,142535726","56,142535726","56,142535726"
"31/10/2013",8,156,"15701,5","56,142535726","56,142535726","55,31284308","56,142535726","55,67237656"
"01/11/2013",1,5,"502,75","56,170467336","56,170467336","56,170467336","56,170467336","56,170467336"
"04/11/2013",2,2,"201,1","56,170467336","56,170467336","56,170467336","56,170467336","56,170467336"
"07/11/2013",1,70,"7052,5","56,282193775","56,282193775","56,282193775","56,282193775","56,282193775"
"12/11/2013",1,2,"201,7","56,338056994","56,338056994","56,338056994","56,338056994","56,338056994"
"13/11/2013",2,30,"3026,4","56,35481596","56,35481596","56,35481596","56,35481596","56,35481596"
"18/11/2013",4,171,"17185,5","56,142535726","56,142535726","56,142535726","56,142535726","56,142535726"
"19/11/2013",2,64,"6436,5","56,421851824","56,142535726","56,142535726","56,421851824","56,181639979"
"22/11/2013",2,99,"10018,8","56,533578263","56,533578263","56,533578263","56,533578263","56,533578263"
"25/11/2013",1,1,"101,35","56,617373093","56,617373093","56,617373093","56,617373093","56,617373093"
"28/11/2013",8,263,26817,"56,98048402","56,729099532","56,729099532","56,98048402","56,963725054"
"29/11/2013",10,320,"32635,04","56,773790108","56,98048402","55,863219628","56,98048402","56,969311376"
"06/12/2013",2,158,15883,"56,982538019","56,700446247","56,700446247","56,982538019","56,717371753"
"18/12/2013",1,1,"101,99","57,541079728","57,541079728","57,541079728","57,541079728","57,541079728"
"27/12/2013",1,20,2035,"57,405675678","57,405675678","57,405675678","57,405675678","57,405675678"
"30/12/2013",2,21,2137,"57,411317513","57,433884855","57,411317513","57,433884855","57,411317513"
"03/01/2014",6,155,15245,"57,548065391","56,294543175","55,838716914","57,548065391","56,038140903"
"07/01/2014",1,9,909,"57,548065391","57,548065391","57,548065391","57,548065391","57,548065391"
"15/01/2014",5,122,"12012,3","57,719000239","55,838716914","55,724760349","57,719000239","56,100817014"
"17/01/2014",2,110,11013,"57,719000239","56,978282566","56,978282566","57,719000239","57,046656505"
"29/01/2014",1,10,1017,"57,946913369","57,946913369","57,946913369","57,946913369","57,946913369"
