"Data","Cota","Patrimônio","Capt Líq","Captação","Resg Total","Resgate","Resg IR","Q Cotistas","Fonte"
"30/11/2015","25543,756495","1199815786,3",0,0,0,0,0,2,"ANBIMA"
"31/12/2015","25543,756495","1199815786,3",0,0,0,0,0,2,"ANBIMA"
"29/04/2016","101,9803996","4790121,35",0,0,0,0,0,2,"ANBIMA"
"31/05/2016","175,3686111","8237239,03",0,0,0,0,0,2,"ANBIMA"
"30/06/2016","1371,0550399","64399826,28",0,0,0,0,0,2,"ANBIMA"
"29/07/2016","312,4104675","14674232,07",0,0,0,0,0,2,"ANBIMA"
"31/08/2016","406,2908803","19083888,94",0,0,0,0,0,2,"ANBIMA"
"30/09/2016","225,7887509","10605523,42",0,0,0,0,0,2,"ANBIMA"
"31/10/2016","293,8412563","13802017,65",0,0,0,0,0,2,"ANBIMA"
"31/01/2017","3054,8622995","143489937,07",0,0,0,0,0,2,"ANBIMA"
"24/02/2017","3016,113017","141669844,52",0,0,0,0,0,2,"ANBIMA"
"31/03/2017","2906,0737742","136501191,25",0,0,0,0,0,2,"ANBIMA"
"28/04/2017","2914,5483937","136899252,6",0,0,0,0,0,12,"ANBIMA"
"31/05/2017","2856,394735","134167717,1",0,0,0,0,0,12,"ANBIMA"
"30/06/2017","2870,3622199","134823783,83",0,0,0,0,0,2,"ANBIMA"
"31/07/2017","2955,1434643","138806043,66",0,0,0,0,0,2,"ANBIMA"
