"Data","Cota","Patrimônio","CaptLíq","Captação","ResgTotal","Resgate","ResgIR","QCotistas","Fonte"
"13/07/2016","100,26411782","120316941,39",0,0,0,0,0,10,"ANBIMA"
"14/07/2016","100,2680677","120321681,24",0,0,0,0,0,10,"ANBIMA"
"15/07/2016","100,27201906","120326422,88",0,0,0,0,0,10,"ANBIMA"
"18/07/2016","100,2759728","120331167,36",0,0,0,0,0,10,"ANBIMA"
"19/07/2016","100,27992888","120335914,66",0,0,0,0,0,10,"ANBIMA"
"20/07/2016","100,28388733","120340664,8",0,0,0,0,0,10,"ANBIMA"
"21/07/2016","100,28784813","120345417,76",0,0,0,0,0,10,"ANBIMA"
"22/07/2016","100,2918113","120350173,56",0,0,0,0,0,10,"ANBIMA"
"25/07/2016","100,29577681","120354932,18",0,0,0,0,0,10,"ANBIMA"
"26/07/2016","100,2997447","120359693,65",0,0,0,0,0,10,"ANBIMA"
"27/07/2016","100,30371495","120364457,95",0,0,0,0,0,10,"ANBIMA"
"28/07/2016","100,30768757","120369225,09",0,0,0,0,0,10,"ANBIMA"
"29/07/2016","100,31166255","120373995,06",0,0,0,0,0,10,"ANBIMA"
"01/08/2016","100,3156399","120378767,89",0,0,0,0,0,10,"ANBIMA"
"02/08/2016","100,31961962","120383543,55",0,0,0,0,0,10,"ANBIMA"
"03/08/2016","100,32361037","120388332,45",0,0,0,0,0,10,"ANBIMA"
"04/08/2016","100,32759484","120393113,81",0,0,0,0,0,10,"ANBIMA"
"05/08/2016","100,33158168","120397898,02",0,0,0,0,0,10,"ANBIMA"
"08/08/2016","100,33557036","120402684,44",0,0,0,0,0,10,"ANBIMA"
"09/08/2016","100,33956479","120407477,75",0,0,0,0,0,10,"ANBIMA"
"10/08/2016","100,34356159","120412273,91",0,0,0,0,0,10,"ANBIMA"
"11/08/2016","100,34756076","120417072,92",0,0,0,0,0,10,"ANBIMA"
"12/08/2016","100,35156278","120421875,34",0,0,0,0,0,10,"ANBIMA"
"15/08/2016","100,35556699","120426680,39",0,0,0,0,0,10,"ANBIMA"
"16/08/2016","100,35957358","120431488,3",0,0,0,0,0,10,"ANBIMA"
"17/08/2016","100,35658822","120427905,87",0,0,0,0,0,10,"ANBIMA"
"18/08/2016","100,36059609","120432715,31",0,0,0,0,0,10,"ANBIMA"
"19/08/2016","100,36459215","120437510,59",0,0,0,0,0,10,"ANBIMA"
"22/08/2016","100,36860477","120442325,73",0,0,0,0,0,10,"ANBIMA"
"23/08/2016","100,37261976","120447143,72",0,0,0,0,0,10,"ANBIMA"
"24/08/2016","100,37653262","120451839,15",0,0,0,0,0,10,"ANBIMA"
"25/08/2016","100,38062206","120456746,48",0,0,0,0,0,10,"ANBIMA"
"26/08/2016","100,3846006","120461520,73",0,0,0,0,0,10,"ANBIMA"
"29/08/2016","100,38853787","120466245,45",0,0,0,0,0,10,"ANBIMA"
"30/08/2016","100,39258217","120471098,61",0,0,0,0,0,10,"ANBIMA"
"31/08/2016","100,39661143","120475933,72",0,0,0,0,0,10,"ANBIMA"
"01/09/2016","100,40060811","120480729,74",0,0,0,0,0,10,"ANBIMA"
"02/09/2016","100,40457219","120485486,63",0,0,0,0,0,10,"ANBIMA"
"05/09/2016","100,40856482","120490277,79",0,0,0,0,0,10,"ANBIMA"
"06/09/2016","100,4125423","120495050,76",0,0,0,0,0,10,"ANBIMA"
"08/09/2016","100,416594","120499912,81",0,0,0,0,0,10,"ANBIMA"
"09/09/2016","100,42062408","120504748,9",0,0,0,0,0,10,"ANBIMA"
"12/09/2016","100,4246128","120509535,37",0,0,0,0,0,10,"ANBIMA"
"13/09/2016","100,42864765","120514377,19",0,0,0,0,0,10,"ANBIMA"
"14/09/2016","100,4326674","120519200,88",0,0,0,0,0,10,"ANBIMA"
"15/09/2016","100,43565797","120522789,57",0,0,0,0,0,10,"ANBIMA"
"16/09/2016","100,43972605","120527671,27",0,0,0,0,0,10,"ANBIMA"
"19/09/2016","100,44373854","120532486,25",0,0,0,0,0,10,"ANBIMA"
"20/09/2016","100,44774124","120537289,49",0,0,0,0,0,10,"ANBIMA"
"21/09/2016","100,45177265","120542127,18",0,0,0,0,0,10,"ANBIMA"
"22/09/2016","100,45582402","120546988,83",0,0,0,0,0,10,"ANBIMA"
"23/09/2016","100,45985142","120551821,71",0,0,0,0,0,10,"ANBIMA"
"26/09/2016","100,4639164","120556699,68",0,0,0,0,0,10,"ANBIMA"
"27/09/2016","100,46797499","120561569,99",0,0,0,0,0,10,"ANBIMA"
"28/09/2016","100,47203599","120566443,19",0,0,0,0,0,10,"ANBIMA"
"29/09/2016","100,47603772","120571245,27",0,0,0,0,0,10,"ANBIMA"
"30/09/2016","100,48001535","120576018,42",0,0,0,0,0,10,"ANBIMA"
"03/10/2016","100,4840303","120580836,36",0,0,0,0,0,10,"ANBIMA"
"04/10/2016","100,48803881","120585646,58",0,0,0,0,0,10,"ANBIMA"
"05/10/2016","100,49209387","120590512,65",0,0,0,0,0,10,"ANBIMA"
"06/10/2016","100,4961337","120595360,44",0,0,0,0,0,10,"ANBIMA"
"07/10/2016","100,5001805","120600216,6",0,0,0,0,0,10,"ANBIMA"
"10/10/2016","100,5042514","120605101,67",0,0,0,0,0,10,"ANBIMA"
"11/10/2016","100,50829896","120609958,76",0,0,0,0,0,10,"ANBIMA"
"13/10/2016","100,51235781","120614829,38",0,0,0,0,0,10,"ANBIMA"
"14/10/2016","100,51641028","120619692,34",0,0,0,0,0,10,"ANBIMA"
"17/10/2016","100,52046603","120624559,24",0,0,0,0,0,10,"ANBIMA"
"18/10/2016","100,52452589","120629431,07",0,0,0,0,0,10,"ANBIMA"
"19/10/2016","100,52858543","120634302,52",0,0,0,0,0,10,"ANBIMA"
"20/10/2016","100,53265626","120639187,52",0,0,0,0,0,10,"ANBIMA"
"21/10/2016","100,53664355","120643972,27",0,0,0,0,0,10,"ANBIMA"
"24/10/2016","100,54063321","120648759,86",0,0,0,0,0,10,"ANBIMA"
"25/10/2016","100,54462522","120653550,27",0,0,0,0,0,10,"ANBIMA"
"26/10/2016","100,54861961","120658343,54",0,0,0,0,0,10,"ANBIMA"
"27/10/2016","100,55262523","120663150,28",0,0,0,0,0,10,"ANBIMA"
"28/10/2016","100,55662436","120667949,24",0,0,0,0,0,10,"ANBIMA"
"31/10/2016","100,56062585","120672751,02",0,0,0,0,0,10,"ANBIMA"
"01/11/2016","100,56462971","120677555,66",0,0,0,0,0,10,"ANBIMA"
"03/11/2016","100,56863595","120682363,14",0,0,0,0,0,10,"ANBIMA"
"04/11/2016","100,57265345","120687184,15",0,0,0,0,0,10,"ANBIMA"
"07/11/2016","100,57666444","120691997,33",0,0,0,0,0,10,"ANBIMA"
"08/11/2016","100,5806778","120696813,37",0,0,0,0,0,10,"ANBIMA"
"09/11/2016","100,58469354","120701632,25",0,0,0,0,0,10,"ANBIMA"
"10/11/2016","100,58871166",120706454,0,0,0,0,0,10,"ANBIMA"
"11/11/2016","100,59274108","120711289,3",0,0,0,0,0,10,"ANBIMA"
"14/11/2016","100,59676397","120716116,77",0,0,0,0,0,10,"ANBIMA"
