"Data","Cota","Patrimônio","Capt Líq","Captação","Resg Total","Resgate","Resg IR","Q Cotistas","Fonte"
"31/07/2015","130,5743994","65287199,71",0,0,0,0,0,8,"ANBIMA"
"31/08/2015","131,3561133","65678056,66",0,0,0,0,0,8,"ANBIMA"
"30/09/2015","132,0319216","66015960,81",0,0,0,0,0,8,"ANBIMA"
"30/10/2015","132,6348409","66317420,44",0,0,0,0,0,8,"ANBIMA"
"30/11/2015","127,8192242","63909612,08",0,0,0,0,0,8,"ANBIMA"
"31/12/2015","124,055417","62027708,49",0,0,0,0,0,8,"ANBIMA"
"29/01/2016","124,9618086","62480904,28",0,0,0,0,0,8,"ANBIMA"
"29/02/2016","124,9618086","62480904,28",0,0,0,0,0,8,"ANBIMA"
"31/03/2016","125,8867548","62943377,42",0,0,0,0,0,8,"ANBIMA"
"29/04/2016","126,8551096","63427554,79",0,0,0,0,0,8,"ANBIMA"
"31/05/2016","127,8141152","63907057,59",0,0,0,0,0,8,"ANBIMA"
"30/06/2016","1270,739921","635369960,46",0,0,0,0,0,8,"ANBIMA"
"29/07/2016","124,1733229","62086661,47",0,0,0,0,0,8,"ANBIMA"
"31/08/2016","125,163664","62581832,02",0,0,0,0,0,8,"ANBIMA"
"30/09/2016","126,1933305","63096665,27",0,0,0,0,0,8,"ANBIMA"
"31/10/2016","127,1796236","63589811,8",0,0,0,0,0,8,"ANBIMA"
"30/11/2016","128,1142714","64057135,7",0,0,0,0,0,8,"ANBIMA"
"30/12/2016","131,6231865","65811593,23",0,0,0,0,0,8,"ANBIMA"
"31/01/2017","126,8230484","63411524,22",0,0,0,0,0,8,"ANBIMA"
"24/02/2017","127,8061756","63903087,82",0,0,0,0,0,8,"ANBIMA"
"31/03/2017","128,777061","64388530,5",0,0,0,0,0,8,"ANBIMA"
"28/04/2017","129,6686778","64834338,92",0,0,0,0,0,8,"ANBIMA"
"31/05/2017","130,5305422","65265271,12",0,0,0,0,0,8,"ANBIMA"
"30/06/2017","131,3868801","65693440,06",0,0,0,0,0,8,"ANBIMA"
"31/07/2017","126,90151882","63450759,41",0,0,0,0,0,8,"ANBIMA"
