"Data","Cota","Patrimônio","CaptLíq","Captação","ResgTotal","Resgate","ResgIR","QCotistas","Fonte"
"05/08/2011","1,017153","3560038801,5","3560038801,5","3560038801,5",0,0,0,1,"ANBIMA"
"08/08/2011","1,017518","3561313602,5",0,0,0,0,0,1,"ANBIMA"
"09/08/2011","1,017882","3562588805,6",0,0,0,0,0,1,"ANBIMA"
"10/08/2011","1,018247","3563864524,3",0,0,0,0,0,1,"ANBIMA"
"11/08/2011","1,018611","3565140697,4",0,0,0,0,0,1,"ANBIMA"
"12/08/2011","1,018976","3566417329,6",0,0,0,0,0,1,"ANBIMA"
"15/08/2011","1,019341",3567694087,0,0,0,0,0,1,"ANBIMA"
"16/08/2011","1,019706","3568971299,3",0,0,0,0,0,1,"ANBIMA"
"17/08/2011","1,020071","3570248971,2",0,0,0,0,0,1,"ANBIMA"
"18/08/2011","1,020436","3571527102,9",0,0,0,0,0,1,"ANBIMA"
"19/08/2011","1,020801","3572805694,6",0,0,0,0,0,1,"ANBIMA"
"22/08/2011","1,021167",3574084745,0,0,0,0,0,1,"ANBIMA"
"23/08/2011","1,021532","3575364255,7",0,0,0,0,0,1,"ANBIMA"
"24/08/2011","1,021898","3576644227,1",0,0,0,0,0,1,"ANBIMA"
"25/08/2011","1,022264","3577924658,8",0,0,0,0,0,1,"ANBIMA"
"26/08/2011","1,022629","3579204575,6",0,0,0,0,0,1,"ANBIMA"
"29/08/2011","1,022995","3580484952,8",0,0,0,0,0,1,"ANBIMA"
"30/08/2011","1,02336","3581762075,3",0,0,0,0,0,1,"ANBIMA"
"31/08/2011","1,023725","3583039657,1",0,0,0,0,0,1,"ANBIMA"
"01/09/2011","1,02409","3584317743,9",0,0,0,0,0,1,"ANBIMA"
"02/09/2011","1,024442","3585547454,2",0,0,0,0,0,1,"ANBIMA"
"05/09/2011","1,024793","3586777589,2",0,0,0,0,0,1,"ANBIMA"
"06/09/2011","1,025145","3588008027,1",0,0,0,0,0,1,"ANBIMA"
"08/09/2011","1,025496","3589238891,3",0,0,0,0,0,1,"ANBIMA"
"09/09/2011","1,025848","3590470107,7",0,0,0,0,0,1,"ANBIMA"
"12/09/2011","1,0262","3591701750,4",0,0,0,0,0,1,"ANBIMA"
"13/09/2011","1,026552","3592933566,7",0,0,0,0,0,1,"ANBIMA"
"14/09/2011","1,026904","3594165809,3",0,0,0,0,0,1,"ANBIMA"
"15/09/2011","1,027254","3595389171,5",0,0,0,0,0,1,"ANBIMA"
"16/09/2011","1,027606",3596622261,0,0,0,0,0,1,"ANBIMA"
"19/09/2011","1,027958","3597854847,1",0,0,0,0,0,1,"ANBIMA"
"20/09/2011","1,02831","3599086877,4",0,0,0,0,0,1,"ANBIMA"
"21/09/2011","1,028662","3600319333,8",0,0,0,0,0,1,"ANBIMA"
"22/09/2011","1,029117",3601909500,0,0,0,0,0,1,"ANBIMA"
"23/09/2011","1,029367","3602785525,4",0,0,0,0,0,1,"ANBIMA"
"26/09/2011","1,029719","3604019261,4",0,0,0,0,0,1,"ANBIMA"
"27/09/2011","1,030072","3605253421,6",0,0,0,0,0,1,"ANBIMA"
"28/09/2011","1,030425","3606488010,3",0,0,0,0,0,1,"ANBIMA"
"29/09/2011","1,030778","3607723025,7",0,0,0,0,0,1,"ANBIMA"
"30/09/2011","1,031232",3609312000,0,0,0,0,0,1,"ANBIMA"
"03/10/2011","1,031482","3610188351,4",0,0,0,0,0,1,"ANBIMA"
"04/10/2011","1,031834","3611422238,5",0,0,0,0,0,1,"ANBIMA"
"05/10/2011","1,032187","3612656551,8",0,0,0,0,0,1,"ANBIMA"
"06/10/2011","1,03254","3613891108,6",0,0,0,0,0,1,"ANBIMA"
"07/10/2011","1,032893","3615126092,2",0,0,0,0,0,1,"ANBIMA"
"10/10/2011","1,033246","3616361315,8",0,0,0,0,0,1,"ANBIMA"
"11/10/2011","1,033599","3617596703,2",0,0,0,0,0,1,"ANBIMA"
"13/10/2011","1,033952","3618832517,6",0,0,0,0,0,1,"ANBIMA"
"14/10/2011","1,034305","3620068720,7",0,0,0,0,0,1,"ANBIMA"
"17/10/2011","1,034658","3621305389,8",0,0,0,0,0,1,"ANBIMA"
"18/10/2011","1,035012","3622542483,2",0,0,0,0,0,1,"ANBIMA"
"19/10/2011","1,035365","3623778965,8",0,0,0,0,0,1,"ANBIMA"
"20/10/2011","1,035718","3625015875,9",0,0,0,0,0,1,"ANBIMA"
"21/10/2011","1,036058","3626203768,1",0,0,0,0,0,1,"ANBIMA"
"24/10/2011","1,036397",3627392055,0,0,0,0,0,1,"ANBIMA"
"25/10/2011","1,036737","3628580736,9",0,0,0,0,0,1,"ANBIMA"
"26/10/2011","1,037077","3629769813,8",0,0,0,0,0,1,"ANBIMA"
"27/10/2011","1,037416",3630959284,0,0,0,0,0,1,"ANBIMA"
"28/10/2011","1,037756","3632148775,3",0,0,0,0,0,1,"ANBIMA"
"31/10/2011","1,03373","3618055391,6",0,0,0,0,0,1,"ANBIMA"
"01/11/2011","1,034028","3619099863,6",0,0,0,0,0,1,"ANBIMA"
"03/11/2011","1,034327","3620144688,5",0,0,0,0,0,1,"ANBIMA"
"04/11/2011","1,034625","3621189755,7",0,0,0,0,0,1,"ANBIMA"
"07/11/2011","1,034924","3622235176,1",0,0,0,0,0,1,"ANBIMA"
"08/11/2011","1,035223","3623280949,9",0,0,0,0,0,1,"ANBIMA"
"09/11/2011","1,035522","3624327008,3",0,0,0,0,0,1,"ANBIMA"
"10/11/2011","1,03582","3625373357,8",0,0,0,0,0,1,"ANBIMA"
"11/11/2011","1,036119","3626419873,8",0,0,0,0,0,1,"ANBIMA"
"14/11/2011","1,036419","3627466710,1",0,0,0,0,0,1,"ANBIMA"
"16/11/2011","1,036718",3628513932,0,0,0,0,0,1,"ANBIMA"
"17/11/2011","1,037017","3629560566,5",0,0,0,0,0,1,"ANBIMA"
"18/11/2011","1,037303","3630561178,4",0,0,0,0,0,1,"ANBIMA"
"21/11/2011","1,0376","3631603465,9",0,0,0,0,0,1,"ANBIMA"
"22/11/2011","1,037898","3632646106,1",0,0,0,0,0,1,"ANBIMA"
"23/11/2011","1,038196","3633689099,1",0,0,0,0,0,1,"ANBIMA"
"24/11/2011","1,038494","3634732445,2",0,0,0,0,0,1,"ANBIMA"
"25/11/2011","1,038793","3635776144,6",0,0,0,0,0,1,"ANBIMA"
"28/11/2011","1,039091","3636820195,3",0,0,0,0,0,1,"ANBIMA"
"29/11/2011","1,039389","3637864601,2",0,0,0,0,0,1,"ANBIMA"
"30/11/2011","1,039687","3638905928,4",0,0,0,0,0,1,"ANBIMA"
"01/12/2011","1,039985","3639948608,8",0,0,0,0,0,1,"ANBIMA"
"02/12/2011","1,040269","3640942025,6",0,0,0,0,0,1,"ANBIMA"
"05/12/2011","1,040553","3641935659,1",0,0,0,0,0,1,"ANBIMA"
"06/12/2011","1,040837","3642929614,8",0,0,0,0,0,1,"ANBIMA"
"07/12/2011","1,041121","3643923893,5",0,0,0,0,0,1,"ANBIMA"
"08/12/2011","1,041405","3644917666,1",0,0,0,0,0,1,"ANBIMA"
"09/12/2011","1,041689","3645911677,4",0,0,0,0,0,1,"ANBIMA"
"12/12/2011","1,041973","3646906011,4",0,0,0,0,0,1,"ANBIMA"
"13/12/2011","1,042257","3647900489,3",0,0,0,0,0,1,"ANBIMA"
"14/12/2011","1,042541","3648895275,7",0,0,0,0,0,1,"ANBIMA"
"15/12/2011","1,042825","3649890396,5",0,0,0,0,0,1,"ANBIMA"
"16/12/2011","1,043109","3650884986,5",0,0,0,0,0,1,"ANBIMA"
"19/12/2011","1,043489",3652211500,0,0,0,0,0,1,"ANBIMA"
"20/12/2011","1,043678","3652875123,4",0,0,0,0,0,1,"ANBIMA"
"21/12/2011","1,043963",3653870682,0,0,0,0,0,1,"ANBIMA"
"22/12/2011","1,044247","3654866563,8",0,0,0,0,0,1,"ANBIMA"
"23/12/2011","1,044532","3655862769,6",0,0,0,0,0,1,"ANBIMA"
"26/12/2011","1,044816","3656859298,8",0,0,0,0,0,1,"ANBIMA"
"27/12/2011","1,045055","3657694761,9",0,0,0,0,0,1,"ANBIMA"
"28/12/2011","1,04534","3658691689,2",0,0,0,0,0,1,"ANBIMA"
"29/12/2011","1,045587","3659557204,5",0,0,0,0,0,1,"ANBIMA"
"30/12/2011","1,045919","3660717207,7",0,0,0,0,0,1,"ANBIMA"
"02/01/2012","1,046082","3661290047,5",0,0,0,0,0,1,"ANBIMA"
"03/01/2012","1,04633","3662157405,7",0,0,0,0,0,1,"ANBIMA"
"04/01/2012","1,046578",3663025052,0,0,0,0,0,1,"ANBIMA"
"05/01/2012","1,046826",3663892985,0,0,0,0,0,1,"ANBIMA"
"06/01/2012","1,047074",3664761207,0,0,0,0,0,1,"ANBIMA"
"09/01/2012","1,047368",3665790875,0,0,0,0,0,1,"ANBIMA"
