"Data","Cota","Patrimônio","CaptLíq","Captação","ResgTotal","Resgate","ResgIR","QCotistas","Fonte"
"28/06/2016","99,6349692","102624018,24",0,0,0,0,0,1,"ANBIMA"
"29/06/2016","99,634732893","102623774,88",0,0,0,0,0,1,"ANBIMA"
"30/06/2016","99,519172301","102504747,47",0,0,0,0,0,1,"ANBIMA"
"01/07/2016","99,51890865","102504475,91",0,0,0,0,0,1,"ANBIMA"
"04/07/2016","99,518646786","102504206,19",0,0,0,0,0,1,"ANBIMA"
"05/07/2016","99,518394718","102503946,56",0,0,0,0,0,1,"ANBIMA"
"06/07/2016","99,518138903","102503683,07",0,0,0,0,0,1,"ANBIMA"
"07/07/2016","99,517175728",102502691,0,0,0,0,0,1,"ANBIMA"
"08/07/2016","99,516911087","102502418,42",0,0,0,0,0,1,"ANBIMA"
"11/07/2016","99,516526786","102502022,59",0,0,0,0,0,1,"ANBIMA"
"12/07/2016","99,51615435","102501638,98",0,0,0,0,0,1,"ANBIMA"
"13/07/2016","99,515776524","102501249,82",0,0,0,0,0,1,"ANBIMA"
"14/07/2016","99,515398437","102500860,39",0,0,0,0,0,1,"ANBIMA"
"15/07/2016","99,515018738","102500469,3",0,0,0,0,0,1,"ANBIMA"
"18/07/2016","100,36929987","103380378,87",0,0,0,0,0,1,"ANBIMA"
"19/07/2016","100,36925193","103380329,49",0,0,0,0,0,1,"ANBIMA"
"20/07/2016","100,36920566","103380281,83",0,0,0,0,0,1,"ANBIMA"
"21/07/2016","100,36916547","103380240,44",0,0,0,0,0,1,"ANBIMA"
"22/07/2016","100,36910216","103380175,23",0,0,0,0,0,1,"ANBIMA"
"25/07/2016","100,36907954","103380151,93",0,0,0,0,0,1,"ANBIMA"
"26/07/2016","100,36904335","103380114,65",0,0,0,0,0,1,"ANBIMA"
"27/07/2016","100,36900313","103380073,23",0,0,0,0,0,1,"ANBIMA"
"28/07/2016","100,36895874","103380027,51",0,0,0,0,0,1,"ANBIMA"
"29/07/2016","100,36892602","103379993,81",0,0,0,0,0,1,"ANBIMA"
"01/08/2016","100,36883954","103379904,73",0,0,0,0,0,1,"ANBIMA"
"02/08/2016","100,36875771","103379820,45",0,0,0,0,0,1,"ANBIMA"
"03/08/2016","100,36867556","103379735,83",0,0,0,0,0,1,"ANBIMA"
"04/08/2016","100,36859159","103379649,34",0,0,0,0,0,1,"ANBIMA"
"05/08/2016","100,36850299","103379558,08",0,0,0,0,0,1,"ANBIMA"
"08/08/2016","100,36839969","103379451,69",0,0,0,0,0,1,"ANBIMA"
"09/08/2016","100,36829355","103379342,36",0,0,0,0,0,1,"ANBIMA"
"10/08/2016","100,36821214","103379258,51",0,0,0,0,0,1,"ANBIMA"
"11/08/2016","100,368125","103379168,75",0,0,0,0,0,1,"ANBIMA"
"12/08/2016","99,588034398","102575675,43",0,0,0,0,0,1,"ANBIMA"
"15/08/2016","100,851248","103876785,44",0,0,0,0,0,1,"ANBIMA"
"16/08/2016","100,85134871","103876889,18",0,0,0,0,0,1,"ANBIMA"
"17/08/2016","100,8514482","103876991,65",0,0,0,0,0,1,"ANBIMA"
"18/08/2016","100,85154936","103877095,85",0,0,0,0,0,1,"ANBIMA"
"19/08/2016","100,85164491","103877194,26",0,0,0,0,0,1,"ANBIMA"
"22/08/2016","100,85174369","103877296,01",0,0,0,0,0,1,"ANBIMA"
"23/08/2016","100,8518368","103877391,91",0,0,0,0,0,1,"ANBIMA"
"24/08/2016","100,85193056","103877488,48",0,0,0,0,0,1,"ANBIMA"
"25/08/2016","100,8520115","103877571,85",0,0,0,0,0,1,"ANBIMA"
