"Data","Q Negs","Q Títs","Volume$","Fechamento","Abertura","Mínimo","Máximo","Médio"
"18/07/2005",2,500,501975,"314,55119586","315,79367308","315,79367308","315,79367308","315,79367308"
"19/07/2005",3,85,"85654,5","315,79367308","316,97324007","316,97324007","316,97324007","316,97324007"
"21/07/2005",3,50,50500,"316,97324007","317,69670782","317,69670782","317,69670782","317,69670782"
"22/07/2005",1,46,46529,"317,69670782","318,16853461","318,16853461","318,16853461","318,16853461"
"25/07/2005",9,389,"390906,1","318,16853461","316,09249672","316,09249672","316,09249672","316,09249672"
"26/07/2005",2,50,50075,"316,09249672","315,02302265","315,02302265","315,02302265","315,02302265"
"27/07/2005",3,65,65260,"315,02302265","315,80940064","315,80940064","315,80940064","315,80940064"
"28/07/2005",12,510,"512014,5","315,80940064","315,79367308","315,79367308","315,79367308","315,79367308"
"29/07/2005",2,12,12000,"315,79367308","314,55119586","314,55119586","314,55119586","314,55119586"
"02/08/2005",3,50,"49632,5","315,70780082","315,70780082","315,70780082","315,70780082","315,70780082"
"03/08/2005",2,120,117600,"311,68452607","311,68452607","311,68452607","311,68452607","311,68452607"
"04/08/2005",5,80,77600,"308,50407172","308,50407172","308,50407172","308,50407172","308,50407172"
"08/08/2005",4,90,86400,"305,32361737","305,32361737","305,32361737","305,32361737","305,32361737"
"09/08/2005",4,103,97850,"302,14316302","302,14316302","302,14316302","302,14316302","302,14316302"
"10/08/2005",5,62,59520,"305,32361737","305,32361737","305,32361737","305,32361737","305,32361737"
"11/08/2005",3,70,66500,"302,14316302","302,14316302","302,14316302","302,14316302","302,14316302"
"12/08/2005",2,53,50350,"302,14316302","302,14316302","302,14316302","302,14316302","302,14316302"
"15/08/2005",4,43,40850,"302,14316302","302,14316302","302,14316302","302,14316302","302,14316302"
"16/08/2005",2,62,58900,"302,14316302","302,14316302","302,14316302","302,14316302","302,14316302"
"17/08/2005",2,73,69350,"302,14316302","302,14316302","302,14316302","302,14316302","302,14316302"
"18/08/2005",5,304,288800,"302,14316302","302,14316302","302,14316302","302,14316302","302,14316302"
"19/08/2005",6,106,100700,"302,14316302","302,14316302","302,14316302","302,14316302","302,14316302"
"22/08/2005",2,39,37050,"302,14316302","302,14316302","302,14316302","302,14316302","302,14316302"
"23/08/2005",3,278,261320,"298,96270868","298,96270868","298,96270868","298,96270868","298,96270868"
"24/08/2005",2,112,106400,"302,14316302","302,14316302","302,14316302","302,14316302","302,14316302"
"25/08/2005",5,374,351560,"298,96270868","298,96270868","298,96270868","298,96270868","298,96270868"
"26/08/2005",2,82,77080,"298,96270868","298,96270868","298,96270868","298,96270868","298,96270868"
"29/08/2005",2,25,23500,"298,96270868","298,96270868","298,96270868","298,96270868","298,96270868"
"30/08/2005",9,175,164500,"298,96270868","298,96270868","298,96270868","298,96270868","298,96270868"
"31/08/2005",6,159,147870,"295,78225433","295,78225433","295,78225433","295,78225433","295,78225433"
"01/09/2005",2,69,64170,"299,36406489","299,36406489","299,36406489","299,36406489","299,36406489"
"02/09/2005",2,15,"13805,25","296,25776035","296,25776035","296,25776035","296,25776035","296,25776035"
"05/09/2005",4,15,13575,"291,31664379","291,31664379","291,31664379","291,31664379","291,31664379"
"06/09/2005",3,60,54300,"291,31664379","291,31664379","291,31664379","291,31664379","291,31664379"
"08/09/2005",5,89,80100,"289,70715957","289,70715957","289,70715957","289,70715957","289,70715957"
"09/09/2005",3,13,11700,"289,70715957","289,70715957","289,70715957","289,70715957","289,70715957"
"12/09/2005",1,5,4495,"289,38526273","289,38526273","289,38526273","289,38526273","289,38526273"
"13/09/2005",6,46,41170,"288,09767535","288,09767535","288,09767535","288,09767535","288,09767535"
"15/09/2005",2,55,49500,"289,70715957","289,70715957","289,70715957","289,70715957","289,70715957"
"16/09/2005",2,64,57600,"289,70715957","289,70715957","289,70715957","289,70715957","289,70715957"
"19/09/2005",9,470,399500,"273,61231737","273,61231737","273,61231737","273,61231737","273,61231737"
"20/09/2005",3,166,141100,"273,61231737","273,61231737","273,61231737","273,61231737","273,61231737"
"21/09/2005",2,235,199750,"273,61231737","273,61231737","273,61231737","273,61231737","273,61231737"
"22/09/2005",2,129,"109780,29","273,93743319","273,93743319","273,93743319","273,93743319","273,93743319"
"23/09/2005",5,148,"126023,48","274,09838161","274,09838161","274,09838161","274,09838161","274,09838161"
"26/09/2005",5,203,"172858,56","274,10160058","274,10160058","274,10160058","274,10160058","274,10160058"
"27/09/2005",6,322,"274186,22","274,09838161","274,09838161","274,09838161","274,09838161","274,09838161"
"28/09/2005",4,55,46915,"274,57800791","274,57800791","274,57800791","274,57800791","274,57800791"
"29/09/2005",3,55,"46916,1","274,58444584","274,58444584","274,58444584","274,58444584","274,58444584"
"03/10/2005",7,353,301815,"278,77493855","278,77493855","278,77493855","278,77493855","278,77493855"
"04/10/2005",6,271,231705,"278,77493855","278,77493855","278,77493855","278,77493855","278,77493855"
"05/10/2005",4,56,48160,"280,40520135","280,40520135","280,40520135","280,40520135","280,40520135"
"06/10/2005",3,81,69336,"279,10099111","279,10099111","279,10099111","279,10099111","279,10099111"
"07/10/2005",1,10,8550,"278,77493855","278,77493855","278,77493855","278,77493855","278,77493855"
"10/10/2005",5,40,34200,"278,77493855","278,77493855","278,77493855","278,77493855","278,77493855"
"11/10/2005",2,15,12825,"278,77493855","278,77493855","278,77493855","278,77493855","278,77493855"
"13/10/2005",4,370,318200,"280,40520135","280,40520135","280,40520135","280,40520135","280,40520135"
"14/10/2005",2,116,"100015,2","281,12251698","281,12251698","281,12251698","281,12251698","281,12251698"
"17/10/2005",6,129,"111223,8","281,12251698","281,12251698","281,12251698","281,12251698","281,12251698"
"18/10/2005",2,32,27712,"282,36151671","282,36151671","282,36151671","282,36151671","282,36151671"
"19/10/2005",4,103,89198,"282,36151671","282,36151671","282,36151671","282,36151671","282,36151671"
"20/10/2005",2,88,76560,"283,66572695","283,66572695","283,66572695","283,66572695","283,66572695"
"21/10/2005",2,32,27840,"283,66572695","283,66572695","283,66572695","283,66572695","283,66572695"
"24/10/2005",1,32,27936,"284,64388462","284,64388462","284,64388462","284,64388462","284,64388462"
"25/10/2005",6,675,"589342,5","284,67648988","284,67648988","284,67648988","284,67648988","284,67648988"
"26/10/2005",6,369,"322173,9","284,67648988","284,67648988","284,67648988","284,67648988","284,67648988"
"27/10/2005",4,425,"371067,5","284,67648988","284,67648988","284,67648988","284,67648988","284,67648988"
"28/10/2005",4,132,116160,"286,92625254","286,92625254","286,92625254","286,92625254","286,92625254"
"31/10/2005",8,205,180400,"286,92625254","286,92625254","286,92625254","286,92625254","286,92625254"
"01/11/2005",2,344,306160,"293,88258542","293,88258542","293,88258542","293,88258542","293,88258542"
"03/11/2005",3,188,169200,"297,18463694","297,18463694","297,18463694","297,18463694","297,18463694"
"04/11/2005",7,267,"242302,5","299,66117558","299,66117558","299,66117558","299,66117558","299,66117558"
"07/11/2005",6,443,407560,"303,78873999","303,78873999","303,78873999","303,78873999","303,78873999"
"08/11/2005",5,157,149150,"313,69489455","313,69489455","313,69489455","313,69489455","313,69489455"
"09/11/2005",11,535,508250,"313,69489455","313,69489455","313,69489455","313,69489455","313,69489455"
"10/11/2005",4,94,89770,"315,34592031","315,34592031","315,34592031","315,34592031","315,34592031"
"11/11/2005",6,97,93023,"316,66674092","316,66674092","316,66674092","316,66674092","316,66674092"
"14/11/2005",4,61,58804,"318,31776668","318,31776668","318,31776668","318,31776668","318,31776668"
"16/11/2005",3,42,41118,"323,27084396","323,27084396","323,27084396","323,27084396","323,27084396"
"17/11/2005",5,217,"215177,2","327,43142888","327,43142888","327,43142888","327,43142888","327,43142888"
"18/11/2005",8,90,89766,"329,34661876","329,34661876","329,34661876","329,34661876","329,34661876"
"21/11/2005",3,65,"64967,5","330,04004958","330,04004958","330,04004958","330,04004958","330,04004958"
"22/11/2005",1,20,20040,"330,86556246","330,86556246","330,86556246","330,86556246","330,86556246"
"23/11/2005",1,100,100200,"330,86556246","330,86556246","330,86556246","330,86556246","330,86556246"
"24/11/2005",3,100,100200,"330,86556246","330,86556246","330,86556246","330,86556246","330,86556246"
"25/11/2005",6,544,527680,"320,29899759","320,29899759","320,29899759","320,29899759","320,29899759"
"28/11/2005",3,175,"172112,5","324,75676715","324,75676715","324,75676715","324,75676715","324,75676715"
"29/11/2005",4,200,197000,"325,25207488","325,25207488","325,25207488","325,25207488","325,25207488"
"30/11/2005",3,36,35640,"326,90310064","326,90310064","326,90310064","326,90310064","326,90310064"
"01/12/2005",8,304,297920,"327,2762958","327,2762958","327,2762958","327,2762958","327,2762958"
"02/12/2005",7,243,238383,"327,61025121","327,61025121","327,61025121","327,61025121","327,61025121"
"05/12/2005",5,176,"172657,76","327,61359076","327,61359076","327,61359076","327,61359076","327,61359076"
"06/12/2005",9,156,154440,"330,61584984","330,61584984","330,61584984","330,61584984","330,61584984"
"07/12/2005",7,194,192060,"330,61584984","330,61584984","330,61584984","330,61584984","330,61584984"
"08/12/2005",8,264,261360,"330,61584984","330,61584984","330,61584984","330,61584984","330,61584984"
"09/12/2005",2,161,159390,"330,61584984","330,61584984","330,61584984","330,61584984","330,61584984"
"12/12/2005",5,240,237600,"330,61584984","330,61584984","330,61584984","330,61584984","330,61584984"
"13/12/2005",7,692,685080,"330,61584984","330,61584984","330,61584984","330,61584984","330,61584984"
"14/12/2005",6,266,264670,"332,28562686","332,28562686","332,28562686","332,28562686","332,28562686"
"15/12/2005",6,261,261000,"333,95540388","333,95540388","333,95540388","333,95540388","333,95540388"
"16/12/2005",5,175,175350,"334,62331469","334,62331469","334,62331469","334,62331469","334,62331469"
"19/12/2005",9,265,267650,"337,29495792","337,29495792","337,29495792","337,29495792","337,29495792"
"20/12/2005",6,165,"166651,65","337,29829747","337,29829747","337,29829747","337,29829747","337,29829747"
"21/12/2005",7,158,"159662,16","337,46861473","337,46861473","337,46861473","337,46861473","337,46861473"
"22/12/2005",17,700,703500,"335,6251809","335,6251809","335,6251809","335,6251809","335,6251809"
"23/12/2005",8,174,174870,"335,6251809","335,6251809","335,6251809","335,6251809","335,6251809"
"26/12/2005",9,165,165825,"335,6251809","335,6251809","335,6251809","335,6251809","335,6251809"
"27/12/2005",10,481,482924,"335,29122549","335,29122549","335,29122549","335,29122549","335,29122549"
"28/12/2005",5,221,222105,"335,6251809","335,6251809","335,6251809","335,6251809","335,6251809"
"29/12/2005",6,274,274822,"334,95727009","334,95727009","334,95727009","334,95727009","334,95727009"
"02/01/2006",3,95,95000,"337,73898973","337,73898973","337,73898973","337,73898973","337,73898973"
"03/01/2006",2,10,10000,"337,73898973","337,73898973","337,73898973","337,73898973","337,73898973"
"04/01/2006",5,137,135767,"334,69933882","334,69933882","334,69933882","334,69933882","334,69933882"
"05/01/2006",5,61,61000,"337,73898973","337,73898973","337,73898973","337,73898973","337,73898973"
"06/01/2006",9,1315,1315000,"337,73898973","337,73898973","337,73898973","337,73898973","337,73898973"
"09/01/2006",7,1147,1147000,"337,73898973","337,73898973","337,73898973","337,73898973","337,73898973"
"10/01/2006",7,87,87000,"337,73898973","337,73898973","337,73898973","337,73898973","337,73898973"
"11/01/2006",6,349,"350423,92","339,11696481","339,11696481","339,11696481","339,11696481","339,11696481"
"12/01/2006",3,100,100210,"338,44824161","338,44824161","338,44824161","338,44824161","338,44824161"
"13/01/2006",6,260,261820,"340,10316266","340,10316266","340,10316266","340,10316266","340,10316266"
"16/01/2006",11,622,624488,"339,08994569","339,08994569","339,08994569","339,08994569","339,08994569"
"17/01/2006",8,496,498480,"339,42768468","339,42768468","339,42768468","339,42768468","339,42768468"
"18/01/2006",8,224,225120,"339,42768468","339,42768468","339,42768468","339,42768468","339,42768468"
"19/01/2006",14,597,599985,"339,42768468","339,42768468","339,42768468","339,42768468","339,42768468"
"20/01/2006",7,167,167835,"339,42768468","339,42768468","339,42768468","339,42768468","339,42768468"
"23/01/2006",8,198,199980,"341,11637963","341,11637963","341,11637963","341,11637963","341,11637963"
"24/01/2006",9,270,"272702,7","341,11975702","341,11975702","341,11975702","341,11975702","341,11975702"
"26/01/2006",8,446,450460,"341,11637963","341,11637963","341,11637963","341,11637963","341,11637963"
"27/01/2006",4,105,106575,"342,80507458","342,80507458","342,80507458","342,80507458","342,80507458"
"30/01/2006",9,415,420395,"342,1295966","342,1295966","342,1295966","342,1295966","342,1295966"
"31/01/2006",8,744,753672,"342,1295966","342,1295966","342,1295966","342,1295966","342,1295966"
"01/02/2006",5,281,285496,"343,14281357","343,14281357","343,14281357","343,14281357","343,14281357"
"02/02/2006",7,455,"462512,05","343,31506045","343,31506045","343,31506045","343,31506045","343,31506045"
"03/02/2006",7,1484,1518132,"345,5069865","345,5069865","345,5069865","345,5069865","345,5069865"
"06/02/2006",5,189,194481,"347,53342043","347,53342043","347,53342043","347,53342043","347,53342043"
"07/02/2006",7,231,240471,"351,58628831","351,58628831","351,58628831","351,58628831","351,58628831"
"08/02/2006",6,275,288530,"354,35574803","354,35574803","354,35574803","354,35574803","354,35574803"
"09/02/2006",2,162,173340,"361,38071901","361,38071901","361,38071901","361,38071901","361,38071901"
"10/02/2006",6,687,735090,"361,38071901","361,38071901","361,38071901","361,38071901","361,38071901"
"13/02/2006",4,41,44075,"363,06941396","363,06941396","363,06941396","363,06941396","363,06941396"
"14/02/2006",7,143,155155,"366,44680386","366,44680386","366,44680386","366,44680386","366,44680386"
"15/02/2006",13,575,626750,"368,13549881","368,13549881","368,13549881","368,13549881","368,13549881"
"16/02/2006",5,83,92960,"378,2676685","378,2676685","378,2676685","378,2676685","378,2676685"
"17/02/2006",8,259,291375,"379,95636345","379,95636345","379,95636345","379,95636345","379,95636345"
"20/02/2006",3,30,33960,"382,32053638","382,32053638","382,32053638","382,32053638","382,32053638"
"21/02/2006",7,308,351120,"385,02244829","385,02244829","385,02244829","385,02244829","385,02244829"
"22/02/2006",6,261,293625,"379,95636345","379,95636345","379,95636345","379,95636345","379,95636345"
"23/02/2006",5,789,891570,"381,6450584","381,6450584","381,6450584","381,6450584","381,6450584"
"24/02/2006",8,338,383630,"383,33375335","383,33375335","383,33375335","383,33375335","383,33375335"
"02/03/2006",6,205,231650,"385,48808592","385,48808592","385,48808592","385,48808592","385,48808592"
"03/03/2006",7,262,296060,"385,48808592","385,48808592","385,48808592","385,48808592","385,48808592"
"06/03/2006",4,200,226000,"385,48808592","385,48808592","385,48808592","385,48808592","385,48808592"
"07/03/2006",4,244,268400,"375,25388895","375,25388895","375,25388895","375,25388895","375,25388895"
"08/03/2006",12,208,228800,"375,25388895","375,25388895","375,25388895","375,25388895","375,25388895"
"09/03/2006",6,154,169400,"375,25388895","375,25388895","375,25388895","375,25388895","375,25388895"
"10/03/2006",5,144,158400,"375,25388895","375,25388895","375,25388895","375,25388895","375,25388895"
"13/03/2006",2,140,154000,"375,25388895","375,25388895","375,25388895","375,25388895","375,25388895"
"14/03/2006",2,57,62814,"375,93616875","375,93616875","375,93616875","375,93616875","375,93616875"
"15/03/2006",9,123,135546,"375,93616875","375,93616875","375,93616875","375,93616875","375,93616875"
"16/03/2006",4,72,79920,"378,66528794","378,66528794","378,66528794","378,66528794","378,66528794"
"17/03/2006",4,205,229600,"382,07668693","382,07668693","382,07668693","382,07668693","382,07668693"
"20/03/2006",6,180,204300,"387,19378542","387,19378542","387,19378542","387,19378542","387,19378542"
"21/03/2006",1,4,4560,"388,89948491","388,89948491","388,89948491","388,89948491","388,89948491"
"22/03/2006",10,325,348075,"365,36083188","365,36083188","365,36083188","365,36083188","365,36083188"
"23/03/2006",4,140,154140,"375,59502885","375,59502885","375,59502885","375,59502885","375,59502885"
"24/03/2006",3,36,39960,"378,66528794","378,66528794","378,66528794","378,66528794","378,66528794"
"27/03/2006",4,95,105640,"379,34756774","379,34756774","379,34756774","379,34756774","379,34756774"
"28/03/2006",4,70,80500,"392,3108839","392,3108839","392,3108839","392,3108839","392,3108839"
"29/03/2006",7,142,159040,"382,07668693","382,07668693","382,07668693","382,07668693","382,07668693"
"30/03/2006",4,105,119175,"387,19378542","387,19378542","387,19378542","387,19378542","387,19378542"
"31/03/2006",6,171,191520,"382,07668693","382,07668693","382,07668693","382,07668693","382,07668693"
"03/04/2006",3,82,91020,"382,43576311","382,43576311","382,43576311","382,43576311","382,43576311"
"04/04/2006",5,148,"165197,6","384,57189079","384,57189079","384,57189079","384,57189079","384,57189079"
"05/04/2006",4,98,"109877,6","386,29457441","386,29457441","386,29457441","386,29457441","386,29457441"
"06/04/2006",9,98,"109877,6","386,29457441","386,29457441","386,29457441","386,29457441","386,29457441"
"07/04/2006",6,76,84436,"382,78029983","382,78029983","382,78029983","382,78029983","382,78029983"
"10/04/2006",8,104,116688,"386,57020379","386,57020379","386,57020379","386,57020379","386,57020379"
"11/04/2006",8,216,244080,"389,32649758","389,32649758","389,32649758","389,32649758","389,32649758"
"12/04/2006",11,288,322560,"385,88113034","385,88113034","385,88113034","385,88113034","385,88113034"
"13/04/2006",5,70,78400,"385,88113034","385,88113034","385,88113034","385,88113034","385,88113034"
"17/04/2006",10,171,189810,"382,43576311","382,43576311","382,43576311","382,43576311","382,43576311"
"18/04/2006",6,146,"161188,38","380,37887887","380,37887887","380,37887887","380,37887887","380,37887887"
"19/04/2006",4,45,"50670,45","387,95179605","387,95179605","387,95179605","387,95179605","387,95179605"
"20/04/2006",5,140,157780,"388,29288741","388,29288741","388,29288741","388,29288741","388,29288741"
"24/04/2006",10,240,270480,"388,29288741","388,29288741","388,29288741","388,29288741","388,29288741"
"25/04/2006",6,76,85880,"389,32649758","389,32649758","389,32649758","389,32649758","389,32649758"
"26/04/2006",4,64,72320,"389,32649758","389,32649758","389,32649758","389,32649758","389,32649758"
"27/04/2006",8,326,370010,"391,04918119","391,04918119","391,04918119","391,04918119","391,04918119"
"28/04/2006",5,70,"79450,7","391,05262656","391,05262656","391,05262656","391,05262656","391,05262656"
"02/05/2006",3,46,51520,"389,71198254","389,71198254","389,71198254","389,71198254","389,71198254"
"03/05/2006",8,451,505120,"389,71198254","389,71198254","389,71198254","389,71198254","389,71198254"
"04/05/2006",9,85,94265,"385,88445414","385,88445414","385,88445414","385,88445414","385,88445414"
"05/05/2006",5,270,299700,"386,23241127","386,23241127","386,23241127","386,23241127","386,23241127"
"08/05/2006",6,129,143190,"386,23241127","386,23241127","386,23241127","386,23241127","386,23241127"
"09/05/2006",4,98,108780,"386,23241127","386,23241127","386,23241127","386,23241127","386,23241127"
"10/05/2006",4,120,133200,"386,23241127","386,23241127","386,23241127","386,23241127","386,23241127"
"11/05/2006",8,170,188870,"386,5803684","386,5803684","386,5803684","386,5803684","386,5803684"
"12/05/2006",7,61,"67832,61","386,9318051","386,9318051","386,9318051","386,9318051","386,9318051"
"16/05/2006",5,88,98120,"387,97219691","387,97219691","387,97219691","387,97219691","387,97219691"
"17/05/2006",12,186,208320,"389,71198254","389,71198254","389,71198254","389,71198254","389,71198254"
"18/05/2006",5,81,90720,"389,71198254","389,71198254","389,71198254","389,71198254","389,71198254"
"19/05/2006",4,137,153440,"389,71198254","389,71198254","389,71198254","389,71198254","389,71198254"
"22/05/2006",12,315,349335,"385,88445414","385,88445414","385,88445414","385,88445414","385,88445414"
"23/05/2006",13,136,150824,"385,88445414","385,88445414","385,88445414","385,88445414","385,88445414"
"24/05/2006",7,97,106700,"382,75284","382,75284","382,75284","382,75284","382,75284"
"25/05/2006",9,233,257232,"384,14466851","384,14466851","384,14466851","384,14466851","384,14466851"
"26/05/2006",5,121,134915,"387,97219691","387,97219691","387,97219691","387,97219691","387,97219691"
"29/05/2006",3,84,94836,"392,84359669","392,84359669","392,84359669","392,84359669","392,84359669"
