"Data","Q Negs","Q Títs","Volume$","Fechamento","Abertura","Mínimo","Máximo","Médio"
"17/01/2003",1,200,20000,"24,578162127","24,578162127","24,578162127","24,578162127","24,578162127"
"20/01/2003",1,100,10000,"24,578162127","24,578162127","24,578162127","24,578162127","24,578162127"
"21/01/2003",3,102,10200,"24,578162127","24,578162127","24,578162127","24,578162127","24,578162127"
"22/01/2003",1,50,5000,"24,578162127","24,578162127","24,578162127","24,578162127","24,578162127"
"03/02/2003",1,50,5000,"24,578162127","24,578162127","24,578162127","24,578162127","24,578162127"
"06/02/2003",1,100,10000,"24,578162127","24,578162127","24,578162127","24,578162127","24,578162127"
"28/04/2003",2,200,18000,"22,23181624","22,23181624","22,23181624","22,23181624","22,23181624"
"10/06/2003",1,100,9000,"22,486665112","22,486665112","22,486665112","22,486665112","22,486665112"
"05/09/2003",1,10,985,"25,431536325","25,431536325","25,431536325","25,431536325","25,431536325"
"30/09/2003",2,151,"14873,5","25,431536325","25,431536325","25,431536325","25,431536325","25,431536325"
"22/10/2003",3,30,"2848,2","24,70194307","24,754056873","24,70194307","24,754056873","24,738422732"
"27/10/2003",2,134,12395,"24,102634324","24,102634324","24,102634324","24,102634324","24,102634324"
"28/10/2003",1,270,"24934,5","24,063548971","24,063548971","24,063548971","24,063548971","24,063548971"
"31/10/2003",1,9,"831,15","24,063548971","24,063548971","24,063548971","24,063548971","24,063548971"
"10/11/2003",3,60,5640,"24,748070058","24,748070058","24,748070058","24,748070058","24,748070058"
"13/11/2003",1,44,3960,"23,694960694","23,694960694","23,694960694","23,694960694","23,694960694"
"21/11/2003",1,25,2375,"25,011347399","25,011347399","25,011347399","25,011347399","25,011347399"
"11/12/2003",1,155,14725,"25,282804883","25,282804883","25,282804883","25,282804883","25,282804883"
"19/12/2003",1,25,2375,"25,282804883","25,282804883","25,282804883","25,282804883","25,282804883"
"22/12/2003",2,50,4750,"25,282804883","25,282804883","25,282804883","25,282804883","25,282804883"
"12/01/2004",1,50,4750,"25,565369493","25,565369493","25,565369493","25,565369493","25,565369493"
"16/01/2004",4,310,29150,"25,565369493","25,296260341","25,296260341","25,565369493","25,304333615"
"19/01/2004",1,396,37620,"25,565369493","25,565369493","25,565369493","25,565369493","25,565369493"
"26/01/2004",1,156,14820,"25,565369493","25,565369493","25,565369493","25,565369493","25,565369493"
"29/01/2004",1,50,4750,"25,565369493","25,565369493","25,565369493","25,565369493","25,565369493"
"12/02/2004",1,80,7600,"25,815370981","25,815370981","25,815370981","25,815370981","25,815370981"
"19/02/2004",1,300,29550,"26,766463596","26,766463596","26,766463596","26,766463596","26,766463596"
"10/03/2004",1,620,61070,"27,013285494","27,013285494","27,013285494","27,013285494","27,013285494"
"12/03/2004",1,300,29550,"27,013285494","27,013285494","27,013285494","27,013285494","27,013285494"
"26/03/2004",1,200,19700,"27,013285494","27,013285494","27,013285494","27,013285494","27,013285494"
"30/04/2004",1,100,9850,"27,596023866","27,596023866","27,596023866","27,596023866","27,596023866"
"11/05/2004",1,100,9850,"27,596023866","27,596023866","27,596023866","27,596023866","27,596023866"
"17/05/2004",1,50,5000,"28,016267884","28,016267884","28,016267884","28,016267884","28,016267884"
"21/09/2004",2,200,22100,"32,529348693","32,236291498","32,236291498","32,529348693","32,382820096"
"04/10/2004",1,1,117,"34,649797862","34,649797862","34,649797862","34,649797862","34,649797862"
"05/10/2004",2,101,11417,"33,465189388","34,649797862","33,465189388","34,649797862","33,477035473"
"09/11/2004",1,1,113,"33,803221604","33,803221604","33,803221604","33,803221604","33,803221604"
"11/11/2004",1,1,113,"33,803221604","33,803221604","33,803221604","33,803221604","33,803221604"
"18/11/2004",1,10,1130,"33,803221604","33,803221604","33,803221604","33,803221604","33,803221604"
"19/11/2004",1,100,11000,"32,905790942","32,905790942","32,905790942","32,905790942","32,905790942"
"22/11/2004",1,100,11000,"32,905790942","32,905790942","32,905790942","32,905790942","32,905790942"
"23/11/2004",2,200,22000,"32,905790942","32,905790942","32,905790942","32,905790942","32,905790942"
"24/11/2004",2,200,22000,"32,905790942","32,905790942","32,905790942","32,905790942","32,905790942"
"02/12/2004",1,100,11300,"34,176051254","34,176051254","34,176051254","34,176051254","34,176051254"
"03/12/2004",1,1,113,"34,176051254","34,176051254","34,176051254","34,176051254","34,176051254"
"17/12/2004",3,314,34540,"33,26872246","33,26872246","33,26872246","33,26872246","33,26872246"
"21/12/2004",1,2,226,"34,176051254","34,176051254","34,176051254","34,176051254","34,176051254"
"23/12/2004",2,300,33000,"33,26872246","33,26872246","33,26872246","33,26872246","33,26872246"
"04/01/2005",1,100,11000,"33,697601018","33,697601018","33,697601018","33,697601018","33,697601018"
"05/01/2005",1,100,11000,"33,697601018","33,697601018","33,697601018","33,697601018","33,697601018"
"07/01/2005",5,401,44113,"33,697601018","34,6166265","33,697601018","34,6166265","33,700664436"
"11/01/2005",2,200,22000,"33,697601018","33,697601018","33,697601018","33,697601018","33,697601018"
"17/01/2005",1,3,339,"34,6166265","34,6166265","34,6166265","34,6166265","34,6166265"
"18/01/2005",1,100,11000,"33,697601018","33,697601018","33,697601018","33,697601018","33,697601018"
