"Data","Q Negs","Q Títs","Volume$","Fechamento","Abertura","Mínimo","Máximo","Médio"
"08/08/2005",1,2,2004,"345,90769626","345,90769626","345,90769626","345,90769626","345,90769626"
"09/08/2005",2,6,6012,"345,90769626","345,90769626","345,90769626","345,90769626","345,90769626"
"10/08/2005",5,54,54162,"346,25291352","346,25291352","346,25291352","346,25291352","346,25291352"
"11/08/2005",7,276,"277352,4","346,90882632","346,90882632","346,90882632","346,90882632","346,90882632"
"12/08/2005",3,18,"18082,8","346,80526114","346,80526114","346,80526114","346,80526114","346,80526114"
"15/08/2005",3,70,70322,"346,80526114","346,80526114","346,80526114","346,80526114","346,80526114"
"16/08/2005",3,29,"29217,5","347,8063912","347,8063912","347,8063912","347,8063912","347,8063912"
"17/08/2005",1,50,50375,"347,8063912","347,8063912","347,8063912","347,8063912","347,8063912"
"18/08/2005",4,70,70560,"347,97899983","347,97899983","347,97899983","347,97899983","347,97899983"
"19/08/2005",2,50,50425,"348,15160846","348,15160846","348,15160846","348,15160846","348,15160846"
"22/08/2005",3,23,23230,"348,66943435","348,66943435","348,66943435","348,66943435","348,66943435"
"23/08/2005",2,152,153672,"349,01465161","349,01465161","349,01465161","349,01465161","349,01465161"
"24/08/2005",1,6,6054,"348,32421709","348,32421709","348,32421709","348,32421709","348,32421709"
"25/08/2005",6,230,232530,"349,01465161","349,01465161","349,01465161","349,01465161","349,01465161"
"26/08/2005",7,1921,"1940402,1","348,70395608","348,70395608","348,70395608","348,70395608","348,70395608"
"29/08/2005",4,597,604164,"349,35986888","349,35986888","349,35986888","349,35986888","349,35986888"
"30/08/2005",3,19,19209,"349,01465161","349,01465161","349,01465161","349,01465161","349,01465161"
"31/08/2005",2,12,12144,"349,35986888","349,35986888","349,35986888","349,35986888","349,35986888"
"01/09/2005",2,10,10000,"349,82289446","349,82289446","349,82289446","349,82289446","349,82289446"
"02/09/2005",5,272,272544,"350,52254025","350,52254025","350,52254025","350,52254025","350,52254025"
"05/09/2005",2,310,311085,"351,04727459","351,04727459","351,04727459","351,04727459","351,04727459"
"06/09/2005",1,300,301050,"351,04727459","351,04727459","351,04727459","351,04727459","351,04727459"
"09/09/2005",4,311,"312399,5","351,39709748","351,39709748","351,39709748","351,39709748","351,39709748"
"12/09/2005",6,216,216972,"351,39709748","351,39709748","351,39709748","351,39709748","351,39709748"
"13/09/2005",2,10,10052,"351,64197351","351,64197351","351,64197351","351,64197351","351,64197351"
"15/09/2005",4,300,301800,"351,92183183","351,92183183","351,92183183","351,92183183","351,92183183"
"16/09/2005",7,218,219635,"352,44656617","352,44656617","352,44656617","352,44656617","352,44656617"
"20/09/2005",4,60,60480,"352,62147761","352,62147761","352,62147761","352,62147761","352,62147761"
"21/09/2005",4,21,21210,"353,3211234","353,3211234","353,3211234","353,3211234","353,3211234"
"23/09/2005",2,20,20200,"353,3211234","353,3211234","353,3211234","353,3211234","353,3211234"
"26/09/2005",3,257,"260212,5","354,19568064","354,19568064","354,19568064","354,19568064","354,19568064"
"28/09/2005",7,65,"65812,5","354,19568064","354,19568064","354,19568064","354,19568064","354,19568064"
"29/09/2005",2,27,"27337,5","354,19568064","354,19568064","354,19568064","354,19568064","354,19568064"
"30/09/2005",3,181,"183262,5","354,19568064","354,19568064","354,19568064","354,19568064","354,19568064"
"03/10/2005",2,16,16016,"350,17271735","350,17271735","350,17271735","350,17271735","350,17271735"
"04/10/2005",5,333,333999,"350,87236314","350,87236314","350,87236314","350,87236314","350,87236314"
"05/10/2005",4,150,150600,"351,22218604","351,22218604","351,22218604","351,22218604","351,22218604"
"06/10/2005",3,7,7028,"351,22218604","351,22218604","351,22218604","351,22218604","351,22218604"
"07/10/2005",3,64,64256,"351,22218604","351,22218604","351,22218604","351,22218604","351,22218604"
"10/10/2005",2,85,85357,"351,29215062","351,29215062","351,29215062","351,29215062","351,29215062"
"11/10/2005",1,15,"15066,75","351,37960634","351,37960634","351,37960634","351,37960634","351,37960634"
"14/10/2005",7,237,"238303,5","351,74692038","351,74692038","351,74692038","351,74692038","351,74692038"
"17/10/2005",2,31,"31201,5","352,09674327","352,09674327","352,09674327","352,09674327","352,09674327"
"18/10/2005",4,35,"35264,25","352,46405731","352,46405731","352,46405731","352,46405731","352,46405731"
"19/10/2005",5,51,"51408,51","352,62497584","352,62497584","352,62497584","352,62497584","352,62497584"
"20/10/2005",3,60,60486,"352,6564599","352,6564599","352,6564599","352,6564599","352,6564599"
"21/10/2005",4,523,528753,"353,6709463","353,6709463","353,6709463","353,6709463","353,6709463"
"24/10/2005",1,11,11121,"353,6709463","353,6709463","353,6709463","353,6709463","353,6709463"
"25/10/2005",6,2706,"2736036,6","353,70592859","353,70592859","353,70592859","353,70592859","353,70592859"
"26/10/2005",1,40,40500,"354,19568064","354,19568064","354,19568064","354,19568064","354,19568064"
"27/10/2005",3,14,14189,"354,54550353","354,54550353","354,54550353","354,54550353","354,54550353"
"28/10/2005",4,70,71120,"355,42006077","355,42006077","355,42006077","355,42006077","355,42006077"
"31/10/2005",1,50,"51002,5","356,83684349","356,83684349","356,83684349","356,83684349","356,83684349"
"01/11/2005",2,102,103785,"360,64289314","360,64289314","360,64289314","360,64289314","360,64289314"
"03/11/2005",2,152,"155822,8","363,35436059","363,35436059","363,35436059","363,35436059","363,35436059"
"04/11/2005",3,195,"201259,5","365,81771991","365,81771991","365,81771991","365,81771991","365,81771991"
"07/11/2005",3,150,157500,"372,16219931","372,16219931","372,16219931","372,16219931","372,16219931"
"08/11/2005",3,240,"257042,4","379,6089877","379,6089877","379,6089877","379,6089877","379,6089877"
"09/11/2005",1,20,"22000,2","389,8877532","389,8877532","389,8877532","389,8877532","389,8877532"
"10/11/2005",5,210,"235622,1","397,68543738","397,68543738","397,68543738","397,68543738","397,68543738"
"11/11/2005",3,71,"82147,71","410,09084402","410,09084402","410,09084402","410,09084402","410,09084402"
"14/11/2005",3,110,131890,"424,97378759","424,97378759","424,97378759","424,97378759","424,97378759"
"16/11/2005",3,157,182120,"411,15062019","411,15062019","411,15062019","411,15062019","411,15062019"
"17/11/2005",2,5,6000,"425,32822778","425,32822778","425,32822778","425,32822778","425,32822778"
"18/11/2005",3,70,78750,"398,74521354","398,74521354","398,74521354","398,74521354","398,74521354"
"21/11/2005",1,2,2340,"414,69502209","414,69502209","414,69502209","414,69502209","414,69502209"
"22/11/2005",2,121,145200,"425,32822778","425,32822778","425,32822778","425,32822778","425,32822778"
"24/11/2005",4,19,23370,"435,96143348","435,96143348","435,96143348","435,96143348","435,96143348"
"25/11/2005",2,114,"132241,14","411,15416459","411,15416459","411,15416459","411,15416459","411,15416459"
"28/11/2005",4,28,33572,"424,97378759","424,97378759","424,97378759","424,97378759","424,97378759"
"29/11/2005",3,19,23560,"439,50583537","439,50583537","439,50583537","439,50583537","439,50583537"
"30/11/2005",1,20,23605,"418,32803403","418,32803403","418,32803403","418,32803403","418,32803403"
"02/12/2005",4,176,211200,"430,17018917","430,17018917","430,17018917","430,17018917","430,17018917"
"05/12/2005",2,100,118900,"426,22696244","426,22696244","426,22696244","426,22696244","426,22696244"
"06/12/2005",5,763,"902705,3","424,11195901","424,11195901","424,11195901","424,11195901","424,11195901"
"07/12/2005",1,240,283944,"424,11195901","424,11195901","424,11195901","424,11195901","424,11195901"
"08/12/2005",4,57,"67437,27","424,11554376","424,11554376","424,11554376","424,11554376","424,11554376"
"09/12/2005",2,30,35145,"419,95364718","419,95364718","419,95364718","419,95364718","419,95364718"
"12/12/2005",5,95,"113241,9","427,30955741","427,30955741","427,30955741","427,30955741","427,30955741"
"13/12/2005",3,17,20400,"430,17018917","430,17018917","430,17018917","430,17018917","430,17018917"
"14/12/2005",2,14,16800,"430,17018917","430,17018917","430,17018917","430,17018917","430,17018917"
"15/12/2005",2,15,18270,"436,62274201","436,62274201","436,62274201","436,62274201","436,62274201"
"16/12/2005",1,5,"6000,5","430,20603669","430,20603669","430,20603669","430,20603669","430,20603669"
"19/12/2005",1,50,61000,"437,33969232","437,33969232","437,33969232","437,33969232","437,33969232"
"20/12/2005",2,50,61000,"437,33969232","437,33969232","437,33969232","437,33969232","437,33969232"
"21/12/2005",5,25,30500,"437,33969232","437,33969232","437,33969232","437,33969232","437,33969232"
"22/12/2005",2,20,24400,"437,33969232","437,33969232","437,33969232","437,33969232","437,33969232"
"23/12/2005",4,51,62220,"437,33969232","437,33969232","437,33969232","437,33969232","437,33969232"
"26/12/2005",5,348,424560,"437,33969232","437,33969232","437,33969232","437,33969232","437,33969232"
"27/12/2005",3,13,15860,"437,33969232","437,33969232","437,33969232","437,33969232","437,33969232"
"28/12/2005",1,2,"2444,02","438,06022739","438,06022739","438,06022739","438,06022739","438,06022739"
"29/12/2005",4,57,71250,"448,09394705","448,09394705","448,09394705","448,09394705","448,09394705"
"02/01/2006",5,55,68750,"452,88507258","452,88507258","452,88507258","452,88507258","452,88507258"
"03/01/2006",3,25,30750,"445,63891142","445,63891142","445,63891142","445,63891142","445,63891142"
"05/01/2006",4,604,748960,"449,261992","449,261992","449,261992","449,261992","449,261992"
"06/01/2006",5,563,675600,"434,76966968","434,76966968","434,76966968","434,76966968","434,76966968"
"09/01/2006",3,30,37200,"449,261992","449,261992","449,261992","449,261992","449,261992"
"10/01/2006",3,50,61800,"447,81275977","447,81275977","447,81275977","447,81275977","447,81275977"
"11/01/2006",4,17,21080,"449,261992","449,261992","449,261992","449,261992","449,261992"
"12/01/2006",4,36,44640,"449,261992","449,261992","449,261992","449,261992","449,261992"
"13/01/2006",1,7,8680,"449,261992","449,261992","449,261992","449,261992","449,261992"
"16/01/2006",6,473,591250,"452,88507258","452,88507258","452,88507258","452,88507258","452,88507258"
"17/01/2006",2,21,26250,"452,88507258","452,88507258","452,88507258","452,88507258","452,88507258"
"18/01/2006",4,84,105084,"453,24738064","453,24738064","453,24738064","453,24738064","453,24738064"
"20/01/2006",1,30,37650,"454,69661287","454,69661287","454,69661287","454,69661287","454,69661287"
"24/01/2006",5,31,38998,"455,78353705","455,78353705","455,78353705","455,78353705","455,78353705"
"26/01/2006",3,50,62000,"449,261992","449,261992","449,261992","449,261992","449,261992"
"27/01/2006",3,40,50800,"460,13123374","460,13123374","460,13123374","460,13123374","460,13123374"
"31/01/2006",2,19,24320,"463,75431432","463,75431432","463,75431432","463,75431432","463,75431432"
"01/02/2006",2,25,32000,"468,61465371","468,61465371","468,61465371","468,61465371","468,61465371"
"02/02/2006",2,52,66612,"468,98075891","468,98075891","468,98075891","468,98075891","468,98075891"
"03/02/2006",1,48,61488,"468,98075891","468,98075891","468,98075891","468,98075891","468,98075891"
"06/02/2006",3,178,228374,"469,71296931","469,71296931","469,71296931","469,71296931","469,71296931"
"07/02/2006",1,7,8981,"469,71296931","469,71296931","469,71296931","469,71296931","469,71296931"
"08/02/2006",2,115,147545,"469,71296931","469,71296931","469,71296931","469,71296931","469,71296931"
"09/02/2006",2,15,19245,"469,71296931","469,71296931","469,71296931","469,71296931","469,71296931"
"10/02/2006",3,486,629370,"474,10623169","474,10623169","474,10623169","474,10623169","474,10623169"
"13/02/2006",1,3,3885,"474,10623169","474,10623169","474,10623169","474,10623169","474,10623169"
"14/02/2006",3,160,209760,"479,96391486","479,96391486","479,96391486","479,96391486","479,96391486"
"15/02/2006",3,37,48507,"479,96391486","479,96391486","479,96391486","479,96391486","479,96391486"
"16/02/2006",3,80,"104960,8","480,33368111","480,33368111","480,33368111","480,33368111","480,33368111"
"17/02/2006",2,30,39780,"485,45549283","485,45549283","485,45549283","485,45549283","485,45549283"
"20/02/2006",6,32,42560,"486,91991362","486,91991362","486,91991362","486,91991362","486,91991362"
"21/02/2006",3,31,"40675,1","480,36663058","480,36663058","480,36663058","480,36663058","480,36663058"
"22/02/2006",1,21,27573,"480,69612525","480,69612525","480,69612525","480,69612525","480,69612525"
