"Data","Cota","Patrimônio","CaptLíq","Captação","ResgTotal","Resgate","ResgIR","QCotistas","Fonte"
"09/03/2015","999602,5525","235906202,39",0,0,0,0,0,1,"ANBIMA"
"10/03/2015","999602,71013","235906239,59",0,0,0,0,0,1,"ANBIMA"
"11/03/2015","999602,93119","235906291,76",0,0,0,0,0,1,"ANBIMA"
"12/03/2015","999603,14966","235906343,32",0,0,0,0,0,1,"ANBIMA"
"13/03/2015","999603,3554","235906391,9",0,0,0,0,0,1,"ANBIMA"
"16/03/2015","999603,5681","235906442,1",0,0,0,0,0,1,"ANBIMA"
"17/03/2015","999603,78377","235906492,97",0,0,0,0,0,1,"ANBIMA"
"18/03/2015","999604,0011","235906544,3",0,0,0,0,0,1,"ANBIMA"
"19/03/2015","999604,21886","235906595,65",0,0,0,0,0,1,"ANBIMA"
"20/03/2015","999604,43682","235906647,09",0,0,0,0,0,1,"ANBIMA"
"23/03/2015","999604,65542","235906698,68",0,0,0,0,0,1,"ANBIMA"
"24/03/2015","999597,74907","235905068,78",0,0,0,0,0,1,"ANBIMA"
"25/03/2015","999597,9677","235905120,4",0,0,0,0,0,1,"ANBIMA"
"26/03/2015","999598,1867","235905172,06",0,0,0,0,0,1,"ANBIMA"
"27/03/2015","999598,40648","235905223,93",0,0,0,0,0,1,"ANBIMA"
"30/03/2015","999598,6263","235905275,8",0,0,0,0,0,1,"ANBIMA"
"31/03/2015","999484,44","235878327,8",0,0,0,0,0,1,"ANBIMA"
"01/04/2015","999485,20648","235878508,73",0,0,0,0,0,1,"ANBIMA"
"02/04/2015","999485,97356","235878689,76",0,0,0,0,0,1,"ANBIMA"
"06/04/2015","999486,74068","235878870,8",0,0,0,0,0,1,"ANBIMA"
"07/04/2015","999486,9475","235878919,6",0,0,0,0,0,1,"ANBIMA"
"08/04/2015","999487,1547","235878968,5",0,0,0,0,0,1,"ANBIMA"
"09/04/2015","999486,5867","235878834,5",0,0,0,0,0,1,"ANBIMA"
"10/04/2015","999486,74271","235878871,28",0,0,0,0,0,1,"ANBIMA"
"13/04/2015","999486,9002","235878908,5",0,0,0,0,0,1,"ANBIMA"
"14/04/2015","999486,73102","235878868,52",0,0,0,0,0,1,"ANBIMA"
"15/04/2015","999486,8695","235878901,2",0,0,0,0,0,1,"ANBIMA"
"16/04/2015","999486,91242","235878911,33",0,0,0,0,0,1,"ANBIMA"
"17/04/2015","999486,95716","235878921,89",0,0,0,0,0,1,"ANBIMA"
"20/04/2015","999487,0023","235878932,5",0,0,0,0,0,1,"ANBIMA"
"22/04/2015","999487,04741","235878943,19",0,0,0,0,0,1,"ANBIMA"
"23/04/2015","999486,38992","235878788,02",0,0,0,0,0,1,"ANBIMA"
"24/04/2015","999487,13852","235878964,69",0,0,0,0,0,1,"ANBIMA"
"27/04/2015","999487,1846","235878975,6",0,0,0,0,0,1,"ANBIMA"
"28/04/2015","999487,2311","235878986,5",0,0,0,0,0,1,"ANBIMA"
"29/04/2015","999487,2759","235878997,1",0,0,0,0,0,1,"ANBIMA"
"30/04/2015","999372,9169","235852008,4",0,0,0,0,0,1,"ANBIMA"
"04/05/2015","999372,9933","235852026,4",0,0,0,0,0,1,"ANBIMA"
"05/05/2015","999373,0683","235852044,1",0,0,0,0,0,1,"ANBIMA"
"06/05/2015","999373,1437","235852061,9",0,0,0,0,0,1,"ANBIMA"
"07/05/2015","999373,21941","235852079,78",0,0,0,0,0,1,"ANBIMA"
"08/05/2015","999373,2955","235852097,7",0,0,0,0,0,1,"ANBIMA"
"11/05/2015","999373,3541","235852111,6",0,0,0,0,0,1,"ANBIMA"
"12/05/2015","999372,3729",235851880,0,0,0,0,0,1,"ANBIMA"
"13/05/2015","999372,253","235851851,7",0,0,0,0,0,1,"ANBIMA"
"14/05/2015","999372,27432","235851856,74",0,0,0,0,0,1,"ANBIMA"
"15/05/2015","999372,30636","235851864,3",0,0,0,0,0,1,"ANBIMA"
"18/05/2015","999372,3275","235851869,3",0,0,0,0,0,1,"ANBIMA"
"19/05/2015","999372,35017","235851874,64",0,0,0,0,0,1,"ANBIMA"
"20/05/2015","999372,3733","235851880,1",0,0,0,0,0,1,"ANBIMA"
"21/05/2015","999372,3969","235851885,7",0,0,0,0,0,1,"ANBIMA"
"22/05/2015","999372,4209","235851891,3",0,0,0,0,0,1,"ANBIMA"
"25/05/2015","999372,4425","235851896,4",0,0,0,0,0,1,"ANBIMA"
"26/05/2015","999372,4572","235851899,9",0,0,0,0,0,1,"ANBIMA"
"27/05/2015","999372,4821","235851905,8",0,0,0,0,0,1,"ANBIMA"
"28/05/2015","999372,52835","235851916,69",0,0,0,0,0,1,"ANBIMA"
"29/05/2015","999258,1472","235824922,7",0,0,0,0,0,1,"ANBIMA"
"01/06/2015","999258,2687","235824951,4",0,0,0,0,0,1,"ANBIMA"
"02/06/2015","999258,3898",235824980,0,0,0,0,0,1,"ANBIMA"
"03/06/2015","999258,51131","235825008,67",0,0,0,0,0,1,"ANBIMA"
"05/06/2015","999258,6333","235825037,5",0,0,0,0,0,1,"ANBIMA"
"08/06/2015","999258,78034","235825072,16",0,0,0,0,0,1,"ANBIMA"
"09/06/2015","999258,4252","235824988,3",0,0,0,0,0,1,"ANBIMA"
"10/06/2015","999258,5176","235825010,2",0,0,0,0,0,1,"ANBIMA"
"11/06/2015","999258,61081","235825032,15",0,0,0,0,0,1,"ANBIMA"
"12/06/2015","999258,70475","235825054,32",0,0,0,0,0,1,"ANBIMA"
"15/06/2015","999258,79983","235825076,76",0,0,0,0,0,1,"ANBIMA"
"16/06/2015","999258,891","235825098,3",0,0,0,0,0,1,"ANBIMA"
"17/06/2015","999258,98602","235825120,7",0,0,0,0,0,1,"ANBIMA"
"18/06/2015","999259,0813","235825143,2",0,0,0,0,0,1,"ANBIMA"
"19/06/2015","999259,177","235825165,8",0,0,0,0,0,1,"ANBIMA"
"23/06/2015","999259,1781",235825166,0,0,0,0,0,1,"ANBIMA"
"24/06/2015","999259,1795","235825166,4",0,0,0,0,0,1,"ANBIMA"
"25/06/2015","999258,74564","235825063,97",0,0,0,0,0,1,"ANBIMA"
"26/06/2015","999258,7478","235825064,5",0,0,0,0,0,1,"ANBIMA"
"29/06/2015","999258,7503","235825065,1",0,0,0,0,0,1,"ANBIMA"
"30/06/2015","999144,3456","235798065,6",0,0,0,0,0,1,"ANBIMA"
"01/07/2015","999144,9135","235798199,6",0,0,0,0,0,1,"ANBIMA"
"02/07/2015","999145,4819","235798333,7",0,0,0,0,0,1,"ANBIMA"
"03/07/2015","999146,0492","235798467,6",0,0,0,0,0,1,"ANBIMA"
"06/07/2015","999146,092","235798477,7",0,0,0,0,0,1,"ANBIMA"
"07/07/2015","999146,1349","235798487,8",0,0,0,0,0,1,"ANBIMA"
"08/07/2015","999145,5393","235798347,3",0,0,0,0,0,1,"ANBIMA"
"09/07/2015","999145,5233","235798343,5",0,0,0,0,0,1,"ANBIMA"
"10/07/2015","999145,5054","235798339,3",0,0,0,0,0,1,"ANBIMA"
"13/07/2015","999145,3086","235798292,8",0,0,0,0,0,1,"ANBIMA"
"14/07/2015","999145,27678","235798285,32",0,0,0,0,0,1,"ANBIMA"
"15/07/2015","999145,2433","235798277,4",0,0,0,0,0,1,"ANBIMA"
"16/07/2015","999145,21131","235798269,87",0,0,0,0,0,1,"ANBIMA"
"17/07/2015","999145,17962","235798262,39",0,0,0,0,0,1,"ANBIMA"
"20/07/2015","999145,1483",235798255,0,0,0,0,0,1,"ANBIMA"
"21/07/2015","999145,1172","235798247,7",0,0,0,0,0,1,"ANBIMA"
"22/07/2015","999145,0864","235798240,4",0,0,0,0,0,1,"ANBIMA"
"23/07/2015","999144,23665","235798039,85",0,0,0,0,0,1,"ANBIMA"
"24/07/2015","999144,2064","235798032,7",0,0,0,0,0,1,"ANBIMA"
"27/07/2015","999144,1766","235798025,7",0,0,0,0,0,1,"ANBIMA"
"28/07/2015","999144,147","235798018,7",0,0,0,0,0,1,"ANBIMA"
"29/07/2015","999144,1177","235798011,8",0,0,0,0,0,1,"ANBIMA"
"30/07/2015","999144,0881","235798004,8",0,0,0,0,0,1,"ANBIMA"
"31/07/2015","999029,67343","235771002,93",0,0,0,0,0,1,"ANBIMA"
"03/08/2015","999029,76","235771023,4",0,0,0,0,0,1,"ANBIMA"
"04/08/2015","999029,84674","235771043,83",0,0,0,0,0,1,"ANBIMA"
"05/08/2015","999029,9339","235771064,4",0,0,0,0,0,1,"ANBIMA"
"06/08/2015","999030,0214","235771085,1",0,0,0,0,0,1,"ANBIMA"
"07/08/2015","999030,1092","235771105,8",0,0,0,0,0,1,"ANBIMA"
"10/08/2015","999029,3174","235770918,9",0,0,0,0,0,1,"ANBIMA"
"11/08/2015","999029,3461","235770925,68",0,0,0,0,0,1,"ANBIMA"
"12/08/2015","999029,3756","235770932,6",0,0,0,0,0,1,"ANBIMA"
"13/08/2015","999029,4055","235770939,7",0,0,0,0,0,1,"ANBIMA"
"14/08/2015","999029,4347","235770946,6",0,0,0,0,0,1,"ANBIMA"
"17/08/2015","999029,4662",235770954,0,0,0,0,0,1,"ANBIMA"
"18/08/2015","999029,4179","235770942,6",0,0,0,0,0,1,"ANBIMA"
"19/08/2015","999029,3577","235770928,4",0,0,0,0,0,1,"ANBIMA"
"20/08/2015","999029,29788","235770914,3",0,0,0,0,0,1,"ANBIMA"
"21/08/2015","999029,2383","235770900,2",0,0,0,0,0,1,"ANBIMA"
"24/08/2015","999029,1966","235770890,4",0,0,0,0,0,1,"ANBIMA"
"25/08/2015","999029,1231",235770873,0,0,0,0,0,1,"ANBIMA"
"26/08/2015",1000000,800000000,564000000,564000000,0,0,0,1,"ANBIMA"
"27/08/2015","1000075,841","800060672,6",0,0,0,0,0,1,"ANBIMA"
"28/08/2015","1000438,192","800350553,8",0,0,0,0,0,1,"ANBIMA"
"31/08/2015","1000438,192","800350553,8",0,0,0,0,0,1,"ANBIMA"
"03/09/2015","1000438,192","800350553,8",0,0,0,0,0,1,"ANBIMA"
"04/09/2015","1000438,192","800350553,8",0,0,0,0,0,1,"ANBIMA"
"08/09/2015","1000438,192","800350553,8",0,0,0,0,0,1,"ANBIMA"
"09/09/2015","1000438,192","800350553,8",0,0,0,0,0,1,"ANBIMA"
