"Data","Cota","Patrimônio","Capt Líq","Captação","Resg Total","Resgate","Resg IR","Q Cotistas","Fonte"
"31/08/2012","486,66","19466421,6",0,0,0,0,0,1,"ANBIMA"
"28/09/2012","492,1067","19684270,55",-65000,0,65000,65000,0,1,"ANBIMA"
"31/10/2012","492,11","19684270,55",-65000,0,65000,65000,0,1,"ANBIMA"
"30/11/2012","492,58","19703249,56",0,0,0,0,0,1,"ANBIMA"
"31/12/2012","492,75","19710189,07",0,0,0,0,0,1,"ANBIMA"
"31/01/2013","546,99","21879776,97",0,0,0,0,0,1,"ANBIMA"
"28/02/2013","546,99","21879776,97",0,0,0,0,0,1,"ANBIMA"
"28/03/2013","547,22","21888677,31",0,0,0,0,0,1,"ANBIMA"
"30/04/2013","547,51","21900420,5",0,0,0,0,0,1,"ANBIMA"
"31/05/2013","547,51","21900420,5",0,0,0,0,0,1,"ANBIMA"
"28/06/2013","547,88","21915056,89",0,0,0,0,0,1,"ANBIMA"
"31/07/2013","547,88","21915056,89",0,0,0,0,0,1,"ANBIMA"
"30/08/2013","547,59","21903665,99",0,0,0,0,0,1,"ANBIMA"
"30/09/2013","547,97","21918816,11",0,0,0,0,0,1,"ANBIMA"
"31/10/2013","547,75","21910174,56",0,0,0,0,0,1,"ANBIMA"
"29/11/2013","547,75","21910174,56",0,0,0,0,0,1,"ANBIMA"
"31/12/2013","548,19","21927540,14",0,0,0,0,0,1,"ANBIMA"
"31/01/2014","416,6","16664036,12",0,0,0,0,0,1,"ANBIMA"
"28/02/2014","416,33","16653227,5",0,0,0,0,0,1,"ANBIMA"
"31/03/2014","416,21","16648576,15",0,0,0,0,0,1,"ANBIMA"
"30/04/2014","416,55","16661980,25",0,0,0,0,0,1,"ANBIMA"
"30/05/2014","416,66","16666274,83",0,0,0,0,0,1,"ANBIMA"
"30/06/2014","416,45","16657997,03",0,0,0,0,0,1,"ANBIMA"
"31/07/2014","416,71","16668583,2",0,0,0,0,0,1,"ANBIMA"
"29/08/2014","416,91","16676392,47",0,0,0,0,0,1,"ANBIMA"
"30/09/2014","416,9","16675942,78",0,0,0,0,0,1,"ANBIMA"
"31/10/2014","417,29","16691570,97",0,0,0,0,0,1,"ANBIMA"
"28/11/2014","417,28","16691320,72",0,0,0,0,0,1,"ANBIMA"
"31/12/2014","417,56","16702580,23",0,0,0,0,0,1,"ANBIMA"
"30/01/2015","513,47","20538891,4",0,0,0,0,0,1,"ANBIMA"
"27/02/2015","513,73","20549329,13",0,0,0,0,0,1,"ANBIMA"
"31/03/2015","513,7","20548127,8",0,0,0,0,0,1,"ANBIMA"
"30/04/2015","513,52","20540949,22",0,0,0,0,0,1,"ANBIMA"
"29/05/2015","513,82","20552675,04",0,0,0,0,0,1,"ANBIMA"
"30/06/2015","513,7","20547906,22",0,0,0,0,0,1,"ANBIMA"
"31/07/2015","513,7","20547906,22",0,0,0,0,0,1,"ANBIMA"
"31/08/2015","514,3","20571845,92",0,0,0,0,0,1,"ANBIMA"
"30/09/2015","514,25","20569811,95",0,0,0,0,0,1,"ANBIMA"
"30/10/2015","514,32","20572761,15",0,0,0,0,0,1,"ANBIMA"
"30/11/2015","514,68","20587149,15",0,0,0,0,0,1,"ANBIMA"
"31/12/2015","514,74","20589658,12",0,0,0,0,0,1,"ANBIMA"
"29/01/2016","547,23","21889092,46",0,0,0,0,0,1,"ANBIMA"
"29/02/2016","547,82","21912608,74",0,0,0,0,0,1,"ANBIMA"
"31/03/2016","547,93","21917335,19",0,0,0,0,0,1,"ANBIMA"
"29/04/2016","547,92","21916661,19",0,0,0,0,0,1,"ANBIMA"
"31/05/2016","548,08","21923193,92",0,0,0,0,0,1,"ANBIMA"
"30/06/2016","548,17","21926803,8",0,0,0,0,0,1,"ANBIMA"
"29/07/2016","548,48","21939222,79",0,0,0,0,0,1,"ANBIMA"
"31/08/2016","548,57","21942694,9",0,0,0,0,0,1,"ANBIMA"
"30/09/2016","547,84","21913692,12",0,0,0,0,0,1,"ANBIMA"
"31/10/2016","550,23","22009328,4",0,0,0,0,0,1,"ANBIMA"
"30/11/2016","549,17","21966832,08",0,0,0,0,0,1,"ANBIMA"
"30/12/2016","549,49","21979621,22",0,0,0,0,0,1,"ANBIMA"
"31/01/2017","383,09","15323703,15",0,0,0,0,0,1,"ANBIMA"
"24/02/2017","477,21","19088305,9",0,0,0,0,0,1,"ANBIMA"
"31/03/2017","475,01","19000517,18",0,0,0,0,0,1,"ANBIMA"
"28/04/2017","493,21","19728456,45",0,0,0,0,0,1,"ANBIMA"
"31/05/2017","493,51","19740510,98",0,0,0,0,0,1,"ANBIMA"
"30/06/2017","493,87","19754706,72",0,0,0,0,0,1,"ANBIMA"
"31/07/2017","496,24","19849530,05",0,0,0,0,0,1,"ANBIMA"
"31/08/2017","494,89","19795655,85",0,0,0,0,0,1,"ANBIMA"
