"Data","Cota","Patrimônio","Capt Líq","Captação","Resg Total","Resgate","Resg IR","Q Cotistas","Fonte"
"31/08/2012","176,9116","696246903,57",-7500,0,7500,7500,0,616,"ANBIMA"
"28/09/2012","176,71833","695485964,61",0,0,0,0,0,619,"ANBIMA"
"31/10/2012","176,72","695485964,61",0,0,0,0,0,619,"ANBIMA"
"30/11/2012","176,71","695452043,32",0,0,0,0,0,613,"ANBIMA"
"31/12/2012","176,72","695478129,43",0,0,0,0,0,612,"ANBIMA"
"31/01/2013","190,17","748407278,15",0,0,0,0,0,357,"ANBIMA"
"28/02/2013","190,17","748407278,15",0,0,0,0,0,357,"ANBIMA"
"28/03/2013","190,23","748663228,14",0,0,0,0,0,357,"ANBIMA"
"30/04/2013","190,31","748989363,92",0,0,0,0,0,357,"ANBIMA"
"31/05/2013","190,4","749346747,83",0,0,0,0,0,357,"ANBIMA"
"28/06/2013","190,51",749750267,0,0,0,0,0,613,"ANBIMA"
"31/07/2013","190,51",749750267,0,0,0,0,0,613,"ANBIMA"
"30/08/2013","190,74","750649847,5",0,0,0,0,0,621,"ANBIMA"
"30/09/2013","190,86","751160776,37",0,0,0,0,0,625,"ANBIMA"
"31/10/2013","191,01","751730011,12",0,0,0,0,0,638,"ANBIMA"
"29/11/2013","191,01","751730011,12",0,0,0,0,0,638,"ANBIMA"
"31/12/2013","191,15","752272076,88",0,0,0,0,0,654,"ANBIMA"
"31/01/2014","227,59","895708855,98",0,0,0,0,0,659,"ANBIMA"
"28/02/2014","227,59","896095453,96",0,0,0,0,0,664,"ANBIMA"
"31/03/2014","227,61","895774364,98",0,0,0,0,0,666,"ANBIMA"
"30/04/2014","227,81","896545849,95",0,0,0,0,0,682,"ANBIMA"
"30/05/2014","227,91","896946895,3",0,0,0,0,0,687,"ANBIMA"
"30/06/2014","227,99","897270944,04",0,0,0,0,0,709,"ANBIMA"
"31/07/2014","228,05","897498106,86",0,0,0,0,0,713,"ANBIMA"
"29/08/2014","228,12","897772690,14",0,0,0,0,0,732,"ANBIMA"
"30/09/2014","228,07","897565552,63",0,0,0,0,0,730,"ANBIMA"
"31/10/2014","227,93","897028248,48",0,0,0,0,0,741,"ANBIMA"
"28/11/2014","228,46","899103021,32",0,0,0,0,0,748,"ANBIMA"
"31/12/2014","228,23","898200995,6",0,0,0,0,0,747,"ANBIMA"
"30/01/2015","212,43","836026995,85",0,0,0,0,0,728,"ANBIMA"
"27/02/2015","212,82","837566602,51",0,0,0,0,0,733,"ANBIMA"
"31/03/2015","212,82","837557971,4",0,0,0,0,0,734,"ANBIMA"
"30/04/2015","212,87","837751513,05",0,0,0,0,0,741,"ANBIMA"
"29/05/2015","212,98","838212323,2",0,0,0,0,0,747,"ANBIMA"
"30/06/2015","213,04","838420382,37",0,0,0,0,0,752,"ANBIMA"
"31/07/2015","213,04","838420382,37",0,0,0,0,0,752,"ANBIMA"
"31/08/2015","212,7","837078264,48",0,0,0,0,0,758,"ANBIMA"
"30/09/2015","212,89","837861196,71",0,0,0,0,0,755,"ANBIMA"
"30/10/2015","212,8","837505857,84",0,0,0,0,0,752,"ANBIMA"
"30/11/2015","213,07","838544436,33",0,0,0,0,0,747,"ANBIMA"
"31/12/2015","213,15","838851017,23",0,0,0,0,0,755,"ANBIMA"
"29/01/2016","167,16","657854058,79",0,0,0,0,0,755,"ANBIMA"
"29/02/2016","167,19","657981473,32",0,0,0,0,0,750,"ANBIMA"
"31/03/2016","167,35","658632327,11",0,0,0,0,0,746,"ANBIMA"
"29/04/2016","167,28","658326835,2",0,0,0,0,0,745,"ANBIMA"
"31/05/2016","167,28","658334723,62",0,0,0,0,0,746,"ANBIMA"
"30/06/2016","167,34","658586108,42",0,0,0,0,0,745,"ANBIMA"
"29/07/2016","167,35","658628451,12",0,0,0,0,0,742,"ANBIMA"
"31/08/2016","167,36","658651014,9",0,0,0,0,0,745,"ANBIMA"
"30/09/2016","167,37","658705056,67",0,0,0,0,0,742,"ANBIMA"
"31/10/2016","167,42","658872325,91",0,0,0,0,0,743,"ANBIMA"
"30/11/2016","167,46","659038156,58",0,0,0,0,0,737,"ANBIMA"
"30/12/2016","167,55","659395717,71",0,0,0,0,0,738,"ANBIMA"
"31/01/2017","168,34","662511104,94",0,0,0,0,0,736,"ANBIMA"
"24/02/2017","168,39","662720387,96",0,0,0,0,0,735,"ANBIMA"
"31/03/2017","168,38","662682877,21",0,0,0,0,0,731,"ANBIMA"
"28/04/2017","168,4","662737226,8",0,0,0,0,0,729,"ANBIMA"
"31/05/2017","168,45","662955796,51",0,0,0,0,0,725,"ANBIMA"
"30/06/2017","168,47","663038896,22",0,0,0,0,0,725,"ANBIMA"
"31/07/2017","168,48","663079004,02",0,0,0,0,0,714,"ANBIMA"
"31/08/2017","168,5","663159635,54",0,0,0,0,0,717,"ANBIMA"
