"Data","Cota","Patrimônio","CaptLíq","Captação","ResgTotal","Resgate","ResgIR","QCotistas","Fonte"
"21/12/2010",1000,49021000,49021000,49021000,0,0,0,1,"ANBIMA"
"31/12/2010","1004,3594688","49234705,52",0,0,0,0,0,1,"ANBIMA"
"31/01/2011","984,272226","48250008,79",0,0,0,0,0,1,"ANBIMA"
"28/02/2011","981,9250545","66692617,29",0,0,0,0,0,1,"ANBIMA"
"31/03/2011","979,3687809","66670616,07",0,0,0,0,0,1,"ANBIMA"
"29/04/2011","977,4706306","66679336,02",0,0,0,0,0,1,"ANBIMA"
"31/05/2011","975,1670859","98748699,54",0,0,0,0,0,1,"ANBIMA"
"30/06/2011","973,9422498","127365094,77",0,0,0,0,0,1,"ANBIMA"
"29/07/2011","972,6977068","138951309,96",0,0,0,0,0,1,"ANBIMA"
"31/08/2011","963,8490315","191561816,72",0,0,0,0,0,1,"ANBIMA"
"30/09/2011","964,9265981","198557207,37",0,0,0,0,0,1,"ANBIMA"
"31/10/2011","973,6397169","220031119,87",0,0,0,0,0,1,"ANBIMA"
"30/11/2011","973,6397169","518181919,87",0,0,0,0,0,1,"ANBIMA"
"30/12/2011","972,7452871","517705894,37",0,0,0,0,0,1,"ANBIMA"
"30/01/2012","972,7452871","517705894,33",0,0,0,0,0,1,"ANBIMA"
"31/01/2012","971,3880459","516983555,46",0,0,0,0,0,1,"ANBIMA"
"29/02/2012","975,8754127","519371782,13",0,0,0,0,0,1,"ANBIMA"
"30/03/2012","972,7452871","517705894,36",0,0,0,0,0,1,"ANBIMA"
"30/04/2012","970,9855004","516769316,26",0,0,0,0,0,1,"ANBIMA"
"31/05/2012","972,8762508","517775594,7",0,0,0,0,0,1,"ANBIMA"
"29/06/2012","968,5484401","515472285,58",0,0,0,0,0,1,"ANBIMA"
"31/07/2012","967,2982558","514806923,53",0,0,0,0,0,1,"ANBIMA"
"31/08/2012","965,9745893","514102453,45",0,0,0,0,0,1,"ANBIMA"
"28/09/2012","965,9005794","514063064,56",0,0,0,0,0,1,"ANBIMA"
"31/10/2012","965,8262408","516023346,8",0,0,0,0,0,1,"ANBIMA"
"30/11/2012","968,1125004","517244853,62",0,0,0,0,0,1,"ANBIMA"
"31/12/2012","968,1125004","517244853,59",0,0,0,0,0,1,"ANBIMA"
"31/01/2013","968,1125004","517244853,61",0,0,0,0,0,1,"ANBIMA"
"28/02/2013","1189,6256912",641193092,0,0,0,0,0,1,"ANBIMA"
"28/03/2013","1189,6256912","641193091,99",0,0,0,0,0,1,"ANBIMA"
"30/04/2013","1195,6798398","644456200,99",0,0,0,0,0,1,"ANBIMA"
"31/05/2013","1206,9955021","650555198,76",0,0,0,0,0,1,"ANBIMA"
"28/06/2013","1241,8866301","671418887,1",0,0,0,0,0,1,"ANBIMA"
"31/07/2013","1240,9777626","670927513,13",0,0,0,0,0,1,"ANBIMA"
"30/08/2013","1240,98","670927513,13",0,0,0,0,0,1,"ANBIMA"
"30/09/2013","1239,1","672969143,97",0,0,0,0,0,1,"ANBIMA"
"31/10/2013","1245,07","676211483,27",0,0,0,0,0,1,"ANBIMA"
"29/11/2013","1245,07","676211483,27",0,0,0,0,0,1,"ANBIMA"
"31/12/2013",1242,"677045795,15",0,0,0,0,0,1,"ANBIMA"
"31/01/2014","1258,95","692262201,4",0,0,0,0,0,1,"ANBIMA"
"28/02/2014","1302,99","716479568,97",0,0,0,0,0,1,"ANBIMA"
"31/03/2014","1302,99","716479568,97",0,0,0,0,0,1,"ANBIMA"
"30/04/2014","1280,04","703859090,4",0,0,0,0,0,1,"ANBIMA"
"30/05/2014",1282,"705288576,61",0,0,0,0,0,1,"ANBIMA"
"30/06/2014","1291,21","710002594,42",0,0,0,0,0,1,"ANBIMA"
"31/07/2014","1280,57","704149869,93",0,0,0,0,0,1,"ANBIMA"
"29/08/2014","1283,06","705523520,1",0,0,0,0,0,1,"ANBIMA"
"30/09/2014","1284,41","708729670,58",0,0,0,0,0,1,"ANBIMA"
"31/10/2014","1262,76","696779700,91",0,0,0,0,0,1,"ANBIMA"
"28/11/2014","1254,68","699542694,27",0,0,0,0,0,1,"ANBIMA"
"31/12/2014","1259,33","704141551,56",0,0,0,0,0,1,"ANBIMA"
"30/01/2015","1254,88","701653659,28",0,0,0,0,0,1,"ANBIMA"
"27/02/2015","1257,2","702951067,88",0,0,0,0,0,1,"ANBIMA"
"31/03/2015","1258,86","703882212,46",0,0,0,0,0,1,"ANBIMA"
"30/04/2015","1262,75","706053890,18",0,0,0,0,0,1,"ANBIMA"
"29/05/2015","1263,56","706508771,36",0,0,0,0,0,1,"ANBIMA"
"30/06/2015","1264,67","707132373,94",0,0,0,0,0,1,"ANBIMA"
"31/07/2015","1264,67","707132373,94",0,0,0,0,0,1,"ANBIMA"
"31/08/2015","1270,69","710493268,05",0,0,0,0,0,1,"ANBIMA"
"30/09/2015","1271,89","711164309,25",0,0,0,0,0,1,"ANBIMA"
"30/10/2015","792,94","443368318,88",0,0,0,0,0,1,"ANBIMA"
"30/11/2015","787,85","440520179,92",0,0,0,0,0,1,"ANBIMA"
"31/12/2015","787,57","440365814,96",0,0,0,0,0,1,"ANBIMA"
"29/01/2016","706,7","395144983,45",0,0,0,0,0,1,"ANBIMA"
"29/02/2016","4,64","2595611,98",0,0,0,0,0,1,"ANBIMA"
"31/03/2016","8,84","4940714,58",0,0,0,0,0,1,"ANBIMA"
"29/04/2016","8,83","4939110,4",0,0,0,0,0,1,"ANBIMA"
"31/05/2016","8,68","4852119,05",0,0,0,0,0,1,"ANBIMA"
"30/06/2016","8,66","4843655,51",0,0,0,0,0,1,"ANBIMA"
"29/07/2016","6,83","3820101,97",0,0,0,0,0,1,"ANBIMA"
"31/08/2016","8,79",4915093,0,0,0,0,0,1,"ANBIMA"
"30/09/2016","8,86","4953396,85",0,0,0,0,0,1,"ANBIMA"
"31/10/2016","8,93","4991437,8",0,0,0,0,0,1,"ANBIMA"
"30/11/2016","8,99","5024423,43",0,0,0,0,0,1,"ANBIMA"
"30/12/2016","9,12","5098916,28",0,0,0,0,0,1,"ANBIMA"
"31/01/2017","9,2","5146245,22",0,0,0,0,0,1,"ANBIMA"
"24/02/2017","9,27","5181979,3",0,0,0,0,0,1,"ANBIMA"
"31/03/2017","9,32","5211057,08",0,0,0,0,0,1,"ANBIMA"
"28/04/2017","9,39","5250874,24",0,0,0,0,0,1,"ANBIMA"
"31/05/2017","9,44","5276425,79",0,0,0,0,0,1,"ANBIMA"
"30/06/2017","9,56","5344836,06",0,0,0,0,0,1,"ANBIMA"
"31/07/2017","9,61","5372385,53",0,0,0,0,0,1,"ANBIMA"
"31/08/2017","9,66","5399597,56",0,0,0,0,0,1,"ANBIMA"
