"Data","QNegs","QTíts","Volume$","Fechamento","Abertura","Mínimo","Máximo","Médio"
"12/03/2013",0,0,0,"59,849171284","59,849171284","59,849171284","59,849171284","59,849171284"
"14/03/2013",70,61348,"6170996,04","60,202281395","60,202281395","60,202281395","60,208266312","60,202281395"
"15/03/2013",19,7644,"769215,72","60,226221063","60,226221063","60,226221063","60,226221063","60,226221063"
"18/03/2013",6,2500,251675,"60,250160732","60,250160732","60,250160732","60,250160732","60,250160732"
"19/03/2013",19,21790,"2194306,25","60,268115483","60,298040069","60,268115483","60,298040069","60,268115483"
"21/03/2013",3,154,"15547,84","60,447662997","60,31599482","60,31599482","60,447662997","60,423723328"
"22/03/2013",2,60,6065,"60,447662997","60,507512168","60,447662997","60,507512168","60,495542334"
"25/03/2013",5,29162,"2941865,16","60,375843991","60,393798743","60,375843991","60,393798743","60,375843991"
"26/03/2013",5,20489,"2067749,88","60,39978366","60,39978366","60,39978366","60,39978366","60,39978366"
"27/03/2013",10,1511,154172,"60,447662997","61,644646423","60,447662997","61,644646423","61,064109461"
"28/03/2013",27,400791,"40479983,66","60,447662997","61,04615471","60,363874157","61,04615471","60,447662997"
"01/04/2013",27,12199,"1223899,06","60,471827563","61,015530309","60,471827563","62,193552924","60,61077382"
"02/04/2013",22,11441,"1146202,57","60,502033271","61,130311999","60,502033271","62,21771749","60,520156696"
"03/04/2013",10,384,"38620,94","60,532238979","61,009489167","60,508074413","61,015530309","60,761802361"
"04/04/2013",5,249,"25085,7","60,574526971","61,317587389","60,574526971","61,317587389","60,864501768"
"05/04/2013",6,487,"48877,51","60,598691537","61,015530309","60,592650396","61,015530309","60,628897245"
"08/04/2013",4,524,"52601,4","60,622856104","60,713473228","60,622856104","60,713473228","60,640979529"
"09/04/2013",1,5,"502,5","60,713473228","60,713473228","60,713473228","60,713473228","60,713473228"
"10/04/2013",13,20289,"2037600,67","60,671185237","60,653061812","60,622856104","60,671185237","60,671185237"
"11/04/2013",10,1188,"119568,97","60,83429606","60,773884644","60,773884644","60,83429606","60,804090352"
"12/04/2013",9,1144,"117228,9","61,897536984","61,921701551","61,891495843","61,921701551","61,903578126"
