"Data","Cota","Patrimônio","Capt Líq","Captação","Resg Total","Resgate","Resg IR","Q Cotistas","Fonte"
"30/04/2014","144,6599","73488405,67",508008,508008,0,0,0,239,"ANBIMA"
"30/05/2014","144,6415","73479072,11",508008,508008,0,0,0,237,"ANBIMA"
"30/06/2014","144,6084","73462265,52",508008,508008,0,0,0,234,"ANBIMA"
"31/07/2014","144,6871","73502251,46",508008,508008,0,0,0,231,"ANBIMA"
"29/08/2014","145,558","73944665,38",508008,508008,0,0,0,231,"ANBIMA"
"30/09/2014","145,3222","73824858,99",508008,508008,0,0,0,231,"ANBIMA"
"31/10/2014","145,0914","73707635,56",508008,508008,0,0,0,247,"ANBIMA"
"28/11/2014","186,64","94813433,7",508008,508008,0,0,0,245,"ANBIMA"
"31/12/2014","186,6","94796812,72",508008,508008,0,0,0,240,"ANBIMA"
"30/01/2015","186,5513","94769601,85",508008,508008,0,0,0,244,"ANBIMA"
"27/02/2015","186,424","94704907,39",508008,508008,0,0,0,239,"ANBIMA"
"31/03/2015","186,4685","94727491,67",508008,508008,0,0,0,239,"ANBIMA"
"30/04/2015","186,5405","94764103,66",508008,508008,0,0,0,241,"ANBIMA"
"29/05/2015","186,4834","94735087,73",508008,508008,0,0,0,239,"ANBIMA"
"30/06/2015","186,4585","94722420,69",508008,508008,0,0,0,241,"ANBIMA"
"31/07/2015","186,3889","94687088,22",508008,508008,0,0,0,267,"ANBIMA"
"31/08/2015","186,3961","94690752,83",508008,508008,0,0,0,262,"ANBIMA"
"30/09/2015","186,4038","94694640,08",508008,508008,0,0,0,263,"ANBIMA"
"30/10/2015","186,3946","94689954,9","508,01","508,01",0,0,0,259,"ANBIMA"
"30/11/2015","186,4514","94718824,83",508008,508008,0,0,0,253,"ANBIMA"
"31/12/2015","182,203","92560629,17",508008,508008,0,0,0,236,"ANBIMA"
"29/01/2016","182,1325","92524780,67",508008,508008,0,0,0,236,"ANBIMA"
"29/02/2016","182,0368","92476157,01",508008,508008,0,0,0,226,"ANBIMA"
"31/03/2016","182,1234","92520155,4",508008,508008,0,0,0,224,"ANBIMA"
"29/04/2016","182,4169","92669264,15",508008,508008,0,0,0,225,"ANBIMA"
"31/05/2016","182,5848","92754547,26",508008,508008,0,0,0,223,"ANBIMA"
"30/06/2016","181,8525","92382540,99",508008,508008,0,0,0,218,"ANBIMA"
"29/07/2016","181,8728","92392878,22",508008,508008,0,0,0,229,"ANBIMA"
"31/08/2016","181,742","92326412,57",508008,508008,0,0,0,231,"ANBIMA"
"30/09/2016","181,7633","92337257,51",508008,508008,0,0,0,236,"ANBIMA"
"31/10/2016","181,8688","92390852,85",508008,508008,0,0,0,233,"ANBIMA"
"30/11/2016","181,9324","92423139,68",508008,508008,0,0,0,241,"ANBIMA"
"30/12/2016","132,99","67560023,12",508008,508008,0,0,0,241,"ANBIMA"
"31/01/2017","133,071","67601150,8",508008,508008,0,0,0,245,"ANBIMA"
"24/02/2017","133,0545","67592774,02",508008,508008,0,0,0,274,"ANBIMA"
"31/03/2017","133,1613","67647041,34",508008,508008,0,0,0,295,"ANBIMA"
"28/04/2017","133,1435","67637963,59",508008,508008,0,0,0,297,"ANBIMA"
"31/05/2017","133,071","67601149,95",508008,508008,0,0,0,297,"ANBIMA"
"30/06/2017","132,9493","67539353,67",508008,508008,0,0,0,294,"ANBIMA"
"31/07/2017","132,9212","67525064,13",508008,508008,0,0,0,291,"ANBIMA"
